,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,url_list
196,Jared Dudley,PF,33,BRK,59,25,1220,3.9,9.3,.423,2.1,5.9,.351,1.9,3.4,.545,1.2,1.8,.696,1.3,4.7,6.0,3.2,1.4,0.6,1.7,5.1,11.2,,110,111,https://www.basketball-reference.com/players/d/dudleja01.html
197,Kris Dunn,PG,24,CHI,46,44,1389,7.5,17.7,.425,1.2,3.4,.354,6.3,14.3,.441,1.9,2.4,.797,0.7,5.9,6.5,9.7,2.4,0.7,3.6,5.8,18.1,,99,112,https://www.basketball-reference.com/players/d/dunnkr01.html
198,Kevin Durant,SF,30,GSW,78,78,2702,12.7,24.4,.521,2.4,6.8,.353,10.3,17.5,.587,7.9,8.9,.885,0.6,8.2,8.8,8.0,1.0,1.5,4.0,2.7,35.7,,121,110,https://www.basketball-reference.com/players/d/duranke01.html
199,Trevon Duval,PG,20,MIL,3,0,6,15.5,23.2,.667,7.7,7.7,1.000,7.7,15.5,.500,0.0,0.0,,0.0,7.7,7.7,15.5,0.0,0.0,0.0,0.0,38.7,,179,110,https://www.basketball-reference.com/players/d/duvaltr01.html
200,Vince Edwards,SF,22,HOU,2,0,16,3.1,12.3,.250,3.1,12.3,.250,0.0,0.0,,0.0,0.0,,3.1,3.1,6.1,0.0,0.0,0.0,0.0,0.0,9.2,,95,118,https://www.basketball-reference.com/players/e/edwarvi01.html
201,Henry Ellenson,PF,22,TOT,19,0,259,7.3,17.7,.411,3.2,7.1,.447,4.1,10.6,.386,3.5,4.7,.760,0.9,11.4,12.3,3.0,1.3,0.4,1.7,5.0,21.3,,108,112,https://www.basketball-reference.com/players/e/ellenhe01.html
202,Henry Ellenson,PF,22,DET,2,0,25,7.9,19.7,.400,3.9,7.9,.500,3.9,11.8,.333,3.9,3.9,1.000,0.0,17.7,17.7,2.0,0.0,0.0,0.0,3.9,23.7,,120,108,https://www.basketball-reference.com/players/e/ellenhe01.html
203,Henry Ellenson,PF,22,NYK,17,0,234,7.2,17.5,.412,3.1,7.0,.441,4.1,10.5,.392,3.5,4.7,.739,1.0,10.7,11.7,3.1,1.4,0.4,1.9,5.1,21.0,,107,112,https://www.basketball-reference.com/players/e/ellenhe01.html
204,Wayne Ellington,SG,31,TOT,53,38,1297,7.0,17.3,.403,5.2,14.1,.371,1.7,3.2,.541,1.5,1.9,.796,0.5,3.5,4.1,2.7,2.0,0.2,1.5,3.5,20.6,,112,110,https://www.basketball-reference.com/players/e/ellinwa01.html
205,Wayne Ellington,SG,31,MIA,25,12,533,6.3,16.9,.375,5.2,14.2,.368,1.1,2.7,.414,1.3,1.5,.875,0.6,3.8,4.3,2.7,2.2,0.3,1.3,3.7,19.2,,110,109,https://www.basketball-reference.com/players/e/ellinwa01.html
206,Wayne Ellington,SG,31,DET,28,26,764,7.4,17.6,.421,5.2,14.0,.373,2.2,3.6,.607,1.6,2.1,.758,0.5,3.4,3.9,2.8,1.9,0.2,1.7,3.4,21.7,,114,111,https://www.basketball-reference.com/players/e/ellinwa01.html
207,Joel Embiid,C,24,PHI,64,64,2154,12.7,26.3,.484,1.7,5.8,.300,11.0,20.5,.535,11.4,14.2,.804,3.5,15.6,19.1,5.1,1.0,2.7,5.0,4.6,38.6,,114,104,https://www.basketball-reference.com/players/e/embiijo01.html
208,James Ennis,SF,28,TOT,58,27,1230,5.5,11.6,.469,2.2,6.2,.353,3.3,5.5,.601,2.3,3.2,.716,2.4,4.8,7.2,1.6,1.6,0.9,1.3,5.9,15.4,,119,112,https://www.basketball-reference.com/players/e/ennisja01.html
209,James Ennis,SF,28,HOU,40,25,949,5.4,10.9,.493,2.3,6.2,.367,3.1,4.7,.659,2.2,3.0,.724,1.9,4.1,6.0,1.4,2.0,0.8,1.2,5.7,15.2,,124,112,https://www.basketball-reference.com/players/e/ennisja01.html
210,James Ennis,SF,28,PHI,18,2,281,5.7,13.9,.410,1.8,6.1,.306,3.9,7.9,.489,2.7,3.9,.696,3.9,7.1,10.9,2.4,0.5,1.2,1.8,6.6,16.0,,108,112,https://www.basketball-reference.com/players/e/ennisja01.html
211,Drew Eubanks,PF,21,SAS,23,0,113,6.5,11.2,.577,0.0,0.0,,6.5,11.2,.577,4.8,5.6,.846,2.6,12.1,14.7,3.0,0.9,2.2,3.5,4.8,17.7,,114,108,https://www.basketball-reference.com/players/e/eubandr01.html
212,Jacob Evans,SG,21,GSW,30,1,204,4.2,12.4,.340,0.9,3.5,.267,3.3,8.9,.368,0.0,0.2,.000,1.4,4.4,5.8,5.4,1.2,0.7,2.6,6.5,9.3,,85,113,https://www.basketball-reference.com/players/e/evansja02.html
213,Jawun Evans,PG,22,TOT,8,0,65,2.2,10.3,.214,0.0,2.2,.000,2.2,8.1,.273,0.0,0.0,,0.7,8.1,8.8,7.3,2.2,0.0,4.4,5.9,4.4,,58,114,https://www.basketball-reference.com/players/e/evansja01.html
214,Jawun Evans,PG,22,PHO,7,0,64,2.2,9.7,.231,0.0,1.5,.000,2.2,8.2,.273,0.0,0.0,,0.7,8.2,9.0,7.5,2.2,0.0,4.5,6.0,4.5,,60,114,https://www.basketball-reference.com/players/e/evansja01.html
215,Jawun Evans,PG,22,OKC,1,0,1,0.0,46.7,.000,0.0,46.7,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,116,https://www.basketball-reference.com/players/e/evansja01.html
216,Tyreke Evans,SG,29,IND,69,18,1402,9.0,23.0,.389,2.7,7.5,.356,6.3,15.5,.405,4.0,5.6,.719,1.2,5.9,7.0,5.8,2.0,0.6,4.1,4.1,24.6,,94,107,https://www.basketball-reference.com/players/e/evansty01.html
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error on row 217
218,Dante Exum,PG,23,UTA,42,1,664,7.3,17.4,.419,1.3,4.5,.290,6.0,12.9,.464,4.9,6.2,.791,1.2,3.7,4.9,7.9,1.0,0.4,3.7,5.0,20.8,,104,110,https://www.basketball-reference.com/players/e/exumda01.html
219,Kenneth Faried,C,29,TOT,37,13,728,10.5,17.8,.589,0.5,1.7,.320,9.9,16.1,.617,4.3,6.6,.646,6.5,10.3,16.8,1.3,1.1,1.5,2.2,5.5,25.7,,125,109,https://www.basketball-reference.com/players/f/farieke01.html
220,Kenneth Faried,C,29,BRK,12,0,118,10.1,16.9,.595,0.4,2.0,.200,9.7,14.9,.649,4.0,6.5,.625,6.1,11.7,17.7,0.8,0.8,1.6,2.4,3.2,24.6,,120,107,https://www.basketball-reference.com/players/f/farieke01.html
221,Kenneth Faried,C,29,HOU,25,13,610,10.5,17.9,.587,0.6,1.6,.350,10.0,16.3,.611,4.3,6.7,.651,6.6,10.0,16.6,1.4,1.2,1.5,2.2,6.0,26.0,,126,109,https://www.basketball-reference.com/players/f/farieke01.html
222,Derrick Favors,C,27,UTA,76,70,1766,9.8,16.8,.586,0.5,2.1,.218,9.4,14.7,.640,4.2,6.2,.675,5.6,9.6,15.2,2.4,1.5,2.9,2.3,4.4,24.3,,124,103,https://www.basketball-reference.com/players/f/favorde01.html
223,Cristiano Felício,C,26,CHI,60,0,746,6.2,11.6,.531,0.0,0.3,.000,6.2,11.4,.543,3.3,4.7,.685,5.1,9.0,14.2,2.4,0.7,0.5,2.1,4.5,15.6,,116,114,https://www.basketball-reference.com/players/f/feliccr01.html
224,Raymond Felton,PG,34,OKC,33,0,379,6.8,16.6,.407,2.5,7.5,.328,4.3,9.1,.473,1.5,1.6,.923,0.5,3.7,4.2,6.4,1.2,0.7,1.7,3.6,17.5,,110,111,https://www.basketball-reference.com/players/f/feltora01.html
225,Terrance Ferguson,SG,20,OKC,74,74,1931,4.5,10.4,.429,2.6,7.0,.366,1.9,3.4,.560,0.9,1.2,.725,0.8,2.6,3.4,1.7,1.0,0.4,1.1,5.6,12.4,,112,112,https://www.basketball-reference.com/players/f/fergute01.html
226,Yogi Ferrell,PG,25,SAC,71,3,1067,6.7,15.4,.435,2.4,6.5,.362,4.3,8.9,.488,2.6,2.9,.896,0.6,4.2,4.8,6.0,1.6,0.2,1.7,2.8,18.3,,114,114,https://www.basketball-reference.com/players/f/ferreyo01.html
227,Dorian Finney-Smith,SF,25,DAL,81,26,1985,5.6,12.9,.432,1.9,6.2,.311,3.6,6.7,.544,1.8,2.5,.709,3.4,6.1,9.5,2.3,1.7,0.9,1.8,4.5,14.9,,109,111,https://www.basketball-reference.com/players/f/finnedo01.html
228,Bryn Forbes,SG,25,SAS,82,81,2293,7.7,16.8,.456,3.7,8.8,.426,3.9,8.1,.489,1.5,1.7,.885,0.4,4.7,5.1,3.7,1.0,0.1,1.7,3.4,20.6,,113,114,https://www.basketball-reference.com/players/f/forbebr01.html
229,Evan Fournier,SG,26,ORL,81,81,2553,9.0,20.5,.438,2.9,8.6,.340,6.0,11.9,.509,2.6,3.3,.806,0.7,4.2,4.9,5.7,1.4,0.2,3.0,4.3,23.5,,104,111,https://www.basketball-reference.com/players/f/fournev01.html
230,De'Aaron Fox,PG,21,SAC,81,81,2546,9.2,20.1,.458,1.6,4.2,.371,7.7,15.9,.482,5.5,7.6,.727,0.8,4.8,5.6,10.8,2.4,0.8,4.1,3.7,25.6,,110,111,https://www.basketball-reference.com/players/f/foxde01.html
231,Melvin Frazier,SG,22,ORL,10,0,44,7.8,23.4,.333,0.0,6.7,.000,7.8,16.7,.467,1.1,4.4,.250,3.3,2.2,5.6,1.1,1.1,0.0,1.1,6.7,16.7,,75,113,https://www.basketball-reference.com/players/f/frazime01.html
232,Tim Frazier,PG,28,TOT,59,19,1120,4.8,10.8,.444,1.5,4.2,.366,3.3,6.6,.494,1.7,2.2,.759,1.7,5.3,7.0,10.3,1.2,0.2,3.2,4.6,12.9,,114,114,https://www.basketball-reference.com/players/f/fraziti01.html
233,Tim Frazier,PG,28,NOP,47,17,909,4.5,10.0,.451,1.4,3.9,.351,3.1,6.0,.517,1.6,2.1,.780,1.6,5.4,7.0,10.5,1.3,0.2,3.1,4.8,12.0,,115,115,https://www.basketball-reference.com/players/f/fraziti01.html
234,Tim Frazier,PG,28,MIL,12,2,211,6.2,14.5,.424,2.2,5.3,.417,4.0,9.3,.429,2.0,2.9,.692,2.0,4.8,6.8,9.3,1.1,0.2,3.5,4.2,16.5,,109,109,https://www.basketball-reference.com/players/f/fraziti01.html
235,Jimmer Fredette,SG,29,PHO,6,0,65,5.9,21.3,.276,0.0,9.5,.000,5.9,11.8,.500,4.4,4.4,1.000,0.7,4.4,5.1,5.9,2.2,0.0,3.7,3.7,16.2,,75,117,https://www.basketball-reference.com/players/f/fredeji01.html
236,Channing Frye,C,35,CLE,36,6,341,6.3,17.0,.368,4.7,11.5,.405,1.6,5.5,.289,1.6,2.0,.786,0.6,7.0,7.6,2.9,0.9,0.7,1.9,6.4,18.8,,104,118,https://www.basketball-reference.com/players/f/fryech01.html
237,Markelle Fultz,SG,20,PHI,19,15,427,7.2,17.1,.419,0.4,1.5,.286,6.7,15.6,.433,2.3,4.1,.568,2.9,4.9,7.7,6.5,1.9,0.6,2.8,5.8,17.1,,99,111,https://www.basketball-reference.com/players/f/fultzma01.html
238,Danilo Gallinari,SF,30,LAC,68,68,2059,9.4,20.3,.463,3.7,8.5,.433,5.7,11.7,.484,8.4,9.3,.904,1.2,8.3,9.6,4.1,1.1,0.5,2.3,3.0,30.9,,125,112,https://www.basketball-reference.com/players/g/gallida01.html
239,Langston Galloway,SG,27,DET,80,4,1745,6.4,16.6,.388,3.8,10.7,.355,2.6,5.8,.449,2.3,2.7,.844,1.4,3.4,4.8,2.4,1.0,0.2,0.7,3.8,19.0,,115,113,https://www.basketball-reference.com/players/g/gallola01.html
240,Billy Garrett,SG,24,NYK,4,0,63,8.4,20.7,.407,0.0,6.1,.000,8.4,14.5,.579,3.1,3.1,1.000,0.0,2.3,2.3,5.4,0.8,0.8,1.5,2.3,19.9,,97,118,https://www.basketball-reference.com/players/g/garrebi01.html
241,Marc Gasol,C,34,TOT,79,72,2436,7.9,17.6,.448,2.0,5.5,.363,5.9,12.1,.487,3.9,5.1,.759,1.6,11.1,12.7,7.1,1.7,1.7,3.1,4.4,21.6,,108,105,https://www.basketball-reference.com/players/g/gasolma01.html
242,Marc Gasol,C,34,MEM,53,53,1788,8.4,19.0,.444,2.1,6.1,.344,6.3,12.8,.491,4.2,5.6,.756,1.6,11.1,12.6,6.9,1.7,1.8,3.3,4.1,23.2,,106,106,https://www.basketball-reference.com/players/g/gasolma01.html
243,Marc Gasol,C,34,TOR,26,19,648,6.4,13.8,.465,1.7,3.8,.442,4.7,10.0,.474,3.0,3.8,.769,1.8,10.9,12.7,7.5,1.8,1.7,2.7,5.2,17.5,,116,104,https://www.basketball-reference.com/players/g/gasolma01.html
244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error on row 244
245,Pau Gasol,C,38,TOT,30,6,360,5.7,12.7,.447,0.8,1.8,.462,4.9,10.9,.444,3.8,5.4,.700,3.0,15.5,18.5,7.0,0.7,2.0,2.2,3.9,15.9,,116,106,https://www.basketball-reference.com/players/g/gasolpa01.html
246,Pau Gasol,C,38,SAS,27,6,330,6.1,13.0,.466,0.7,1.5,.500,5.3,11.5,.462,4.0,5.6,.711,3.3,15.5,18.8,7.4,0.7,2.1,2.1,4.1,16.9,,120,107,https://www.basketball-reference.com/players/g/gasolpa01.html
247,Pau Gasol,C,38,MIL,3,0,30,1.5,9.3,.167,1.5,4.6,.333,0.0,4.6,.000,1.5,3.1,.500,0.0,15.5,15.5,3.1,0.0,1.5,3.1,1.5,6.2,,59,104,https://www.basketball-reference.com/players/g/gasolpa01.html
248,Rudy Gay,PF,32,SAS,69,51,1842,10.0,19.8,.504,2.0,4.9,.402,8.0,14.9,.537,3.2,3.9,.816,1.7,10.8,12.5,4.8,1.4,0.9,3.0,4.2,25.1,,111,109,https://www.basketball-reference.com/players/g/gayru01.html
249,Paul George,SF,28,OKC,77,77,2841,11.6,26.5,.438,4.8,12.4,.386,6.8,14.1,.484,7.4,8.9,.839,1.7,8.6,10.3,5.2,2.8,0.6,3.4,3.5,35.5,,116,105,https://www.basketball-reference.com/players/g/georgpa01.html
250,Taj Gibson,PF,33,MIN,70,57,1686,8.6,15.3,.566,0.3,1.0,.324,8.3,14.3,.583,3.8,5.0,.757,4.9,8.1,13.0,2.4,1.5,1.1,2.1,5.3,21.4,,123,112,https://www.basketball-reference.com/players/g/gibsota01.html
251,Harry Giles,PF,20,SAC,58,0,820,9.9,19.8,.503,0.0,0.3,.000,9.9,19.4,.512,3.3,5.2,.637,3.7,8.9,12.6,4.8,1.8,1.2,4.1,8.5,23.2,,102,109,https://www.basketball-reference.com/players/g/gilesha01.html
252,Shai Gilgeous-Alexander,PG,20,LAC,82,73,2174,7.4,15.5,.476,1.1,3.0,.367,6.3,12.5,.503,3.4,4.2,.800,1.2,3.8,5.0,5.9,2.1,1.0,3.1,3.8,19.3,,108,112,https://www.basketball-reference.com/players/g/gilgesh01.html
253,Rudy Gobert,C,26,UTA,81,80,2577,8.8,13.2,.669,0.0,0.0,,8.8,13.2,.669,6.2,9.7,.636,5.7,13.6,19.3,3.0,1.2,3.5,2.4,4.3,23.8,,133,100,https://www.basketball-reference.com/players/g/goberru01.html
254,Brandon Goodwin,PG,23,DEN,16,0,57,5.2,19.8,.261,1.7,5.2,.333,3.4,14.6,.235,7.8,9.5,.818,0.9,1.7,2.6,12.1,0.0,0.0,2.6,6.0,19.8,,103,117,https://www.basketball-reference.com/players/g/goodwbr01.html
255,Aaron Gordon,PF,23,ORL,78,78,2633,8.7,19.4,.449,2.2,6.4,.349,6.5,13.0,.499,3.4,4.7,.731,2.4,8.3,10.7,5.4,1.1,1.0,3.0,3.2,23.2,,107,109,https://www.basketball-reference.com/players/g/gordoaa01.html
256,Eric Gordon,SG,30,HOU,68,53,2158,8.7,21.3,.409,4.9,13.6,.360,3.8,7.7,.497,2.7,3.5,.783,0.4,3.0,3.4,2.9,0.9,0.6,2.0,3.3,25.1,,108,115,https://www.basketball-reference.com/players/g/gordoer01.html
257,Marcin Gortat,C,34,LAC,47,43,751,6.2,11.7,.532,0.0,0.0,,6.2,11.7,.532,2.2,3.0,.729,4.2,12.2,16.4,4.1,0.4,1.5,3.1,5.8,14.6,,110,110,https://www.basketball-reference.com/players/g/gortama01.html
258,Devonte' Graham,PG,23,CHO,46,3,676,5.3,15.5,.343,2.4,8.7,.281,2.9,6.8,.421,2.5,3.3,.761,0.7,3.8,4.5,8.7,1.7,0.1,2.2,3.5,15.6,,104,115,https://www.basketball-reference.com/players/g/grahade01.html
259,Treveon Graham,SG,25,BRK,35,21,715,4.3,12.7,.335,2.5,8.5,.297,1.7,4.2,.413,1.2,1.5,.818,1.5,5.6,7.1,2.3,0.9,0.5,1.1,4.5,12.2,,99,112,https://www.basketball-reference.com/players/g/grahatr01.html
260,Jerami Grant,PF,24,OKC,80,77,2612,7.3,14.7,.497,2.1,5.2,.392,5.3,9.5,.555,2.8,3.9,.710,1.7,5.7,7.5,1.4,1.1,1.8,1.2,3.8,19.5,,119,108,https://www.basketball-reference.com/players/g/grantje01.html
261,Jerian Grant,PG,26,ORL,60,1,939,4.8,11.5,.418,2.1,5.7,.364,2.7,5.7,.473,1.4,2.1,.650,1.0,4.1,5.1,8.1,2.3,0.3,2.7,4.1,13.0,,108,109,https://www.basketball-reference.com/players/g/grantje02.html
262,Donte Grantham,SF,23,OKC,3,0,2,0.0,46.7,.000,0.0,46.7,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,116,https://www.basketball-reference.com/players/g/grantdo01.html
263,Danny Green,SG,31,TOR,80,80,2216,6.3,13.6,.465,4.3,9.4,.455,2.1,4.2,.487,0.8,1.0,.841,1.3,5.6,6.9,2.7,1.6,1.1,1.6,3.7,17.8,,119,108,https://www.basketball-reference.com/players/g/greenda02.html
264,Draymond Green,PF,28,GSW,66,66,2065,4.3,9.7,.445,1.1,3.8,.285,3.2,5.9,.549,1.5,2.1,.692,1.4,9.7,11.1,10.5,2.2,1.6,3.9,4.5,11.2,,108,106,https://www.basketball-reference.com/players/g/greendr01.html
265,Gerald Green,SG,33,HOU,73,0,1473,7.7,19.2,.400,5.2,14.7,.354,2.5,4.6,.547,1.9,2.3,.838,1.0,5.1,6.1,1.3,1.1,0.9,1.8,4.2,22.5,,107,113,https://www.basketball-reference.com/players/g/greenge01.html
266,JaMychal Green,PF,28,TOT,65,6,1371,8.2,16.9,.483,2.5,6.3,.403,5.7,10.7,.530,2.8,3.6,.792,3.7,10.9,14.6,1.8,1.6,1.2,3.1,6.9,21.8,,108,107,https://www.basketball-reference.com/players/g/greenja01.html
267,JaMychal Green,PF,28,MEM,41,4,900,8.3,17.2,.484,2.1,5.3,.396,6.2,11.9,.523,3.5,4.4,.788,4.0,9.9,13.9,2.0,1.8,1.4,3.5,6.8,22.3,,105,106,https://www.basketball-reference.com/players/g/greenja01.html
268,JaMychal Green,PF,28,LAC,24,2,471,7.9,16.4,.482,3.3,8.0,.413,4.6,8.4,.548,1.7,2.1,.810,3.2,12.5,15.7,1.4,1.2,0.8,2.3,7.0,20.8,,113,109,https://www.basketball-reference.com/players/g/greenja01.html
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error on row 269
270,Jeff Green,PF,32,WAS,77,44,2097,7.4,15.5,.475,2.5,7.2,.347,4.9,8.3,.586,4.1,4.7,.888,1.3,5.7,7.0,3.1,1.0,0.9,2.3,3.6,21.4,,115,116,https://www.basketball-reference.com/players/g/greenje02.html
271,Blake Griffin,PF,29,DET,75,75,2622,11.6,25.2,.462,3.6,9.8,.362,8.1,15.4,.525,7.8,10.3,.753,1.9,8.7,10.6,7.6,1.0,0.5,4.8,3.7,34.6,,113,110,https://www.basketball-reference.com/players/g/griffbl01.html
272,Daniel Hamilton,SG,23,ATL,19,3,204,5.2,13.6,.383,1.8,5.2,.348,3.4,8.4,.405,0.7,1.4,.500,2.3,8.4,10.6,5.0,1.4,0.2,3.6,4.3,12.9,,91,114,https://www.basketball-reference.com/players/h/hamilda02.html
273,Dusty Hannahs,SG,25,MEM,2,0,26,5.7,22.9,.250,0.0,9.6,.000,5.7,13.4,.429,3.8,3.8,1.000,0.0,1.9,1.9,9.6,1.9,0.0,1.9,1.9,15.3,,78,113,https://www.basketball-reference.com/players/h/hannadu01.html
274,Tim Hardaway,SG,26,TOT,65,63,2057,9.2,23.3,.393,3.8,11.2,.340,5.4,12.1,.442,5.4,6.5,.841,0.8,4.4,5.2,3.7,1.3,0.2,2.5,3.3,27.6,,105,116,https://www.basketball-reference.com/players/h/hardati02.html
275,Tim Hardaway,SG,26,NYK,46,46,1499,9.1,23.3,.388,3.8,10.8,.347,5.3,12.5,.424,6.4,7.5,.854,0.8,4.3,5.2,3.9,1.4,0.2,2.6,3.4,28.3,,106,116,https://www.basketball-reference.com/players/h/hardati02.html
276,Tim Hardaway,SG,26,DAL,19,17,558,9.4,23.2,.404,3.9,12.2,.321,5.5,11.0,.496,2.9,3.7,.767,0.6,4.7,5.3,3.2,1.0,0.2,2.1,3.0,25.6,,102,114,https://www.basketball-reference.com/players/h/hardati02.html
277,James Harden,PG,29,HOU,78,78,2867,14.4,32.7,.442,6.5,17.6,.368,8.0,15.1,.528,12.9,14.7,.879,1.1,7.7,8.9,10.0,2.7,1.0,6.6,4.2,48.2,,118,108,https://www.basketball-reference.com/players/h/hardeja01.html
278,Maurice Harkless,SF,25,POR,60,53,1415,6.5,13.3,.487,1.1,4.1,.275,5.3,9.2,.582,1.7,2.5,.671,2.6,6.6,9.2,2.5,2.3,1.8,1.5,5.6,15.7,,114,108,https://www.basketball-reference.com/players/h/harklma01.html
279,Montrezl Harrell,C,25,LAC,82,5,2158,11.9,19.4,.615,0.1,0.4,.176,11.9,19.0,.623,5.8,9.1,.643,4.0,7.7,11.7,3.5,1.6,2.4,2.9,5.6,29.8,,122,109,https://www.basketball-reference.com/players/h/harremo01.html
280,Devin Harris,PG,35,DAL,68,2,1071,6.0,15.7,.380,2.8,9.1,.310,3.2,6.7,.476,4.6,6.1,.761,0.5,4.5,5.1,5.5,1.6,0.7,2.5,6.0,19.4,,107,112,https://www.basketball-reference.com/players/h/harride01.html
281,Gary Harris,SG,24,DEN,57,48,1639,8.1,19.1,.424,2.5,7.3,.339,5.6,11.8,.476,3.4,4.3,.799,1.2,3.6,4.8,3.8,1.6,0.6,2.0,3.4,22.1,,108,111,https://www.basketball-reference.com/players/h/harriga01.html
282,Joe Harris,SG,27,BRK,76,76,2293,7.8,15.5,.500,3.8,8.0,.474,4.0,7.5,.528,2.3,2.8,.827,1.1,5.0,6.0,3.8,0.8,0.4,2.5,3.8,21.6,,119,113,https://www.basketball-reference.com/players/h/harrijo01.html
283,Tobias Harris,PF,26,TOT,82,82,2847,10.1,20.8,.487,2.6,6.5,.397,7.5,14.3,.528,4.4,5.1,.866,1.1,9.6,10.7,3.8,0.8,0.6,2.5,3.1,27.3,,114,111,https://www.basketball-reference.com/players/h/harrito02.html
284,Tobias Harris,PF,26,LAC,55,55,1903,10.5,21.2,.496,2.8,6.4,.434,7.7,14.8,.523,4.8,5.4,.877,0.9,9.8,10.7,3.7,1.0,0.6,2.7,3.1,28.6,,115,111,https://www.basketball-reference.com/players/h/harrito02.html
285,Tobias Harris,PF,26,PHI,27,27,944,9.4,20.0,.469,2.2,6.8,.326,7.2,13.2,.542,3.7,4.4,.841,1.6,9.1,10.7,4.0,0.6,0.7,2.1,3.1,24.6,,112,112,https://www.basketball-reference.com/players/h/harrito02.html
286,Andrew Harrison,PG,24,TOT,17,0,187,4.2,13.9,.302,1.3,6.5,.200,2.9,7.3,.393,4.5,4.7,.944,1.6,3.7,5.2,6.3,1.0,0.5,3.1,8.9,14.1,,95,119,https://www.basketball-reference.com/players/h/harrian01.html
287,Andrew Harrison,PG,24,MEM,1,0,5,9.9,19.9,.500,0.0,9.9,.000,9.9,9.9,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,19.9,,97,118,https://www.basketball-reference.com/players/h/harrian01.html
288,Andrew Harrison,PG,24,CLE,10,0,144,4.1,13.5,.308,1.0,4.8,.214,3.1,8.6,.360,5.5,5.5,1.000,1.4,3.8,5.2,5.9,1.4,0.7,3.4,9.0,14.8,,97,119,https://www.basketball-reference.com/players/h/harrian01.html
289,Andrew Harrison,PG,24,NOP,6,0,38,3.7,14.7,.250,2.4,12.2,.200,1.2,2.4,.500,1.2,2.4,.500,2.4,3.7,6.1,8.6,0.0,0.0,2.4,8.6,11.0,,91,119,https://www.basketball-reference.com/players/h/harrian01.html
290,Shaquille Harrison,PG,25,CHI,73,11,1430,6.2,14.4,.432,0.8,3.0,.270,5.4,11.4,.475,2.8,4.2,.667,1.1,6.4,7.5,4.7,3.0,1.0,2.0,4.2,16.1,,101,110,https://www.basketball-reference.com/players/h/harrish01.html
291,Josh Hart,SG,23,LAL,67,22,1715,5.1,12.6,.407,2.5,7.4,.336,2.6,5.2,.511,1.5,2.2,.688,0.9,5.8,6.7,2.5,1.7,1.1,1.6,4.0,14.2,,103,110,https://www.basketball-reference.com/players/h/hartjo01.html
292,Isaiah Hartenstein,PF,20,HOU,28,0,221,4.4,9.1,.488,0.4,1.3,.333,4.0,7.8,.514,2.4,3.1,.786,4.7,5.8,10.4,3.3,1.6,2.7,2.9,12.4,11.8,,114,109,https://www.basketball-reference.com/players/h/harteis01.html
293,Udonis Haslem,C,38,MIA,10,1,74,7.3,21.8,.333,0.0,7.9,.000,7.3,13.9,.524,2.0,2.6,.750,2.0,15.8,17.8,1.3,0.0,0.0,2.0,5.9,16.5,,77,107,https://www.basketball-reference.com/players/h/hasleud01.html
294,Gordon Hayward,PF,28,BOS,72,18,1863,7.7,16.4,.466,2.0,6.0,.333,5.7,10.4,.542,4.0,4.8,.834,1.3,7.0,8.3,6.3,1.6,0.6,2.7,2.7,21.3,,114,109,https://www.basketball-reference.com/players/h/haywago01.html
295,John Henson,C,28,MIL,14,0,188,7.7,16.6,.463,2.7,7.7,.355,4.9,8.9,.556,1.5,2.5,.600,4.0,13.6,17.6,3.5,1.7,2.7,3.0,4.0,19.5,,108,99,https://www.basketball-reference.com/players/h/hensojo01.html
296,Juan Hernangómez,PF,23,DEN,70,25,1358,5.0,11.4,.439,2.4,6.5,.365,2.6,4.8,.541,2.4,3.1,.767,2.3,7.3,9.6,2.0,1.0,0.9,1.3,3.4,14.8,,118,110,https://www.basketball-reference.com/players/h/hernaju01.html
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error on row 297
298,Willy Hernangómez,C,24,CHO,58,3,812,9.2,17.7,.519,0.9,2.3,.385,8.3,15.3,.539,6.0,8.6,.694,7.0,11.6,18.6,3.6,1.0,1.2,3.5,5.9,25.2,,118,111,https://www.basketball-reference.com/players/h/hernawi01.html
299,Mario Hezonja,SF,23,NYK,58,24,1206,7.6,18.5,.412,1.7,6.1,.276,6.0,12.5,.478,3.5,4.6,.763,1.1,8.4,9.6,3.5,2.3,0.3,3.5,4.4,20.4,,94,112,https://www.basketball-reference.com/players/h/hezonma01.html
300,Isaiah Hicks,PF,24,NYK,3,0,32,6.0,12.0,.500,0.0,0.0,,6.0,12.0,.500,6.0,7.5,.800,3.0,7.5,10.5,3.0,1.5,4.5,1.5,7.5,18.1,,123,109,https://www.basketball-reference.com/players/h/hicksis01.html
