,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,salary,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,Tm18,G18,GS18,MP18,FG18,FGA18,FG%18,3P18,3PA18,3P%18,2P18,2PA18,2P%18,FT18,FTA18,FT%18,ORB18,DRB18,TRB18,AST18,STL18,BLK18,TOV18,PF18,PTS18,ORtg18,DRtg18,PER18,TS%18,3PAr18,FTr18,ORB%18,DRB%18,TRB%18,AST%18,STL%18,BLK%18,TOV%18,USG%18,OWS18,DWS18,WS18,WS/4818,OBPM18,DBPM18,BPM18,VORP18,Games1818,FB18,PAINTPTS18,TO_PTS18,2ND_PTS18,Q1PTS18,Q2PTS18,Q3PTS18,Q4PTS18,PPP18,>8ft%18,8-16ft%18,16-24ft%18,24+%18,BCS%18,>8FTU18,8-16FTU18,16-24FTU18,24+U18,BCU18,AVGDISTA18,AVGDISTM18,AVGDISTF18,AFGM18,JS18,LU18,DUN18,TIPIN18,JS%18,Layup%1818,DUN%18,2PT_m18,3PT_m18,FT_m18,AB_3U18,MRU18,paint_nonra18,ra_usage18,RC_318,LC_318,backcourt_usage18,AB3%18,MR%18,paint_nonra%18,RA%18,RC3%18,LC3%18,BC%18,Games18,FB,PAINTPTS,TO_PTS,2ND_PTS,Q1PTS,Q2PTS,Q3PTS,Q4PTS,PPP,>8ft%,8-16ft%,16-24ft%,24+%,BCS%,>8FTU,8-16FTU,16-24FTU,24+U,BCU,AVGDISTA,AVGDISTM,AVGDISTF,AFGM,JS,LU,DUN,TIPIN,JS%,Layup%18,DUN%,2PT_m,3PT_m,FT_m,AB_3U,MRU,paint_nonra,ra_usage,RC_3,LC_3,backcourt_usage,AB3%,MR%,paint_nonra%,RA%,RC3%,LC3%,BC%,url_list, , .1,Unnamed: 0,Team,Minutes
170,Zylan Cheatham,SF,24.0,NOP,2.0,0.0,20.0,2.3,9.2,0.25,0.0,2.3,0.0,2.3,6.9,0.33299999999999996,0.0,0.0,0.0,0.0,6.9,6.9,2.3,0.0,0.0,2.3,6.9,4.6,53.0,118.0,-3.4,0.25,0.25,0.0,0.0,16.5,7.9,6.1,0.0,0.0,20.0,10.1,-0.1,0.0,-0.1,-0.139,-9.4,-2.1,-11.5,0.0,0,-8.2,-9.9,-18.2,-16.5,-17.9,-34.4,-10.2,-11.9,-22.1,-0.2,NOP,2.0,0.0,20.0,2.3,9.2,0.25,0.0,2.3,0.0,2.3,6.9,0.33299999999999996,0.0,0.0,0.0,0.0,6.9,6.9,2.3,0.0,0.0,2.3,6.9,4.6,53.0,118.0,-3.4,0.25,0.25,0.0,0.0,16.5,7.9,6.1,0.0,0.0,20.0,10.1,-0.1,0.0,-0.1,-0.139,-9.4,-2.1,-11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
171,Steven Adams,C,26.0,OKC,14.0,14.0,368.0,7.3,13.1,0.56,0.0,0.0,0.0,7.3,13.1,0.56,1.8,4.6,0.4,5.0,11.0,16.0,5.4,0.8,1.4,2.8,3.3,16.5,113.0,107.0,16.7,0.546,0.0,0.35,11.4,24.3,18.0,17.3,0.8,2.4,15.4,16.3,0.5,0.4,0.9,0.122,-0.8,2.4,1.6,0.3,"$25,842,697",-1.2,-4.0,-5.1,3.1,0.1,3.2,-0.4,-3.4,-3.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/a/adamsst01.html,0.0,0.0,175.0,Thunder,368.0
172,Bam Adebayo,C,22.0,MIA,17.0,17.0,551.0,7.7,12.8,0.601,0.1,0.5,0.16699999999999998,7.6,12.2,0.62,5.8,8.9,0.65,3.3,11.9,15.2,6.6,2.3,1.8,4.1,3.6,21.2,118.0,99.0,20.9,0.636,0.040999999999999995,0.696,8.4,26.9,18.2,21.4,2.3,3.7,19.9,18.8,1.2,1.2,2.5,0.214,0.7,5.2,5.9,1.1,"$3,454,080",-0.4,4.2,3.8,-1.7,2.2,0.5,-0.7,4.0,3.3,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/a/adebaba01.html,0.0,0.0,308.0,Heat,551.0
173,LaMarcus Aldridge,C,34.0,SAS,19.0,19.0,625.0,11.2,21.5,0.523,0.8,2.3,0.36700000000000005,10.4,19.2,0.542,4.0,4.9,0.828,3.0,6.5,9.6,3.3,0.9,2.4,2.5,3.1,27.4,115.0,113.0,20.4,0.578,0.106,0.226,6.7,15.0,10.8,10.7,0.9,4.2,9.6,23.2,1.2,0.3,1.5,0.11800000000000001,1.0,-0.2,0.8,0.5,"$26,000,000",-1.2,0.9,-0.3,-4.3,-6.4,-10.7,-1.9,-0.3,-2.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/a/aldrila01.html,0.0,0.0,159.0,Spurs,625.0
174,Nickeil Alexander-Walker,SG,21.0,NOP,16.0,0.0,230.0,7.2,22.3,0.321,4.2,12.2,0.344,3.0,10.2,0.294,2.0,2.8,0.7140000000000001,0.4,6.8,7.2,7.2,1.0,0.4,4.0,5.2,20.5,90.0,116.0,7.3,0.436,0.545,0.125,0.9,16.2,8.3,21.8,1.0,0.7,14.5,24.4,-0.3,0.0,-0.3,-0.06,-3.7,-3.0,-6.7,-0.3,"$2,964,840",-3.6,-1.5,-5.1,3.6,-0.3,3.3,-2.4,-1.3,-3.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/a/alexani01.html,0.0,0.0,153.0,Pelicans,230.0
175,Grayson Allen,SG,24.0,MEM,7.0,0.0,115.0,5.6,18.5,0.304,2.0,8.8,0.22699999999999998,3.6,9.6,0.375,4.0,4.8,0.833,0.4,6.4,6.8,5.2,0.8,0.0,3.6,4.8,17.3,84.0,116.0,4.7,0.419,0.478,0.261,0.9,15.0,7.9,15.1,0.8,0.0,14.9,21.7,-0.2,0.0,-0.2,-0.08900000000000001,-5.3,-3.4,-8.8,-0.2,"$2,429,400",-2.5,1.8,-0.7,-12.5,3.6,-9.0,-4.4,2.3,-2.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/a/allengr01.html,0.0,0.0,203.0,Grizzlies,115.0
176,Jarrett Allen,C,21.0,BRK,18.0,15.0,479.0,8.0,11.7,0.6829999999999999,0.0,0.1,0.0,8.0,11.6,0.6890000000000001,4.8,8.2,0.583,5.9,12.1,18.1,1.9,1.2,2.3,2.0,4.2,20.7,133.0,105.0,22.1,0.679,0.008,0.7,13.5,26.9,20.3,6.3,1.2,4.0,11.8,15.4,1.5,0.7,2.2,0.21899999999999997,0.8,1.8,2.7,0.6,"$2,376,840",-0.5,4.1,3.6,4.9,3.5,8.4,0.5,4.3,4.7,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/a/allenja01.html,0.0,0.0,357.0,Nets,479.0
177,Al-Farouq Aminu,PF,29.0,ORL,17.0,2.0,362.0,3.1,10.7,0.29100000000000004,1.1,4.5,0.242,2.0,6.2,0.326,2.6,3.9,0.655,3.1,8.4,11.5,2.7,2.2,1.1,2.0,3.7,9.9,89.0,104.0,8.2,0.39799999999999996,0.418,0.36700000000000005,6.4,19.0,12.4,7.6,2.2,2.0,14.1,12.8,-0.3,0.6,0.3,0.033,-4.6,2.7,-1.9,0.0,"$9,258,000",-4.2,2.3,-1.9,-10.6,3.5,-7.0,-5.6,2.6,-3.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/a/aminual01.html,0.0,0.0,369.0,Magic,362.0
178,Kyle Anderson,PF,26.0,MEM,16.0,0.0,334.0,6.5,12.6,0.516,0.6,2.2,0.25,5.9,10.4,0.573,2.2,3.9,0.5710000000000001,2.1,8.0,10.1,5.8,1.7,1.7,2.1,4.0,15.7,113.0,111.0,14.8,0.552,0.17600000000000002,0.308,4.8,18.7,11.7,17.3,1.7,3.1,12.7,14.7,0.4,0.2,0.6,0.09,-0.9,1.4,0.5,0.2,"$9,073,050",0.4,-1.0,-0.5,-3.3,-3.1,-6.4,-0.2,-1.4,-1.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/a/anderky01.html,0.0,0.0,194.0,Grizzlies,334.0
179,Ryan Anderson,PF,31.0,HOU,2.0,0.0,14.0,6.5,22.8,0.28600000000000003,3.3,16.3,0.2,3.3,6.5,0.5,0.0,0.0,0.0,0.0,22.8,22.8,6.5,3.3,0.0,3.3,3.3,16.3,78.0,97.0,9.8,0.35700000000000004,0.7140000000000001,0.0,0.0,50.8,25.5,20.7,3.3,0.0,12.5,23.2,0.0,0.0,0.0,-0.025,-6.6,2.2,-4.4,0.0,"$500,000",-8.9,-2.6,-11.6,10.8,7.6,18.4,-5.7,-0.8,-6.5,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/a/anderry01.html,0.0,0.0,44.0,Rockets,14.0
180,Ryan Anderson,PF,31.0,HOU,2.0,0.0,14.0,6.5,22.8,0.28600000000000003,3.3,16.3,0.2,3.3,6.5,0.5,0.0,0.0,0.0,0.0,22.8,22.8,6.5,3.3,0.0,3.3,3.3,16.3,78.0,97.0,9.8,0.35700000000000004,0.7140000000000001,0.0,0.0,50.8,25.5,20.7,3.3,0.0,12.5,23.2,0.0,0.0,0.0,-0.025,-6.6,2.2,-4.4,0.0,"$5,214,583",-8.9,-2.6,-11.6,10.8,7.6,18.4,-5.7,-0.8,-6.5,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/a/anderry01.html,0.0,0.0,306.0,Rockets,14.0
181,Giannis Antetokounmpo,PF,25.0,MIL,18.0,18.0,595.0,15.6,27.8,0.56,1.9,6.5,0.294,13.7,21.4,0.6409999999999999,9.4,16.0,0.588,3.6,15.1,18.7,8.5,2.1,2.0,5.9,4.9,42.5,116.0,97.0,32.7,0.609,0.23199999999999998,0.5770000000000001,8.2,31.6,20.3,34.1,2.1,3.8,14.4,36.7,2.1,1.5,3.6,0.287,7.2,5.3,12.5,2.2,"$25,842,697",5.7,2.6,8.3,3.7,6.3,10.0,5.5,3.4,8.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/a/antetgi01.html,0.0,0.0,244.0,Bucks,595.0
182,Thanasis Antetokounmpo,SF,27.0,MIL,3.0,0.0,13.0,7.0,13.9,0.5,0.0,0.0,0.0,7.0,13.9,0.5,0.0,0.0,0.0,7.0,0.0,7.0,3.5,0.0,0.0,3.5,7.0,13.9,105.0,113.0,8.1,0.5,0.0,0.0,15.7,0.0,7.6,10.4,0.0,0.0,20.0,15.7,0.0,0.0,0.0,0.053,-2.3,-2.5,-4.8,0.0,"$1,445,697",-0.5,-5.1,-5.6,4.5,-0.7,3.8,0.3,-4.6,-4.4,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/a/antetth01.html,0.0,0.0,261.0,Bucks,13.0
183,Carmelo Anthony,PF,35.0,POR,5.0,5.0,146.0,10.9,24.0,0.45299999999999996,2.9,7.7,0.375,8.0,16.3,0.49,1.9,2.6,0.75,1.3,6.7,8.0,2.9,1.0,0.3,4.2,5.8,26.5,96.0,113.0,12.1,0.529,0.32,0.107,2.8,14.4,8.7,9.7,1.0,0.6,14.2,26.1,-0.1,0.1,0.0,-0.001,-2.5,-2.6,-5.1,-0.1,"$2,159,029",-1.2,-4.9,-6.1,6.0,-1.0,5.0,0.0,-4.4,-4.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/a/anthoca01.html,0.0,0.0,221.0,Trail Blazers,146.0
184,OG Anunoby,SF,22.0,TOR,16.0,16.0,476.0,7.5,13.9,0.54,3.1,6.2,0.5,4.4,7.7,0.5710000000000001,0.9,1.6,0.563,1.6,7.3,8.9,2.4,1.6,1.5,1.9,3.6,19.0,118.0,103.0,15.2,0.6509999999999999,0.446,0.115,3.7,14.7,9.6,7.3,1.6,2.8,11.5,14.8,0.7,0.8,1.6,0.158,1.4,2.6,3.9,0.7,"$2,281,800",0.1,4.1,4.1,3.8,1.0,4.8,0.7,3.7,4.4,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/a/anunoog01.html,0.0,0.0,290.0,Raptors,476.0
185,Ryan Arcidiacono,PG,25.0,CHI,19.0,0.0,325.0,4.0,10.1,0.4,2.6,6.1,0.429,1.4,4.0,0.35700000000000004,2.0,2.7,0.737,1.4,3.5,4.9,5.0,1.6,0.1,1.4,5.5,12.7,118.0,111.0,9.9,0.562,0.6,0.271,3.0,8.0,5.4,15.0,1.6,0.3,11.3,11.2,0.4,0.2,0.6,0.096,-1.0,-0.7,-1.6,0.0,"$3,000,000",0.6,2.7,3.2,-1.3,4.1,2.9,0.3,3.1,3.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/a/arcidry01.html,0.0,0.0,422.0,Bulls,325.0
186,Trevor Ariza,SF,34.0,SAC,11.0,0.0,227.0,3.2,9.1,0.35700000000000004,2.6,6.9,0.375,0.6,2.2,0.3,0.9,1.1,0.8,0.9,7.4,8.2,1.9,1.9,0.0,1.5,4.1,9.9,101.0,111.0,6.9,0.52,0.762,0.11900000000000001,2.0,17.6,9.6,5.4,1.9,0.0,13.7,9.8,0.0,0.2,0.2,0.04,-2.2,0.2,-2.1,0.0,"$12,200,000",-3.2,-0.8,-4.0,-7.0,0.5,-6.5,-4.1,-0.5,-4.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/a/arizatr01.html,0.0,0.0,126.0,Kings,227.0
187,D.J. Augustin,PG,32.0,ORL,17.0,5.0,433.0,6.4,16.3,0.389,1.8,5.9,0.308,4.5,10.4,0.435,3.6,4.2,0.865,0.8,3.2,4.0,9.2,1.1,0.0,2.4,2.0,18.2,108.0,111.0,12.9,0.499,0.361,0.257,1.6,7.2,4.3,28.5,1.1,0.0,11.6,18.2,0.4,0.3,0.7,0.081,-0.9,-2.4,-3.3,-0.1,"$7,250,000",-0.3,-2.7,-3.0,-7.7,-1.1,-8.8,-1.6,-2.6,-4.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/a/augusdj01.html,0.0,0.0,370.0,Magic,433.0
188,Deandre Ayton,C,21.0,PHO,1.0,1.0,33.0,12.7,19.8,0.643,0.0,0.0,0.0,12.7,19.8,0.643,0.0,0.0,0.0,4.2,11.3,15.6,0.0,1.4,5.7,0.0,2.8,25.5,129.0,100.0,26.5,0.643,0.0,0.0,9.9,27.2,18.4,0.0,1.4,10.6,0.0,18.0,0.1,0.1,0.2,0.226,-2.5,0.4,-2.1,0.0,"$9,562,920",-0.7,13.9,13.2,-0.5,19.7,19.2,-0.8,15.7,15.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/a/aytonde01.html,0.0,0.0,96.0,Suns,33.0
189,Dwayne Bacon,SG,24.0,CHO,14.0,10.0,298.0,6.8,20.6,0.331,1.5,5.7,0.257,5.3,14.9,0.359,2.9,4.2,0.6920000000000001,1.1,4.9,6.0,3.1,1.9,0.3,2.9,4.2,18.0,81.0,114.0,5.5,0.401,0.276,0.205,2.5,11.7,6.9,9.6,1.9,0.6,11.5,22.6,-0.7,0.1,-0.6,-0.095,-6.7,-2.1,-8.8,-0.5,"$1,618,520",-6.3,0.7,-5.6,-7.3,1.8,-5.5,-6.7,1.0,-5.8,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/b/bacondw01.html,0.0,0.0,407.0,Hornets,298.0
190,Lonzo Ball,PG,22.0,NOP,11.0,8.0,298.0,7.1,18.3,0.387,3.7,10.8,0.34299999999999997,3.4,7.5,0.449,0.9,1.5,0.6,1.5,5.4,6.9,9.7,2.2,0.3,4.0,3.1,18.8,103.0,114.0,13.2,0.494,0.588,0.084,3.4,12.9,8.0,29.4,2.2,0.6,17.4,20.3,0.1,0.1,0.2,0.037000000000000005,0.4,-1.4,-1.0,0.1,"$8,719,320",0.0,-1.4,-1.4,0.5,-4.1,-3.7,0.1,-1.9,-1.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/b/balllo01.html,0.0,0.0,147.0,Pelicans,298.0
191,Mo Bamba,C,21.0,ORL,15.0,0.0,226.0,6.7,17.2,0.392,2.4,6.3,0.379,4.4,10.9,0.4,0.4,1.3,0.33299999999999996,4.1,11.7,15.9,2.0,1.1,4.4,4.1,7.2,16.3,85.0,100.0,10.7,0.45899999999999996,0.36700000000000005,0.076,8.5,26.5,17.1,6.1,1.1,7.9,18.9,19.3,-0.4,0.5,0.1,0.015,-6.3,3.7,-2.7,0.0,"$5,697,600",-6.3,-2.8,-9.1,-7.5,2.6,-4.9,-6.8,-2.0,-8.8,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/b/bambamo01.html,0.0,0.0,372.0,Magic,226.0
192,J.J. Barea,PG,35.0,DAL,3.0,0.0,44.0,14.1,27.2,0.52,7.6,10.9,0.7,6.5,16.3,0.4,2.2,2.2,1.0,1.1,3.3,4.4,6.5,2.2,1.1,4.4,1.1,38.1,121.0,110.0,27.0,0.6759999999999999,0.4,0.08,2.4,6.8,4.7,23.8,2.2,1.9,13.4,28.6,0.1,0.0,0.2,0.205,5.2,-2.4,2.8,0.1,"$2,564,753",8.7,2.8,11.4,4.2,1.5,5.7,8.1,2.7,10.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/b/bareajo01.html,0.0,0.0,88.0,Mavericks,44.0
193,Harrison Barnes,PF,27.0,SAC,17.0,17.0,586.0,7.8,15.7,0.49700000000000005,2.3,5.7,0.397,5.5,10.0,0.555,4.9,6.2,0.784,1.5,5.6,7.1,3.0,1.3,0.3,1.8,1.9,22.7,122.0,113.0,16.5,0.617,0.364,0.396,3.4,13.4,8.3,9.5,1.3,0.6,9.1,18.0,1.3,0.3,1.6,0.133,1.9,-0.8,1.1,0.5,"$24,147,727",1.7,-0.2,1.5,3.6,0.9,4.5,2.2,-0.0,2.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/b/barneha02.html,0.0,0.0,124.0,Kings,586.0
194,RJ Barrett,SG,19.0,NYK,17.0,17.0,565.0,8.4,20.8,0.40399999999999997,1.6,4.9,0.33299999999999996,6.8,15.9,0.426,3.9,7.7,0.506,1.9,6.3,8.2,5.3,2.2,0.6,4.1,3.7,22.4,93.0,112.0,11.6,0.462,0.23800000000000002,0.371,3.9,14.5,8.9,17.9,2.2,1.2,14.4,24.5,-0.6,0.4,-0.2,-0.02,-2.9,-0.4,-3.3,-0.2,"$7,839,960",-1.4,0.7,-0.8,-4.6,-2.1,-6.7,-2.0,0.2,-1.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/b/barrerj01.html,0.0,0.0,480.0,Knicks,565.0
195,Will Barton,SF,29.0,DEN,14.0,14.0,451.0,8.8,19.1,0.46,3.0,6.7,0.452,5.7,12.3,0.465,2.9,3.9,0.75,2.9,7.7,10.6,5.1,1.4,0.8,1.9,3.1,23.5,117.0,103.0,18.0,0.5660000000000001,0.35200000000000004,0.205,6.2,16.8,11.4,15.8,1.4,1.4,8.6,19.8,0.9,0.8,1.6,0.17600000000000002,2.1,1.5,3.6,0.6,"$12,960,000",3.8,3.9,7.7,5.1,10.3,15.4,4.3,5.2,9.5,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/b/bartowi01.html,0.0,0.0,20.0,Nuggets,451.0
196,Keita Bates-Diop,SF,24.0,MIN,7.0,0.0,125.0,8.5,15.1,0.561,4.0,8.8,0.45799999999999996,4.4,6.2,0.706,1.8,2.9,0.625,1.8,5.1,7.0,0.7,1.1,1.5,1.1,2.9,22.8,130.0,110.0,17.6,0.696,0.585,0.195,4.1,11.3,7.7,2.5,1.1,2.5,6.3,15.5,0.3,0.1,0.4,0.16399999999999998,1.5,-1.3,0.2,0.1,"$1,416,852",0.4,0.6,1.0,-6.0,5.6,-0.4,-0.7,1.5,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/b/bateske01.html,0.0,0.0,120.0,Timberwolves,125.0
