,Player18,Pos18,Age18,Tm18,G18,GS18,MP18,FG18,FGA18,FG%18,3P18,3PA18,3P%18,2P18,2PA18,2P%18,FT18,FTA18,FT%18,ORB18,DRB18,TRB18,AST18,STL18,BLK18,TOV18,PF18,PTS18,ORtg18,DRtg18,PER18,TS%18,3PAr18,FTr18,ORB%18,DRB%18,TRB%18,AST%18,STL%18,BLK%18,TOV%18,USG%18,OWS18,DWS18,WS18,WS/4818,OBPM18,DBPM18,BPM18,VORP18,Games1818,FB18,PAINTPTS18,TO_PTS18,2ND_PTS18,Q1PTS18,Q2PTS18,Q3PTS18,Q4PTS18,PPP18,>8ft%18,8-16ft%18,16-24ft%18,24+%18,BCS%18,>8FTU18,8-16FTU18,16-24FTU18,24+U18,BCU18,AVGDISTA18,AVGDISTM18,AVGDISTF18,AFGM18,JS18,LU18,DUN18,TIPIN18,JS%18,Layup%1818,DUN%18,2PT_m18,3PT_m18,FT_m18,AB_3U18,MRU18,paint_nonra18,ra_usage18,RC_318,LC_318,backcourt_usage18,AB3%18,MR%18,paint_nonra%18,RA%18,RC3%18,LC3%18,BC%18, 18, .118,Player
283,Maxi Kleber,PF,27.0,DAL,71.0,18.0,1502.0,5.7,12.5,0.45299999999999996,2.5,7.0,0.353,3.2,5.4,0.583,1.9,2.4,0.784,2.9,7.7,10.6,2.3,1.2,2.5,1.7,4.6,15.7,115.0,109.0,13.1,0.579,0.565,0.192,6.5,16.9,11.7,6.8,1.2,4.4,11.4,13.5,1.6,1.8,3.5,0.111,-0.8,2.3,1.5,1.3,70.0,0.69,2.4,1.16,1.04,1.54,2.13,1.33,1.69,1.245,0.628,0.455,0.41700000000000004,0.348,0.0,32.18,8.78,3.19,55.85,0.0,15.72,12.63,18.25,84.02,72.61,12.5,10.11,4.79,0.374,0.426,0.9740000000000001,41.03,46.79,12.18,38.03,7.98,8.78,27.39,8.78,9.04,0.0,0.364,0.4,0.485,0.66,0.182,0.441,0.0,0.0,0.0,Maxi Kleber
284,Brandon Knight,PG,27.0,TOT,39.0,26.0,736.0,6.7,17.5,0.381,2.8,8.7,0.318,3.9,8.8,0.44299999999999995,1.8,2.3,0.794,0.7,3.3,4.0,4.8,1.4,0.1,2.0,4.2,17.9,101.0,119.0,8.9,0.484,0.496,0.131,1.4,7.7,4.4,14.4,1.4,0.2,9.8,18.1,-0.1,0.0,0.0,-0.002,-1.9,-3.1,-5.0,-0.6,39.0,0.69,1.64,1.05,0.18,1.97,2.72,1.1,1.03,1.023,0.46299999999999997,0.3,0.667,0.318,0.0,20.77,19.23,10.38,49.62,0.0,17.08,16.1,17.68,36.36,83.46,16.15,0.0,0.38,0.359,0.47600000000000003,0.0,43.61,46.24,10.15,41.92,16.54,20.38,13.46,4.23,3.46,0.0,0.33,0.605,0.245,0.5429999999999999,0.182,0.33299999999999996,0.0,0.0,0.0,Brandon Knight
285,Kevin Knox,PF,19.0,NYK,75.0,57.0,2158.0,7.5,20.4,0.37,2.8,8.1,0.34299999999999997,4.8,12.3,0.387,3.6,5.0,0.7170000000000001,1.4,6.1,7.5,1.8,1.0,0.5,2.5,3.9,21.5,93.0,116.0,8.7,0.475,0.39799999999999996,0.247,2.9,13.6,8.1,6.0,1.0,0.9,10.1,22.3,-2.2,0.9,-1.3,-0.03,-3.6,-2.4,-6.0,-2.2,75.0,1.88,4.59,1.87,1.13,4.16,2.76,3.07,2.84,1.054,0.445,0.361,0.275,0.34299999999999997,0.0,32.71,14.55,13.13,39.61,0.0,14.7,13.29,15.52,63.31,72.43,23.96,2.84,0.77,0.344,0.41600000000000004,0.6920000000000001,44.24,38.94,16.82,30.85,18.93,17.07,24.4,5.25,3.5,0.0,0.33299999999999996,0.243,0.41700000000000004,0.48,0.41700000000000004,0.313,0.0,0.0,0.0,Kevin Knox
286,Furkan Korkmaz,SG,21.0,PHI,48.0,7.0,679.0,6.8,17.0,0.4,3.3,10.0,0.326,3.5,7.0,0.505,2.5,3.1,0.818,1.1,6.3,7.4,3.6,2.0,0.1,1.7,4.3,19.4,108.0,110.0,11.5,0.528,0.588,0.18,2.6,13.8,8.3,10.7,2.0,0.2,8.6,17.9,0.4,0.7,1.1,0.079,-0.8,-1.5,-2.2,0.0,48.0,1.1,1.88,1.25,0.67,1.25,1.35,1.08,2.13,1.139,0.5870000000000001,0.4,0.33299999999999996,0.331,0.0,25.71,10.2,6.12,56.73,1.22,17.98,14.4,20.37,80.61,78.37,15.92,3.67,2.04,0.33899999999999997,0.5379999999999999,0.778,36.56,50.54,12.9,46.12,8.57,14.29,19.18,8.57,2.04,1.22,0.319,0.33299999999999996,0.371,0.6809999999999999,0.381,0.4,0.0,0.0,0.0,Furkan Korkmaz
287,Luke Kornet,PF,23.0,NYK,46.0,18.0,784.0,6.6,17.4,0.37799999999999995,4.3,11.9,0.363,2.3,5.5,0.41100000000000003,2.3,2.8,0.826,1.7,6.6,8.3,3.3,1.7,2.6,1.5,2.5,19.8,110.0,111.0,14.8,0.531,0.682,0.163,3.6,14.6,9.0,10.5,1.7,4.5,7.6,17.9,0.6,0.7,1.4,0.083,0.1,0.6,0.7,0.5,46.0,0.33,1.3,0.72,0.83,1.76,1.35,1.63,2.2,1.138,0.532,0.278,0.25,0.365,0.0,16.61,12.72,2.83,67.84,0.0,19.55,18.34,20.29,85.05,86.22,6.36,3.53,3.89,0.348,0.5,0.9,22.98,65.22,11.8,58.3,9.89,7.42,14.84,4.59,4.95,0.0,0.345,0.25,0.28600000000000003,0.5710000000000001,0.462,0.5,0.0,0.0,0.0,Luke Kornet
288,Kyle Korver,SG-PF,37.0,TOT,70.0,0.0,1334.0,7.3,17.4,0.41600000000000004,5.0,12.6,0.397,2.3,4.9,0.467,2.2,2.6,0.8220000000000001,0.3,5.5,5.9,2.9,0.9,0.4,2.1,3.8,21.7,109.0,111.0,11.2,0.5820000000000001,0.72,0.151,0.7,12.4,6.6,8.9,0.9,0.7,10.3,18.5,1.0,1.3,2.3,0.08199999999999999,0.0,-1.5,-1.5,0.2,70.0,0.73,0.63,1.03,1.0,2.67,2.16,1.74,2.0,1.242,0.6920000000000001,0.379,0.442,0.39299999999999996,0.0,5.38,6.0,15.94,72.67,0.0,22.0,21.04,22.69,97.01,95.65,4.14,0.0,0.21,0.40299999999999997,0.75,0.0,21.0,69.0,10.0,53.42,20.08,3.11,4.14,8.9,10.35,0.0,0.364,0.423,0.467,0.75,0.419,0.52,0.0,0.0,0.0,Kyle Korver
289,Kosta Koufos,C,29.0,SAC,42.0,1.0,502.0,6.8,14.2,0.47700000000000004,0.0,0.0,0.0,6.8,14.2,0.47700000000000004,0.9,2.2,0.41700000000000004,4.8,11.6,16.4,3.3,1.4,1.7,2.5,6.3,14.5,101.0,108.0,12.3,0.47700000000000004,0.0,0.157,10.4,26.3,18.2,9.5,1.4,3.1,14.2,15.7,0.0,0.7,0.7,0.063,-4.3,1.8,-2.5,-0.1,41.0,0.24,3.27,0.41,0.98,1.17,1.2,0.49,0.85,1.0,0.475,0.451,1.0,0.0,0.0,65.13,33.55,1.32,0.0,0.0,5.49,5.22,5.74,73.61,67.11,21.71,3.95,7.24,0.41200000000000003,0.606,0.667,94.74,0.0,5.26,0.0,4.61,57.89,37.5,0.0,0.0,0.0,0.0,0.7140000000000001,0.39799999999999996,0.561,0.0,0.0,0.0,0.0,0.0,Kosta Koufos
290,Rodions Kurucs,SF,20.0,BRK,63.0,46.0,1294.0,7.4,16.5,0.45,2.1,6.8,0.315,5.3,9.7,0.5429999999999999,2.6,3.4,0.7829999999999999,2.1,7.0,9.0,1.9,1.5,0.9,2.8,5.4,19.6,102.0,109.0,11.0,0.545,0.41,0.205,4.6,15.4,10.0,6.0,1.5,1.5,13.6,18.4,0.1,1.5,1.6,0.059000000000000004,-2.6,0.2,-2.4,-0.1,63.0,1.02,4.41,1.35,0.86,2.86,1.81,2.22,1.59,1.189,0.561,0.33299999999999996,0.4,0.318,0.0,54.34,2.67,2.23,39.87,0.89,11.97,8.28,14.99,68.32,49.0,35.86,11.8,3.34,0.327,0.478,0.868,53.93,32.58,13.48,30.07,3.56,8.02,47.66,4.23,5.57,0.89,0.304,0.375,0.25,0.607,0.316,0.4,0.0,0.0,0.0,Rodions Kurucs
291,Kyle Kuzma,PF,23.0,LAL,70.0,68.0,2314.0,10.0,21.9,0.456,2.6,8.5,0.303,7.4,13.4,0.5529999999999999,3.8,5.0,0.752,1.2,6.5,7.7,3.6,0.8,0.5,2.7,3.4,26.3,106.0,112.0,14.0,0.546,0.38799999999999996,0.23,2.7,14.1,8.5,11.5,0.8,0.9,10.0,23.8,1.2,1.9,3.1,0.065,-0.3,-1.3,-1.7,0.2,69.0,3.43,9.42,2.45,1.61,4.96,4.7,6.13,2.91,1.206,0.605,0.44299999999999995,0.345,0.306,0.0,45.34,10.73,5.13,38.71,0.09,12.89,9.52,15.74,69.04,67.16,25.75,5.6,1.49,0.376,0.547,0.9670000000000001,56.3,29.47,14.23,30.22,9.24,17.44,34.51,3.92,4.57,0.09,0.299,0.39399999999999996,0.449,0.6509999999999999,0.31,0.34700000000000003,0.0,0.0,0.0,Kyle Kuzma
293,Jeremy Lamb,SG,26.0,CHO,79.0,55.0,2250.0,9.3,21.2,0.44,2.5,7.1,0.348,6.8,14.0,0.48700000000000004,5.0,5.6,0.888,1.4,8.0,9.4,3.7,1.9,0.7,1.7,3.0,26.1,113.0,111.0,17.3,0.552,0.337,0.266,3.1,18.1,10.4,11.9,1.9,1.2,6.8,22.5,3.3,2.0,5.3,0.113,0.6,-0.6,0.1,1.2,79.0,1.89,6.2,2.8,1.82,5.11,3.57,4.32,2.16,1.234,0.49,0.49700000000000005,0.449,0.34700000000000003,1.0,40.65,17.67,7.97,33.61,0.1,13.04,11.4,14.32,54.52,70.48,25.74,2.25,1.53,0.41200000000000003,0.484,0.818,52.32,28.56,19.12,28.29,15.53,22.47,28.29,2.04,3.27,0.1,0.31,0.467,0.42700000000000005,0.545,0.5,0.563,1.0,0.0,0.0,Jeremy Lamb
294,Zach LaVine,SG,23.0,CHI,63.0,62.0,2171.0,11.8,25.4,0.467,2.7,7.2,0.374,9.2,18.2,0.504,7.0,8.4,0.8320000000000001,0.9,5.7,6.6,6.3,1.3,0.6,4.8,3.1,33.3,106.0,115.0,18.7,0.574,0.28300000000000003,0.33,2.0,12.9,7.4,22.6,1.3,1.0,14.2,30.5,1.7,1.1,2.8,0.062,1.8,-1.7,0.0,1.1,63.0,3.3,10.7,3.84,2.22,5.97,5.78,6.1,5.29,1.315,0.57,0.293,0.385,0.376,0.0,50.4,8.72,12.6,28.11,0.18,11.51,9.11,13.61,37.55,54.71,38.68,6.34,0.26,0.35600000000000004,0.542,0.9440000000000001,54.96,24.13,20.91,24.49,17.97,10.22,43.52,1.23,2.38,0.18,0.36,0.358,0.276,0.617,0.429,0.519,0.0,0.0,0.0,Zach LaVine
295,Jake Layman,SF,24.0,POR,71.0,33.0,1327.0,7.9,15.5,0.509,2.2,6.6,0.326,5.7,8.9,0.6459999999999999,1.8,2.6,0.7040000000000001,2.0,5.9,7.9,1.9,1.1,1.1,1.7,4.2,19.7,118.0,112.0,13.5,0.594,0.42700000000000005,0.16699999999999998,4.6,12.6,8.7,5.6,1.1,1.8,9.2,15.9,1.9,1.2,3.1,0.111,0.4,-0.6,-0.3,0.6,71.0,0.92,3.97,1.13,1.0,1.8,2.0,1.79,2.03,1.276,0.703,0.48,0.348,0.326,0.0,45.99,5.9,5.42,42.69,0.0,12.84,8.74,17.1,79.63,60.85,20.99,14.62,3.54,0.35700000000000004,0.6629999999999999,0.871,58.04,32.72,9.24,32.78,9.2,7.55,40.57,4.95,4.95,0.0,0.353,0.41,0.43799999999999994,0.738,0.23800000000000002,0.23800000000000002,0.0,0.0,0.0,Jake Layman
297,Courtney Lee,SG,33.0,TOT,34.0,6.0,428.0,6.0,14.6,0.41100000000000003,1.8,6.2,0.29100000000000004,4.2,8.4,0.5,1.6,2.4,0.667,1.0,5.1,6.1,4.2,2.4,0.3,1.6,3.6,15.4,103.0,112.0,10.3,0.49200000000000005,0.426,0.163,2.2,11.2,6.7,12.8,2.4,0.6,9.2,15.3,0.1,0.4,0.4,0.05,-2.5,-0.2,-2.8,-0.1,34.0,0.5,1.12,0.65,0.12,1.06,1.0,0.79,1.15,1.054,0.556,0.45799999999999996,0.478,0.29100000000000004,0.0,20.93,18.6,17.83,42.64,0.0,16.26,14.02,17.83,69.81,80.62,17.83,1.55,0.0,0.385,0.522,0.5,54.41,35.29,10.29,27.13,30.23,10.85,16.28,6.98,8.53,0.0,0.171,0.462,0.5710000000000001,0.524,0.667,0.364,0.0,0.0,0.0,Courtney Lee
298,Damion Lee,SG,26.0,GSW,32.0,0.0,375.0,7.1,16.1,0.441,3.4,8.6,0.397,3.7,7.5,0.49200000000000005,2.4,2.8,0.8640000000000001,1.0,7.1,8.1,1.6,1.6,0.0,1.4,3.6,20.0,112.0,111.0,11.9,0.578,0.535,0.17300000000000001,2.4,15.3,9.1,4.5,1.6,0.0,7.4,16.8,0.3,0.4,0.7,0.09,-1.1,-2.5,-3.6,-0.2,32.0,0.88,1.06,0.69,0.53,0.59,1.38,1.25,1.72,1.244,0.56,0.375,0.5,0.397,0.0,19.69,12.6,14.17,53.54,0.0,17.8,16.66,18.7,83.93,84.25,15.75,0.0,0.0,0.43,0.5,0.0,36.71,51.27,12.03,33.86,20.47,11.81,14.17,8.66,11.02,0.0,0.326,0.462,0.5329999999999999,0.5,0.273,0.7140000000000001,0.0,0.0,0.0,Damion Lee
300,Alex Len,C,25.0,ATL,77.0,31.0,1544.0,9.6,19.4,0.494,2.2,6.1,0.363,7.4,13.3,0.5539999999999999,4.2,6.5,0.648,4.7,8.0,12.7,2.6,0.8,2.1,2.9,6.0,25.6,113.0,113.0,17.2,0.575,0.315,0.33299999999999996,10.5,18.5,14.4,8.6,0.8,3.9,11.5,22.1,2.2,1.0,3.2,0.1,-0.1,-0.8,-0.9,0.4,76.0,0.75,6.08,1.34,2.11,2.91,3.03,2.93,2.01,1.314,0.581,0.41200000000000003,0.222,0.359,0.0,60.35,5.37,2.84,31.28,0.16,9.49,6.9,11.99,78.1,46.72,22.34,20.47,10.47,0.365,0.455,0.87,57.69,25.6,16.71,15.17,4.9,10.58,53.08,9.95,6.16,0.16,0.365,0.29,0.32799999999999996,0.622,0.365,0.33299999999999996,0.0,0.0,0.0,Alex Len
301,Kawhi Leonard,SF,27.0,TOR,60.0,60.0,2040.0,13.2,26.5,0.496,2.6,7.1,0.371,10.5,19.4,0.542,8.6,10.0,0.8540000000000001,1.8,8.5,10.3,4.7,2.5,0.6,2.8,2.0,37.5,119.0,105.0,25.8,0.606,0.267,0.377,4.2,18.6,11.6,16.4,2.5,1.0,8.4,30.3,6.1,3.4,9.5,0.22399999999999998,4.3,0.7,5.0,3.6,60.0,3.92,9.87,4.23,2.3,6.27,6.78,7.57,5.57,1.4140000000000001,0.628,0.478,0.44299999999999995,0.371,0.0,34.54,23.91,14.79,26.75,0.0,12.8,10.68,14.89,36.07,73.87,20.37,5.05,0.71,0.429,0.626,0.9470000000000001,56.14,21.05,22.81,22.05,29.32,16.56,27.37,2.39,2.3,0.0,0.365,0.45899999999999996,0.465,0.6759999999999999,0.33299999999999996,0.462,0.0,0.0,0.0,Kawhi Leonard
302,Meyers Leonard,C,26.0,POR,61.0,2.0,878.0,7.3,13.3,0.545,2.8,6.1,0.45,4.5,7.2,0.626,2.4,2.8,0.843,2.7,10.1,12.9,4.1,0.7,0.5,2.4,5.8,19.7,129.0,111.0,15.8,0.675,0.45899999999999996,0.21100000000000002,6.1,21.8,14.2,11.8,0.7,0.8,14.0,14.8,2.1,0.9,3.0,0.16399999999999998,1.8,-0.4,1.4,0.8,61.0,0.38,2.46,0.44,0.69,1.08,1.77,1.34,1.66,1.475,0.711,0.44,0.222,0.455,0.0,40.08,10.33,3.72,45.45,0.41,14.07,11.34,17.35,86.36,66.12,9.09,21.49,3.31,0.456,0.455,0.885,45.94,42.02,12.04,39.26,7.85,11.16,35.12,2.48,3.72,0.41,0.45299999999999996,0.368,0.444,0.741,0.33299999999999996,0.556,0.0,0.0,0.0,Meyers Leonard
303,Jon Leuer,PF,29.0,DET,41.0,1.0,402.0,8.1,13.9,0.584,0.1,1.3,0.091,8.0,12.5,0.637,2.8,3.8,0.742,3.3,8.6,11.9,1.7,1.5,0.5,2.8,7.4,19.1,113.0,109.0,13.2,0.616,0.09699999999999999,0.27399999999999997,7.1,19.8,13.2,5.5,1.5,0.8,15.4,16.1,0.4,0.5,0.9,0.11,-2.9,-0.1,-3.0,-0.1,40.0,0.25,2.7,0.65,0.63,0.45,1.18,0.4,1.88,1.381,0.779,0.32,0.444,0.091,0.0,60.18,22.12,7.96,9.73,0.0,7.88,4.47,12.68,75.76,51.33,37.17,7.96,3.54,0.36200000000000004,0.7859999999999999,1.0,83.33,1.92,14.74,5.31,22.12,22.12,46.02,0.88,3.54,0.0,0.16699999999999998,0.44,0.36,0.865,0.0,0.0,0.0,0.0,0.0,Jon Leuer
304,Caris LeVert,SF,24.0,BRK,40.0,25.0,1063.0,9.3,21.6,0.429,2.1,6.9,0.312,7.1,14.7,0.483,3.8,5.5,0.691,1.6,5.2,6.8,7.0,1.9,0.6,3.1,3.4,24.5,105.0,110.0,14.9,0.509,0.319,0.255,3.5,11.4,7.5,23.2,1.9,1.0,11.4,24.0,0.5,1.2,1.7,0.077,-0.3,0.1,-0.2,0.5,40.0,1.23,7.75,2.43,1.18,3.3,3.9,2.58,3.88,1.133,0.525,0.38,0.28600000000000003,0.312,0.0,50.52,14.7,2.9,31.88,0.0,11.25,8.69,13.17,34.78,61.08,35.2,3.31,0.41,0.359,0.5,0.875,58.14,26.33,15.54,28.57,4.97,25.88,37.27,1.45,1.86,0.0,0.304,0.16699999999999998,0.392,0.589,0.28600000000000003,0.444,0.0,0.0,0.0,Caris LeVert
305,Damian Lillard,PG,28.0,POR,80.0,80.0,2838.0,11.6,26.2,0.444,4.0,11.0,0.369,7.6,15.2,0.499,8.0,8.8,0.912,1.2,5.2,6.3,9.4,1.5,0.6,3.6,2.5,35.3,121.0,112.0,23.7,0.588,0.419,0.335,2.6,11.1,7.0,30.6,1.5,1.0,10.8,29.3,9.7,2.4,12.1,0.205,6.6,-1.1,5.5,5.4,80.0,2.64,7.83,3.46,1.76,6.91,4.2,9.45,4.93,1.348,0.53,0.423,0.473,0.37,0.0,35.09,9.72,13.24,41.75,0.2,15.16,13.34,16.61,28.63,68.36,28.9,2.28,0.46,0.402,0.528,0.6859999999999999,42.96,34.4,22.64,39.66,18.53,8.15,31.38,1.17,0.91,0.2,0.373,0.461,0.384,0.551,0.278,0.35700000000000004,0.0,0.0,0.0,Damian Lillard
306,Jeremy Lin,PG,30.0,TOT,74.0,4.0,1436.0,7.7,17.6,0.44,1.8,6.1,0.294,6.0,11.5,0.517,5.7,6.8,0.838,0.7,5.1,5.8,7.5,1.5,0.4,4.0,4.7,23.0,108.0,114.0,13.5,0.5579999999999999,0.34600000000000003,0.38799999999999996,1.6,11.7,6.6,23.4,1.5,0.8,16.4,21.8,1.2,0.9,2.1,0.07,-1.1,-1.8,-2.9,-0.3,74.0,1.65,4.03,1.66,0.51,2.26,2.05,2.19,3.05,1.3090000000000002,0.539,0.47700000000000004,0.5,0.29600000000000004,0.0,40.56,16.3,8.52,34.44,0.19,12.91,10.33,14.94,39.5,66.73,33.27,0.0,0.0,0.374,0.5720000000000001,0.0,51.77,23.34,24.89,29.07,13.52,18.52,33.33,2.41,3.15,0.0,0.28,0.466,0.45,0.578,0.385,0.353,0.0,0.0,0.0,Jeremy Lin
307,Shaun Livingston,PG,33.0,GSW,64.0,0.0,967.0,5.4,10.3,0.519,0.0,0.1,0.0,5.4,10.2,0.524,2.0,2.5,0.784,2.1,3.7,5.8,5.6,1.5,1.3,1.9,3.6,12.7,118.0,112.0,11.7,0.555,0.01,0.243,4.9,7.9,6.5,14.8,1.5,2.3,14.1,12.0,1.2,0.9,2.0,0.10099999999999999,-1.9,0.5,-1.5,0.1,64.0,0.55,2.53,0.55,0.55,0.39,1.77,0.5,1.38,1.229,0.626,0.435,0.556,0.0,0.0,43.33,51.43,4.29,0.0,0.95,8.3,6.86,9.86,54.13,65.71,18.57,11.43,4.29,0.457,0.48700000000000004,0.875,84.5,0.0,15.5,0.0,31.9,32.86,34.29,0.0,0.0,0.95,0.0,0.418,0.507,0.639,0.0,0.0,0.0,0.0,0.0,Shaun Livingston
308,Zach Lofton,SG,26.0,DET,1.0,0.0,4.0,0.0,12.3,0.0,0.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,12.3,0.0,0.0,0.0,90.0,-10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,50.0,21.6,-0.1,0.0,0.0,-0.447,-17.0,8.1,-8.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,25.0,0.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zach Lofton
309,Kevon Looney,C,22.0,GSW,80.0,24.0,1481.0,7.0,11.1,0.625,0.0,0.3,0.1,6.9,10.8,0.6409999999999999,2.1,3.4,0.619,6.2,7.2,13.4,4.0,1.5,1.7,1.6,6.8,16.1,135.0,109.0,17.3,0.636,0.028999999999999998,0.303,14.6,15.4,15.0,10.9,1.5,3.0,11.5,12.8,4.2,1.8,6.0,0.19399999999999998,1.9,1.8,3.7,2.1,80.0,0.41,4.83,0.65,1.79,2.15,0.95,2.03,1.13,1.4409999999999998,0.662,0.529,0.515,0.111,0.0,82.71,4.9,9.51,2.59,0.29,4.22,2.84,6.52,70.51,22.48,32.85,29.39,15.27,0.37200000000000005,0.544,0.961,86.4,0.6,13.0,1.44,12.68,7.78,76.66,0.58,0.58,0.29,0.2,0.523,0.259,0.6990000000000001,0.0,0.0,0.0,0.0,0.0,Kevon Looney
310,Brook Lopez,C,30.0,MIL,81.0,81.0,2322.0,7.1,15.7,0.452,3.7,10.2,0.365,3.4,5.5,0.613,2.2,2.7,0.8420000000000001,0.7,7.3,7.9,2.0,1.0,3.6,1.6,3.8,20.2,113.0,103.0,14.6,0.597,0.6509999999999999,0.16899999999999998,1.5,15.0,8.7,5.7,1.0,6.5,8.9,16.7,2.3,4.3,6.7,0.138,-0.2,2.9,2.7,2.8,81.0,0.89,3.78,1.04,0.89,3.99,3.23,3.42,1.79,1.284,0.672,0.528,0.313,0.365,0.0,23.66,9.16,2.04,65.14,0.0,18.7,15.47,21.36,80.85,82.57,10.05,5.73,1.65,0.39799999999999996,0.6709999999999999,0.889,33.3,55.6,11.1,55.6,4.2,12.34,18.32,6.23,3.31,0.0,0.35700000000000004,0.455,0.46399999999999997,0.75,0.36700000000000005,0.5,0.0,0.0,0.0,Brook Lopez
311,Robin Lopez,C,30.0,CHI,74.0,36.0,1606.0,9.2,16.2,0.568,0.2,0.9,0.226,9.0,15.2,0.589,2.7,3.7,0.7240000000000001,4.2,4.4,8.6,2.7,0.3,2.4,2.9,3.7,21.3,113.0,115.0,15.9,0.598,0.057999999999999996,0.23,9.4,10.0,9.7,8.8,0.3,4.2,14.0,18.6,2.0,0.7,2.7,0.081,-1.0,-0.1,-1.1,0.4,74.0,0.08,7.59,0.73,1.66,3.35,1.95,2.51,1.57,1.3159999999999998,0.627,0.483,0.25,0.226,0.0,78.13,10.84,5.23,5.79,0.0,5.83,4.22,7.94,57.89,67.85,16.07,6.17,9.91,0.504,0.7440000000000001,0.879,84.38,2.98,12.64,5.61,9.72,39.81,44.67,0.0,0.19,0.0,0.233,0.308,0.5489999999999999,0.6859999999999999,0.0,0.0,0.0,0.0,0.0,Robin Lopez
312,Kevin Love,PF,30.0,CLE,22.0,21.0,598.0,9.1,23.5,0.385,4.4,12.2,0.361,4.7,11.3,0.41200000000000003,8.6,9.5,0.904,2.7,17.1,19.9,4.0,0.5,0.4,3.5,4.5,31.1,112.0,114.0,19.5,0.561,0.519,0.40299999999999997,5.9,40.0,22.2,12.8,0.5,0.7,11.2,27.4,1.0,0.4,1.3,0.106,0.8,-2.4,-1.7,0.0,22.0,0.86,4.09,2.18,2.18,5.14,4.27,4.36,3.23,1.3219999999999998,0.494,0.314,0.25,0.361,0.0,28.62,12.37,7.07,51.94,0.0,16.27,14.83,17.17,70.64,77.74,17.67,1.41,3.18,0.359,0.46,1.0,29.95,42.51,27.54,40.64,14.84,10.25,22.97,4.59,6.71,0.0,0.33899999999999997,0.262,0.379,0.523,0.462,0.42100000000000004,0.0,0.0,0.0,Kevin Love
313,Kyle Lowry,PG,32.0,TOR,65.0,65.0,2213.0,6.6,16.0,0.41100000000000003,3.4,9.8,0.34700000000000003,3.2,6.2,0.514,3.5,4.2,0.83,0.9,5.9,6.8,12.2,2.0,0.7,3.9,3.6,20.1,115.0,108.0,16.5,0.562,0.613,0.263,2.1,12.9,7.6,34.8,2.0,1.2,18.1,19.6,3.6,3.0,6.6,0.14400000000000002,2.5,0.6,3.1,2.8,65.0,2.48,3.48,2.0,1.15,3.32,3.83,4.38,2.51,1.253,0.6,0.415,0.33899999999999997,0.35,0.0,23.68,7.17,7.98,60.76,0.41,18.55,15.9,20.41,52.96,80.11,19.49,0.0,0.41,0.361,0.611,0.0,31.75,50.86,17.39,53.32,12.45,5.82,20.57,2.17,5.28,0.41,0.34,0.37,0.395,0.632,0.375,0.436,0.0,0.0,0.0,Kyle Lowry
314,Jordan Loyd,PG,25.0,TOR,12.0,0.0,55.0,7.0,15.7,0.444,3.5,7.0,0.5,3.5,8.7,0.4,7.8,9.6,0.818,0.9,7.0,7.8,5.2,0.0,0.0,1.7,4.4,25.3,130.0,112.0,16.3,0.635,0.444,0.611,2.0,15.3,8.8,15.1,0.0,0.0,8.1,19.4,0.2,0.0,0.2,0.19,1.0,-3.0,-2.0,0.0,12.0,0.17,0.5,0.17,0.17,0.0,0.0,0.0,2.42,1.611,0.4,0.33299999999999996,0.5,0.5,0.0,27.78,16.67,11.11,44.44,0.0,15.61,16.38,15.0,37.5,66.67,33.33,0.0,0.0,0.41700000000000004,0.5,0.0,27.59,41.38,31.03,44.44,22.22,5.56,27.78,0.0,0.0,0.0,0.5,0.25,1.0,0.4,0.0,0.0,0.0,0.0,0.0,Jordan Loyd
315,Kalin Lucas,PG,29.0,DET,1.0,0.0,6.0,0.0,8.2,0.0,0.0,8.2,0.0,0.0,0.0,0.0,16.4,16.4,1.0,0.0,24.6,24.6,8.2,0.0,0.0,0.0,8.2,16.4,140.0,104.0,16.6,0.532,1.0,2.0,0.0,56.7,27.3,20.8,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.23800000000000002,-1.0,0.5,-0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,28.0,0.0,28.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalin Lucas
