Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,salary,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,Tm18,G18,GS18,MP18,FG18,FGA18,FG%18,3P18,3PA18,3P%18,2P18,2PA18,2P%18,FT18,FTA18,FT%18,ORB18,DRB18,TRB18,AST18,STL18,BLK18,TOV18,PF18,PTS18,ORtg18,DRtg18,PER18,TS%18,3PAr18,FTr18,ORB%18,DRB%18,TRB%18,AST%18,STL%18,BLK%18,TOV%18,USG%18,OWS18,DWS18,WS18,WS/4818,OBPM18,DBPM18,BPM18,VORP18,Games1818,FB18,PAINTPTS18,TO_PTS18,2ND_PTS18,Q1PTS18,Q2PTS18,Q3PTS18,Q4PTS18,PPP18,>8ft%18,8-16ft%18,16-24ft%18,24+%18,BCS%18,>8FTU18,8-16FTU18,16-24FTU18,24+U18,BCU18,AVGDISTA18,AVGDISTM18,AVGDISTF18,AFGM18,JS18,LU18,DUN18,TIPIN18,JS%18,Layup%1818,DUN%18,2PT_m18,3PT_m18,FT_m18,AB_3U18,MRU18,paint_nonra18,ra_usage18,RC_318,LC_318,backcourt_usage18,AB3%18,MR%18,paint_nonra%18,RA%18,RC3%18,LC3%18,BC%18,Games18,FB,PAINTPTS,TO_PTS,2ND_PTS,Q1PTS,Q2PTS,Q3PTS,Q4PTS,PPP,>8ft%,8-16ft%,16-24ft%,24+%,BCS%,>8FTU,8-16FTU,16-24FTU,24+U,BCU,AVGDISTA,AVGDISTM,AVGDISTF,AFGM,JS,LU,DUN,TIPIN,JS%,Layup%18,DUN%,2PT_m,3PT_m,FT_m,AB_3U,MRU,paint_nonra,ra_usage,RC_3,LC_3,backcourt_usage,AB3%,MR%,paint_nonra%,RA%,RC3%,LC3%,BC%
Daryl Macon,SG,24,MIA,3,0,13,3.7,11,0.333,3.7,7.3,0.5,0,3.7,0,0,0,0,0,0,0,3.7,0,0,7.3,3.7,11,65,113,-3,0.5,0.667,0,0,0,0,10.4,0,0,40,16.5,0,0,0,-0.141,-9.5,-5.5,-15,0,0,-9.5,-0.2,-9.7,-13.3,22.7,9.4,-10.7,4.1,-6.7,0,DAL,8,0,90,5.4,14.6,0.37,2.7,5.9,0.455,2.7,8.6,0.313,2.2,3.8,0.571,1.1,5.4,6.5,3.8,0.5,0,3.2,4.3,15.6,92,115,5.5,0.482,0.407,0.259,2.4,11.8,7.1,11.2,0.5,0,16.6,17.2,-0.1,0,0,-0.022,-5.1,-2.1,-7.2,-0.1,8,0.25,0.75,0.25,0,0.38,0.25,0.75,2.13,1.074,0.5,0.2,0.286,0.455,0,14.81,18.52,25.93,40.74,0,17.59,17.8,17.47,40,85.19,14.81,0,0,0.348,0.5,0,34.48,51.72,13.79,37.04,33.33,14.81,11.11,3.7,0,0,0.5,0.222,0.25,0.667,0,0,0,8,0.25,0.75,0.25,0,0.38,0.25,0.75,2.13,1.074,0.5,0.2,0.286,0.455,0,14.81,18.52,25.93,40.74,0,17.59,17.8,17.47,40,85.19,14.81,0,0,0.348,0.5,0,34.48,51.72,13.79,37.04,33.33,14.81,11.11,3.7,0,0,0.5,0.222,0.25,0.667,0,0,0
Dāvis Bertāns,PF,27,WAS,16,0,441,7.3,16,0.455,5.6,12.7,0.443,1.7,3.3,0.5,1.9,2.2,0.857,1.3,6.4,7.6,3,0.9,0.8,1.1,4.2,22.1,127,117,15.8,0.649,0.792,0.136,2.9,15.4,9,8.3,0.9,1.5,6.3,16.2,1.1,0,1.1,0.121,4.1,-2.1,2,0.4,"$7,000,000 ",3.7,-1,2.7,3.5,3.1,6.6,3.8,-0.2,3.6,1.4,SAS,76,12,1632,6.1,13.6,0.45,4.3,10.1,0.429,1.8,3.4,0.513,1.6,1.8,0.883,0.7,7.2,7.9,3,1,1,1.3,4,18.1,122,112,13,0.632,0.746,0.132,1.6,16,8.8,8.2,1,1.7,8.2,14.1,2.6,1.5,4,0.118,1.6,-0.4,1.2,1.3,76,1.11,1,0.92,0.49,1.68,2.09,1.79,2.37,1.338,0.61,0.406,0.417,0.433,0,13.02,7.06,5.3,73.95,0.66,21.32,19.9,22.49,94.12,89.85,7.28,1.99,0.88,0.43,0.576,0.889,19.47,71.78,8.75,63.36,9.27,7.95,8.17,5.52,5.08,0.66,0.408,0.5,0.278,0.757,0.68,0.478,0,76,1.11,1,0.92,0.49,1.68,2.09,1.79,2.37,1.338,0.61,0.406,0.417,0.433,0,13.02,7.06,5.3,73.95,0.66,21.32,19.9,22.49,94.12,89.85,7.28,1.99,0.88,0.43,0.576,0.889,19.47,71.78,8.75,63.36,9.27,7.95,8.17,5.52,5.08,0.66,0.408,0.5,0.278,0.757,0.68,0.478,0
Dean Wade,PF,23,CLE,3,0,18,2.7,5.4,0.5,2.7,2.7,1,0,2.7,0,0,0,0,0,5.4,5.4,0,2.7,0,0,8,8,148,111,6.6,0.75,0.5,0,0,12.2,6,0,2.7,0,0,4.7,0,0,0,0.089,-2.3,-1,-3.3,0,0,-5.1,-6.5,-11.7,20.6,-9.2,11.5,-0.6,-7.1,-7.7,0,CLE,3,0,18,2.7,5.4,0.5,2.7,2.7,1,0,2.7,0,0,0,0,0,5.4,5.4,0,2.7,0,0,8,8,148,111,6.6,0.75,0.5,0,0,12.2,6,0,2.7,0,0,4.7,0,0,0,0.089,-2.3,-1,-3.3,0,0,-5.1,-6.5,-11.7,20.6,-9.2,11.5,-0.6,-7.1,-7.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De'Andre Hunter,SF,22,ATL,18,18,563,6.4,16,0.399,2.5,6.6,0.375,3.9,9.4,0.416,2.7,3.6,0.767,0.7,5.4,6.1,2.7,0.9,0.4,2.7,3.8,18,97,117,8.3,0.512,0.415,0.223,1.8,12.8,7.3,8.2,0.9,0.8,13.1,17.9,-0.2,0,-0.2,-0.013,-2.5,-2.5,-5,-0.4,"$7,068,360 ",-2.6,-2.7,-5.4,6.3,-1.4,4.9,-1.1,-2.6,-3.7,-0.3,ATL,18,18,563,6.4,16,0.399,2.5,6.6,0.375,3.9,9.4,0.416,2.7,3.6,0.767,0.7,5.4,6.1,2.7,0.9,0.4,2.7,3.8,18,97,117,8.3,0.512,0.415,0.223,1.8,12.8,7.3,8.2,0.9,0.8,13.1,17.9,-0.2,0,-0.2,-0.013,-2.5,-2.5,-5,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dejounte Murray,PG,23,SAS,16,13,360,8.6,17.9,0.478,0.5,2.6,0.2,8,15.3,0.526,4,5.1,0.769,2.6,11.1,13.7,8.7,3,0.7,5.1,5.1,21.6,103,108,17.8,0.535,0.147,0.287,5.8,25.5,15.4,26.2,3,1.1,20.3,22.5,0.1,0.4,0.5,0.07,-0.5,1.8,1.3,0.3,"$2,321,735 ",-0.9,0.1,-0.8,0,-2.2,-2.2,-0.8,-0.2,-1,0.3,SAS,16,13,360,8.6,17.9,0.478,0.5,2.6,0.2,8,15.3,0.526,4,5.1,0.769,2.6,11.1,13.7,8.7,3,0.7,5.1,5.1,21.6,103,108,17.8,0.535,0.147,0.287,5.8,25.5,15.4,26.2,3,1.1,20.3,22.5,0.1,0.4,0.5,0.07,-0.5,1.8,1.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeMarcus Cousins,C,28,GSW,30,30,771,11,22.9,0.48,1.6,5.9,0.274,9.4,17,0.551,6.5,8.9,0.736,2.7,12.6,15.2,6.6,2.5,2.7,4.4,6.7,30.1,109,102,21.4,0.562,0.256,0.388,6.2,27,17.1,20.4,2.5,4.8,14.2,28.1,0.9,1.5,2.4,0.151,0.2,3.4,3.6,1.1,"$3,500,000 ",0,0,0,0,0,0,0,0,0,0,GSW,30,30,771,11,22.9,0.48,1.6,5.9,0.274,9.4,17,0.551,6.5,8.9,0.736,2.7,12.6,15.2,6.6,2.5,2.7,4.4,6.7,30.1,109,102,21.4,0.562,0.256,0.388,6.2,27,17.1,20.4,2.5,4.8,14.2,28.1,0.9,1.5,2.4,0.151,0.2,3.4,3.6,1.1,30,1.93,9.47,2.3,1.97,3.67,4.07,4.7,3.83,1.315,0.586,0.393,0.313,0.274,0,62.53,7.55,4.31,25.61,0,9.64,6.39,12.64,62.92,50.67,40.16,6.74,2.43,0.335,0.584,0.92,62.3,15.98,21.72,24.26,7.28,19.41,47.71,0.27,1.08,0,0.278,0.37,0.361,0.655,0,0.25,0,30,1.93,9.47,2.3,1.97,3.67,4.07,4.7,3.83,1.315,0.586,0.393,0.313,0.274,0,62.53,7.55,4.31,25.61,0,9.64,6.39,12.64,62.92,50.67,40.16,6.74,2.43,0.335,0.584,0.92,62.3,15.98,21.72,24.26,7.28,19.41,47.71,0.27,1.08,0,0.278,0.37,0.361,0.655,0,0.25,0
Demetrius Jackson,PG,24,PHI,6,0,39,9.7,18.2,0.533,2.4,7.3,0.333,7.3,10.9,0.667,4.8,4.8,1,2.4,1.2,3.6,6.1,2.4,0,1.2,4.8,26.6,138,112,21,0.656,0.4,0.267,5.6,2.6,4.1,19.6,2.4,0,5.6,19.1,0.2,0,0.2,0.231,4.4,-3.4,1,0,"$92,857 ",0,0,0,0,0,0,0,0,0,0,PHI,6,0,39,9.7,18.2,0.533,2.4,7.3,0.333,7.3,10.9,0.667,4.8,4.8,1,2.4,1.2,3.6,6.1,2.4,0,1.2,4.8,26.6,138,112,21,0.656,0.4,0.267,5.6,2.6,4.1,19.6,2.4,0,5.6,19.1,0.2,0,0.2,0.231,4.4,-3.4,1,0,6,1.5,1.33,0.83,0.33,0,0.5,0.83,2.33,1.467,0.667,0.667,0,0.333,0,40,20,0,40,0,13.6,10.88,16.71,62.5,60,33.33,6.67,0,0.444,0.6,1,54.55,27.27,18.18,33.33,20,6.67,33.33,6.67,0,0,0.2,0.667,1,0.6,1,0,0,6,1.5,1.33,0.83,0.33,0,0.5,0.83,2.33,1.467,0.667,0.667,0,0.333,0,40,20,0,40,0,13.6,10.88,16.71,62.5,60,33.33,6.67,0,0.444,0.6,1,54.55,27.27,18.18,33.33,20,6.67,33.33,6.67,0,0,0.2,0.667,1,0.6,1,0,0
Dennis Schröder,PG,26,OKC,17,0,490,9.5,21.8,0.437,2.2,7.6,0.286,7.4,14.3,0.517,3.5,4.7,0.75,0.8,6.1,6.9,6.4,1.4,0.5,4.8,4.1,24.8,96,110,12.7,0.518,0.347,0.216,1.8,13.5,7.8,22.1,1.4,0.8,16.8,26.2,-0.3,0.4,0.1,0.009,-2,-0.8,-2.8,-0.1,"$15,500,000 ",-1.9,0.2,-1.8,-2.3,14.8,12.6,-2.1,2.9,0.8,0.9,OKC,79,14,2314,9.2,22.3,0.414,2.5,7.3,0.341,6.7,14.9,0.45,3.8,4.6,0.819,0.8,5,5.7,6.5,1.3,0.2,3.5,3.8,24.7,103,110,12.7,0.508,0.33,0.206,1.6,11.3,6.3,20.4,1.3,0.4,12.5,24.2,0.4,2.4,2.9,0.06,-1.6,-1.5,-3.1,-0.6,79,2.46,5.92,2.24,1.03,2.87,3.99,3.75,4.86,1.109,0.486,0.406,0.421,0.344,0,35.42,21.2,10.33,32.61,0.45,13.59,11.97,14.73,33.7,72.01,27.9,0.09,0,0.39,0.474,1,54.41,30.39,15.2,27.81,21.01,18.48,27.45,2.36,2.45,0.45,0.339,0.427,0.382,0.515,0.308,0.444,0,79,2.46,5.92,2.24,1.03,2.87,3.99,3.75,4.86,1.109,0.486,0.406,0.421,0.344,0,35.42,21.2,10.33,32.61,0.45,13.59,11.97,14.73,33.7,72.01,27.9,0.09,0,0.39,0.474,1,54.41,30.39,15.2,27.81,21.01,18.48,27.45,2.36,2.45,0.45,0.339,0.427,0.382,0.515,0.308,0.444,0
Dennis Smith,PG,22,NYK,11,0,172,6.6,19.7,0.333,2,6.3,0.318,4.6,13.4,0.34,1.4,2.3,0.625,2.6,2.6,5.1,8.3,1.7,0.3,4.6,7.4,16.5,87,115,6.3,0.4,0.319,0.116,5.3,5.9,5.5,26.3,1.7,0.6,18.1,21.8,-0.3,0,-0.3,-0.072,-4.2,-3,-7.2,-0.2,"$4,463,640 ",-4,-3.1,-7.1,-6.9,-5.3,-12.2,-4.7,-3.6,-8.3,-0.5,TOT,53,50,1508,8.9,20.9,0.428,2.1,6.7,0.322,6.8,14.2,0.477,3.2,5,0.635,1,3.9,5,8.1,2.1,0.6,4.9,4.1,23.2,96,112,12.3,0.502,0.32,0.24,2.2,8.7,5.5,27.3,2.1,1.1,17.6,24.8,-1.2,1.2,0,0.001,-1.7,-0.9,-2.5,-0.2,53,2.42,6.53,2.47,1.25,4,2.96,4.06,2.57,1.111,0.544,0.323,0.354,0.324,0,45.85,9.54,12.62,31.85,0.15,12.2,9.4,14.3,34.53,58.31,36.15,4.92,0.62,0.335,0.502,0.938,58.45,27.84,13.71,28.62,16.46,10.46,41.08,2,1.23,0.15,0.317,0.355,0.324,0.566,0.385,0.375,0,53,2.42,6.53,2.47,1.25,4,2.96,4.06,2.57,1.111,0.544,0.323,0.354,0.324,0,45.85,9.54,12.62,31.85,0.15,12.2,9.4,14.3,34.53,58.31,36.15,4.92,0.62,0.335,0.502,0.938,58.45,27.84,13.71,28.62,16.46,10.46,41.08,2,1.23,0.15,0.317,0.355,0.324,0.566,0.385,0.375,0
Denzel Valentine,SF,26,CHI,5,0,32,13.2,30.8,0.429,7.3,19,0.385,5.9,11.7,0.5,0,0,0,2.9,10.3,13.2,2.9,1.5,0,1.5,2.9,33.7,108,108,20.9,0.548,0.619,0,6.1,23.7,14.5,12,1.5,0,4.5,28.4,0,0,0.1,0.117,2.9,-3.5,-0.6,0,"$3,377,569 ",2.9,-1.6,1.2,-4.2,9.5,5.3,1.8,0.4,2.3,0.1,CHI,5,0,32,13.2,30.8,0.429,7.3,19,0.385,5.9,11.7,0.5,0,0,0,2.9,10.3,13.2,2.9,1.5,0,1.5,2.9,33.7,108,108,20.9,0.548,0.619,0,6.1,23.7,14.5,12,1.5,0,4.5,28.4,0,0,0.1,0.117,2.9,-3.5,-0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Jones,SF,22,MIA,4,0,57,10,16.7,0.6,0.8,3.3,0.25,9.2,13.3,0.688,2.5,2.5,1,2.5,4.2,6.7,1.7,2.5,0,1.7,9.2,23.3,124,105,16.1,0.657,0.2,0.15,6.4,9.4,8,5.8,2.5,0,8.6,17.6,0.1,0.1,0.2,0.184,0.6,-1,-0.3,0,"$1,645,357 ",-1.3,4.1,2.8,4.6,-2.3,2.3,-0.3,3,2.8,0.2,MIA,60,14,1153,6.8,13.7,0.494,1.2,3.9,0.308,5.6,9.9,0.567,3.1,5.2,0.607,4.1,6.1,10.2,1.6,1.9,1.8,1.8,5.2,17.9,113,107,14,0.559,0.281,0.377,8.8,13.3,11.1,4.7,1.9,3.3,10.2,15.6,1.2,1.7,2.9,0.121,-1.3,1.5,0.2,0.6,60,1.08,4.3,1.72,1.77,1.53,2.52,1.1,1.88,1.302,0.58,0.417,0,0.318,0,67.59,3.7,0.62,27.16,0.93,8.52,5.31,11.65,71.25,39.2,31.17,19.75,9.88,0.299,0.485,0.828,62.56,19.91,17.54,8.95,1.85,10.8,59.26,6.79,11.42,0.93,0.241,0.5,0.2,0.635,0.364,0.351,0,60,1.08,4.3,1.72,1.77,1.53,2.52,1.1,1.88,1.302,0.58,0.417,0,0.318,0,67.59,3.7,0.62,27.16,0.93,8.52,5.31,11.65,71.25,39.2,31.17,19.75,9.88,0.299,0.485,0.828,62.56,19.91,17.54,8.95,1.85,10.8,59.26,6.79,11.42,0.93,0.241,0.5,0.2,0.635,0.364,0.351,0
Devon Hall,SG,24,OKC,2,0,15,3.2,12.9,0.25,0,6.4,0,3.2,6.4,0.5,9.6,12.9,0.75,0,3.2,3.2,6.4,0,0,3.2,3.2,16.1,91,116,5.6,0.434,0.5,1,0,7.1,3.6,18.2,0,0,14.8,19.8,0,0,0,-0.042,-5.5,-4.6,-10.1,0,0,-5,-15.8,-20.8,30.7,-1.2,29.5,1.4,-13.9,-12.5,-0.1,OKC,2,0,15,3.2,12.9,0.25,0,6.4,0,3.2,6.4,0.5,9.6,12.9,0.75,0,3.2,3.2,6.4,0,0,3.2,3.2,16.1,91,116,5.6,0.434,0.5,1,0,7.1,3.6,18.2,0,0,14.8,19.8,0,0,0,-0.042,-5.5,-4.6,-10.1,0,0,-5,-15.8,-20.8,30.7,-1.2,29.5,1.4,-13.9,-12.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewan Hernandez,C,23,TOR,2,0,8,5.9,11.9,0.5,0,5.9,0,5.9,5.9,1,0,0,0,0,23.8,23.8,0,5.9,0,5.9,17.8,11.9,60,81,4.8,0.5,0.5,0,0,48.1,25.6,0,5.9,0,33.3,16.1,0,0,0,0.035,-11.5,0.5,-11,0,"$898,310 ",-8.9,0.3,-8.6,9.6,-2.2,7.5,-6.1,-0.3,-6.4,0,TOR,2,0,8,5.9,11.9,0.5,0,5.9,0,5.9,5.9,1,0,0,0,0,23.8,23.8,0,5.9,0,5.9,17.8,11.9,60,81,4.8,0.5,0.5,0,0,48.1,25.6,0,5.9,0,33.3,16.1,0,0,0,0.035,-11.5,0.5,-11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dion Waiters,SG,27,MIA,44,28,1138,8.5,20.5,0.414,4.7,12.4,0.377,3.8,8.1,0.471,0.9,1.9,0.5,0.3,4.7,5,5.2,1.2,0.4,2.7,3.1,22.6,102,111,11.4,0.53,0.605,0.092,0.7,10.2,5.4,16.4,1.2,0.7,11.4,21.1,0.1,1.1,1.2,0.052,-0.3,-1.6,-1.9,0,"$12,100,000 ",0,0,0,0,0,0,0,0,0,0,MIA,44,28,1138,8.5,20.5,0.414,4.7,12.4,0.377,3.8,8.1,0.471,0.9,1.9,0.5,0.3,4.7,5,5.2,1.2,0.4,2.7,3.1,22.6,102,111,11.4,0.53,0.605,0.092,0.7,10.2,5.4,16.4,1.2,0.7,11.4,21.1,0.1,1.1,1.2,0.052,-0.3,-1.6,-1.9,0,44,0.91,3.23,1.18,0.91,2.89,2.89,3.73,2.41,1.103,0.523,0.15,0.459,0.378,0,27.62,4.18,7.74,60.25,0.21,17.32,15.79,18.39,58.08,73.22,26.78,0,0,0.38,0.508,0,33.78,62.05,4.17,42.26,9.83,3.97,25.73,6.49,11.51,0.21,0.356,0.383,0.316,0.528,0.323,0.491,0,44,0.91,3.23,1.18,0.91,2.89,2.89,3.73,2.41,1.103,0.523,0.15,0.459,0.378,0,27.62,4.18,7.74,60.25,0.21,17.32,15.79,18.39,58.08,73.22,26.78,0,0,0.38,0.508,0,33.78,62.05,4.17,42.26,9.83,3.97,25.73,6.49,11.51,0.21,0.356,0.383,0.316,0.528,0.323,0.491,0
Drew Eubanks,PF,22,SAS,1,0,2,0,47.5,0,0,0,0,0,47.5,0,0,0,0,47.5,23.7,71.2,0,0,0,23.7,23.7,0,46,109,-27.9,0,0,0,100,54.7,80.1,0,0,0,33.3,63.2,0,0,0,-1.117,-40.6,-24.2,-64.8,0,0,-39.9,-9.7,-49.6,-38,1,-37.1,-42,-8.3,-50.2,-0.1,SAS,23,0,113,6.5,11.2,0.577,0,0,0,6.5,11.2,0.577,4.8,5.6,0.846,2.6,12.1,14.7,3,0.9,2.2,3.5,4.8,17.7,114,108,15.1,0.646,0,0.5,5.8,26.8,16.4,8.3,0.9,3.7,20.1,15.5,0.1,0.2,0.3,0.12,-3.6,1.3,-2.3,0,23,0,1.22,0.09,0.09,0.09,0,0.22,1.48,1.577,0.611,0.5,0,0,0,69.23,30.77,0,0,0,4.77,5,4.45,73.33,69.23,19.23,3.85,7.69,0.611,0.6,1,73.17,0,26.83,0,15.38,50,34.62,0,0,0,0,0.25,0.769,0.444,0,0,0,23,0,1.22,0.09,0.09,0.09,0,0.22,1.48,1.577,0.611,0.5,0,0,0,69.23,30.77,0,0,0,4.77,5,4.45,73.33,69.23,19.23,3.85,7.69,0.611,0.6,1,73.17,0,26.83,0,15.38,50,34.62,0,0,0,0,0.25,0.769,0.444,0,0,0
Eric Paschall,PF,23,GSW,18,12,566,9.6,19.1,0.504,1,3.8,0.267,8.6,15.3,0.563,5.4,6.6,0.81,2.1,6.1,8.2,2.4,0.6,0.6,2.3,3.2,25.6,112,117,15.8,0.582,0.197,0.346,4.7,13.9,9.3,8.5,0.6,1.1,9.6,21.6,0.9,0,0.9,0.075,-0.3,-2.9,-3.2,-0.2,"$898,310 ",-1.1,-4.9,-6.1,2.8,-6.8,-4,-0.4,-5.5,-5.9,-0.9,GSW,18,12,566,9.6,19.1,0.504,1,3.8,0.267,8.6,15.3,0.563,5.4,6.6,0.81,2.1,6.1,8.2,2.4,0.6,0.6,2.3,3.2,25.6,112,117,15.8,0.582,0.197,0.346,4.7,13.9,9.3,8.5,0.6,1.1,9.6,21.6,0.9,0,0.9,0.075,-0.3,-2.9,-3.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ersan İlyasova,PF,32,MIL,16,0,257,6.5,14.1,0.463,1.9,7.2,0.268,4.6,6.9,0.667,3,3.5,0.85,3.5,10.6,14.1,1.6,1.4,1.1,0.9,5.3,18,123,102,15.6,0.574,0.513,0.25,7.9,22.2,15.3,4.7,1.4,2,5.3,14.9,0.5,0.5,1,0.185,0.2,0.2,0.4,0.2,"$7,000,000 ",1.8,2.5,4.4,-2.6,-4,-6.6,1.1,1.4,2.5,0.7,MIL,67,7,1231,6.3,14.4,0.438,2.2,6,0.363,4.1,8.3,0.493,2.3,2.8,0.824,3.5,7.9,11.4,2,1.2,0.8,1.8,6.5,17.1,112,106,11.6,0.548,0.42,0.194,8.2,16.2,12.5,5.5,1.2,1.4,10.4,15.7,1.2,1.9,3,0.119,-1.5,0.1,-1.3,0.2,67,0.87,2.84,0.91,1.36,2.12,1.61,1.75,1.21,1.189,0.557,0.265,0.35,0.365,0,43.83,8.92,5.25,41.73,0.26,13.29,10.81,15.23,80.24,59.84,29.92,1.31,8.92,0.355,0.596,0.8,48.12,38.41,13.47,30.71,10.5,9.45,38.06,6.3,4.72,0.26,0.376,0.35,0.222,0.6,0.417,0.222,0,67,0.87,2.84,0.91,1.36,2.12,1.61,1.75,1.21,1.189,0.557,0.265,0.35,0.365,0,43.83,8.92,5.25,41.73,0.26,13.29,10.81,15.23,80.24,59.84,29.92,1.31,8.92,0.355,0.596,0.8,48.12,38.41,13.47,30.71,10.5,9.45,38.06,6.3,4.72,0.26,0.376,0.35,0.222,0.6,0.417,0.222,0
Frank Mason,PG,25,SAC,38,0,435,7.6,18.1,0.42,1.5,6.8,0.219,6.1,11.2,0.543,4.2,6.1,0.684,0.6,4,4.6,9,1.7,0.4,3.9,3.6,20.9,102,114,12.4,0.502,0.379,0.337,1.4,9,5.1,26.3,1.7,0.8,15.6,21.8,0,0.3,0.3,0.033,-2,-2.5,-4.5,-0.3,,,,,,,,,,,,SAC,38,0,435,7.6,18.1,0.42,1.5,6.8,0.219,6.1,11.2,0.543,4.2,6.1,0.684,0.6,4,4.6,9,1.7,0.4,3.9,3.6,20.9,102,114,12.4,0.502,0.379,0.337,1.4,9,5.1,26.3,1.7,0.8,15.6,21.8,0,0.3,0.3,0.033,-2,-2.5,-4.5,-0.3,38,1.11,2.37,0.71,0.42,0.76,0.97,0.68,2.71,1.154,0.609,0.429,0.45,0.219,0,37.87,12.43,11.83,37.87,0,14.01,9.85,17.02,29.58,66.27,31.36,0.59,1.78,0.321,0.623,0,58.46,21.54,20,34.32,14.79,17.75,29.59,2.37,1.18,0,0.224,0.48,0.467,0.62,0.25,0,0,38,1.11,2.37,0.71,0.42,0.76,0.97,0.68,2.71,1.154,0.609,0.429,0.45,0.219,0,37.87,12.43,11.83,37.87,0,14.01,9.85,17.02,29.58,66.27,31.36,0.59,1.78,0.321,0.623,0,58.46,21.54,20,34.32,14.79,17.75,29.59,2.37,1.18,0,0.224,0.48,0.467,0.62,0.25,0,0
Garrison Mathews,SG,23,WAS,2,0,14,0,6.6,0,0,6.6,0,0,0,0,0,0,0,0,3.3,3.3,6.6,0,0,3.3,9.8,0,39,121,-7.1,0,1,0,0,8,3.9,15.1,0,0,33.3,8.8,-0.1,0,-0.1,-0.199,-9,-3.2,-12.2,0,0,-4.9,0.9,-4,-16,30.6,14.6,-7.3,6.4,-0.9,0,WAS,2,0,14,0,6.6,0,0,6.6,0,0,0,0,0,0,0,0,3.3,3.3,6.6,0,0,3.3,9.8,0,39,121,-7.1,0,1,0,0,8,3.9,15.1,0,0,33.3,8.8,-0.1,0,-0.1,-0.199,-9,-3.2,-12.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Trent,SG,21,POR,11,1,93,7.5,16.6,0.455,5.5,11.5,0.478,2,5,0.4,0,0,0,1.5,4.5,6,2.5,1,1,1,3.5,20.6,125,114,15,0.621,0.697,0,3.3,9.7,6.5,7.6,1,1.8,5.7,15.6,0.2,0,0.2,0.127,2.2,-1.9,0.2,0.1,"$1,416,852 ",4,-2.4,1.6,-0.8,-8.8,-9.7,3.3,-3.7,-0.4,0.1,POR,15,1,111,7,21.8,0.32,2.2,9.2,0.238,4.8,12.7,0.379,1.3,3.1,0.429,0.4,4.4,4.8,2.2,0.4,0.9,1.7,1.7,17.5,81,115,3.6,0.377,0.42,0.14,1,9.4,5.3,6.2,0.4,1.4,7,21.7,-0.3,0.1,-0.2,-0.092,-6.7,-3.6,-10.3,-0.2,15,0,0.53,0.4,0.2,0.27,0.13,0.33,1.93,0.8,0.333,0.25,0.5,0.238,0,18,16,24,42,0,17.16,16.25,17.59,50,86,14,0,0,0.302,0.429,0,55,37.5,7.5,34,30,16,12,4,4,0,0.176,0.467,0.125,0.5,0,1,0,15,0,0.53,0.4,0.2,0.27,0.13,0.33,1.93,0.8,0.333,0.25,0.5,0.238,0,18,16,24,42,0,17.16,16.25,17.59,50,86,14,0,0,0.302,0.429,0,55,37.5,7.5,34,30,16,12,4,4,0,0.176,0.467,0.125,0.5,0,1,0
