,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,url_list,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,Unnamed: 0,salary,Team,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR
469,Isaiah Roby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,"$1,500,000",,,,,,,,,,,,
470,Ty Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,"$2,193,480",,,,,,,,,,,,
471,Jalen Lecque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,"$898,310",,,,,,,,,,,,
472,Naz Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,"$898,310",,,,,,,,,,,,
473,Cole Aldrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,"$685,340",,,,,,,,,,,,
474,Matt Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,"$2,133,541",,,,,,,,,,,,
475,Tyler Lydon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,"$50,000",,,,,,,,,,,,
476,Tyler Ulis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,"$50,000",,,,,,,,,,,,
477,Hollis Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,"$50,000",,,,,,,,,,,,
478,Zion Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,"$9,757,440",,,,,,,,,,,,
479,Darius Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,"$7,250,000",,,,,,,,,,,,
480,Pau Gasol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,"$5,100,000",,,,,,,,,,,,
481,Pau Gasol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0,"$2,564,753",,,,,,,,,,,,
482,Luka Šamanić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,"$2,689,920",,,,,,,,,,,,
483,Andre Roberson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,"$10,740,741",,,,,,,,,,,,
484,Kyle Singler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,"$999,200",,,,,,,,,,,,
485,Andre Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,"$17,185,185",,,,,,,,,,,,
486,Miles Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,"$12,500,000",,,,,,,,,,,,
487,Josh Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,"$7,059,480",,,,,,,,,,,,
488,Dakari Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,"$459,414",,,,,,,,,,,,
489,Ivan Rabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,"$371,758",,,,,,,,,,,,
490,Jusuf Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0,"$12,000,000",,,,,,,,,,,,
491,Andrew Nicholson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,"$2,844,429",,,,,,,,,,,,
492,Anderson Varejão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,"$1,913,345",,,,,,,,,,,,
493,Festus Ezeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0,"$333,333",,,,,,,,,,,,
494,Klay Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0,"$32,742,000",,,,,,,,,,,,
495,Alen Smailagić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,"$898,310",,,,,,,,,,,,
496,Shaun Livingston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,"$666,667",,,,,,,,,,,,
497,Mirza Teletović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,"$3,500,000",,,,,,,,,,,,
498,Jon Leuer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.0,"$3,169,348",,,,,,,,,,,,
499,Spencer Hawes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,"$2,007,058",,,,,,,,,,,,
500,Larry Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.0,"$1,865,547",,,,,,,,,,,,
501,Guerschon Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.0,"$3,117,240",,,,,,,,,,,,
502,Demetrius Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0,"$92,857",,,,,,,,,,,,
503,Justin Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.0,"$1,000,000",,,,,,,,,,,,
504,Cameron Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.0,"$150,000",,,,,,,,,,,,
505,Isaiah Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,"$50,000",,,,,,,,,,,,
506,Dion Waiters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.0,"$12,100,000",,,,,,,,,,,,
507,A.J. Hammons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0,"$350,087",,,,,,,,,,,,
508,Yante Maten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0,"$100,000",,,,,,,,,,,,
509,Zhaire Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.0,"$3,058,800",,,,,,,,,,,,
510,Victor Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0,"$21,000,000",,,,,,,,,,,,
511,Monta Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.0,"$2,245,400",,,,,,,,,,,,
512,Kevin Durant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.0,"$37,199,000",,,,,,,,,,,,
513,Deron Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.0,"$5,474,787",,,,,,,,,,,,
514,Wilson Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0,"$2,564,753",,,,,,,,,,,,
515,Timofey Mozgov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.0,"$5,573,333",,,,,,,,,,,,
516,C.J. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.0,"$333,333",,,,,,,,,,,,
517,John Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,"$37,800,000",,,,,,,,,,,,
518,Ian Mahinmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0,"$15,450,051",,,,,,,,,,,,
519,Jonathon Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0,"$1,000,000",,,,,,,,,,,,
520,Jemerrio Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,"$199,000",,,,,,,,,,,,
521,Cristiano Felício,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0,"$8,156,500",,,,,,,,,,,,
522,Ömer Aşık,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.0,"$3,000,000",,,,,,,,,,,,
523,Dylan Windler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.0,"$2,035,800",,,,,,,,,,,,
524,J.R. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0,"$1,456,667",,,,,,,,,,,,
525,Josh Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0,"$5,331,729",,,,,,,,,,,,
526,Joe Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.0,"$220,000",,,,,,,,,,,,
527,Jaylen Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.0,"$100,000",,,,,,,,,,,,
528,Joakim Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0,"$6,431,666",,,,,,,,,,,,
529,Reggie Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.0,"$4,000,000",,,,,,,,,,,,
530,Luka Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mavericks,578.0,10.2,1.4,11.6,7.2,-5.1,2.2,10.0,0.3,10.3,3.9
531,Bogdan Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kings,445.0,4.1,1.1,5.2,-0.2,1.4,1.3,3.6,1.2,4.8,1.7
532,Tomas Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bulls,495.0,0.7,2.3,3.0,6.0,-0.7,5.3,1.8,1.9,3.6,1.6
533,Danuel House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockets,416.0,1.1,3.4,4.5,2.7,1.4,4.0,1.4,3.2,4.6,1.6
534,Bojan Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jazz,565.0,1.9,-0.2,1.6,7.9,-1.6,6.3,3.1,-0.5,2.6,1.5
535,Jakob Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spurs,334.0,0.2,4.5,4.8,7.5,1.7,9.2,1.6,4.4,6.0,1.5
536,Davis Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wizards,441.0,3.7,-1.0,2.7,3.5,3.1,6.6,3.8,-0.2,3.6,1.4
537,Marcus Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knicks,594.0,0.9,0.1,1.0,3.2,-0.9,2.3,1.4,-0.0,1.4,1.2
538,Tim Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mavericks,396.0,2.2,0.5,2.7,2.9,3.4,6.3,2.3,1.1,3.4,1.2
539,Kelly Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suns,518.0,1.2,1.6,2.9,-1.7,-2.0,-3.8,0.7,1.0,1.8,1.2
540,Nikola Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magic,431.0,-0.5,2.1,1.6,5.6,-0.4,5.2,0.7,1.7,2.4,1.1
541,Nikola Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuggets,490.0,1.6,-0.2,1.4,2.6,-1.0,1.6,1.8,-0.5,1.3,1.0
542,Dennis Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thunder,490.0,-1.9,0.2,-1.8,-2.3,14.8,12.6,-2.1,2.9,0.8,0.9
543,JJ Redick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pelicans,479.0,2.5,-2.0,0.5,2.1,-1.6,0.6,2.5,-2.0,0.5,0.8
544,Dario Saric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suns,468.0,-1.3,0.8,-0.5,4.2,-1.1,3.1,-0.4,0.5,0.1,0.7
545,Ersan Ilyasova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bucks,257.0,1.8,2.5,4.4,-2.6,-4.0,-6.6,1.1,1.4,2.5,0.7
546,Taurean Prince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nets,540.0,-1.8,0.5,-1.3,3.4,-1.5,1.9,-0.9,0.1,-0.8,0.6
547,Jonas Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grizzlies,412.0,-1.3,1.0,-0.3,-1.5,0.8,-0.6,-1.4,1.1,-0.3,0.5
548,James Ennis III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76ers,286.0,1.4,-1.1,0.3,5.3,-2.3,3.0,2.2,-1.4,0.8,0.5
549,Troy Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wizards,275.0,-0.6,1.4,0.8,-0.8,0.5,-0.3,-0.7,1.4,0.7,0.5
550,Skal Labissiere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trail Blazers,317.0,-0.7,0.9,0.3,-1.3,0.4,-0.8,-0.8,0.9,0.1,0.5
551,Wendell Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bulls,545.0,-1.3,-1.9,-3.2,7.4,0.7,8.1,0.3,-1.5,-1.2,0.4
552,Otto Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bulls,226.0,0.7,-0.3,0.4,2.0,-2.3,-0.3,1.0,-0.7,0.4,0.4
553,Glenn Robinson III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warriors,604.0,-0.1,-1.4,-1.4,2.0,-5.4,-3.4,0.3,-2.1,-1.8,0.3
554,Kristaps Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mavericks,499.0,-2.0,0.5,-1.4,-4.4,2.8,-1.6,-2.7,1.0,-1.7,0.3
555,Robert Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celtics,213.0,-1.3,1.8,0.6,4.5,-8.0,-3.5,-0.3,0.0,-0.3,0.3
556,Goran Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heat,460.0,2.2,-2.5,-0.3,-1.2,-6.8,-8.0,1.7,-3.5,-1.7,0.2
557,TJ Leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacers,158.0,0.2,0.4,0.6,-7.2,5.0,-2.2,-1.1,1.2,0.0,0.2
558,CJ Miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wizards,161.0,1.2,-0.3,0.9,0.1,-6.6,-6.5,1.0,-1.4,-0.4,0.2
559,Boban Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mavericks,104.0,0.2,-2.1,-1.9,13.7,-1.2,12.5,2.6,-2.1,0.5,0.2
560,Derrick Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heat,57.0,-1.3,4.1,2.8,4.6,-2.3,2.3,-0.3,3.0,2.8,0.2
561,Larry Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cavaliers,414.0,0.9,-1.6,-0.7,-3.0,-5.0,-8.1,0.2,-2.3,-2.0,0.2
562,Juancho Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuggets,122.0,-2.5,0.9,-1.6,2.0,3.2,5.2,-1.7,1.2,-0.5,0.1
563,Charles Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hawks,16.0,2.7,7.3,10.0,3.3,12.6,15.9,3.0,8.8,11.8,0.1
564,Gary Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trail Blazers,93.0,4.0,-2.4,1.6,-0.8,-8.8,-9.7,3.3,-3.7,-0.4,0.1
565,Derrick Walton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clippers,9.0,0.4,-4.4,-4.0,13.3,10.2,23.5,2.7,-2.1,0.6,0.0
566,Brian Bowen II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacers,10.0,-7.6,7.4,-0.2,-1.1,0.8,-0.3,-6.7,6.5,-0.2,0.0
567,Vlatko Cancar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuggets,2.0,-10.0,-14.8,-24.9,-1.0,16.6,15.6,-8.7,-9.8,-18.6,-0.0
568,Zach Norvell Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lakers,5.0,-10.1,-11.9,-22.0,-7.6,-9.6,-17.2,-10.2,-12.2,-22.3,-0.0
569,Timothe Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nets,6.0,-17.3,-9.3,-26.6,-20.9,1.5,-19.3,-18.8,-7.8,-26.6,-0.1
570,Ante Zizic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cavaliers,64.0,-3.6,-1.4,-4.9,1.6,-8.0,-6.4,-2.7,-2.6,-5.3,-0.1
571,Marvin Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kings,28.0,-7.0,0.7,-6.3,-12.0,-6.1,-18.1,-8.2,-0.5,-8.8,-0.1
572,Svi Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pistons,205.0,-1.9,-3.0,-4.9,2.6,0.9,3.5,-1.2,-2.4,-3.6,-0.1
573,Melvin Frazier Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magic,8.0,-4.0,-24.1,-28.1,3.0,-18.8,-15.7,-2.8,-24.4,-27.2,-0.1
574,Lonnie Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spurs,64.0,-2.7,-4.7,-7.4,-5.2,3.9,-1.3,-3.3,-3.3,-6.6,-0.1
575,Michael Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuggets,90.0,-3.6,-0.1,-3.7,-10.3,-5.2,-15.5,-5.0,-1.2,-6.2,-0.2
576,Jaren Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grizzlies,425.0,-0.7,-1.4,-2.1,0.5,-10.2,-9.7,-0.5,-3.0,-3.5,-0.2
577,Dzanan Musa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nets,211.0,-4.5,1.2,-3.3,-8.5,0.7,-7.9,-5.5,1.2,-4.3,-0.2
578,Willy Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hornets,48.0,-5.4,-2.2,-7.6,-12.1,-6.4,-18.5,-6.9,-2.9,-9.8,-0.2
579,Nicolo Melli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pelicans,263.0,-0.2,-2.7,-2.9,-4.0,-4.8,-8.8,-0.9,-3.1,-4.1,-0.2
580,Wes Iwundu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magic,132.0,-4.9,-0.2,-5.1,-1.4,-4.1,-5.5,-4.5,-1.0,-5.5,-0.2
581,P.J. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hornets,522.0,-1.5,-2.5,-4.0,-1.0,-0.4,-1.4,-1.5,-2.1,-3.6,-0.2
582,Harry Giles III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kings,52.0,-8.6,-3.4,-12.0,-13.0,-1.5,-14.5,-9.9,-3.2,-13.1,-0.3
583,Dennis Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knicks,172.0,-4.0,-3.1,-7.1,-6.9,-5.3,-12.2,-4.7,-3.6,-8.3,-0.5
584,Kevin Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knicks,357.0,-1.3,-3.9,-5.2,-5.5,-1.2,-6.7,-2.1,-3.6,-5.7,-0.5
585,Kevin Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cavaliers,355.0,-2.1,-4.1,-6.2,-8.6,-3.9,-12.5,-3.4,-4.2,-7.6,-0.9
