,Player,Age,W,L,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,PF,FP,DD2,TD3,+/-,DEF_RTG,DREB%,T_DREB%,STL,T_STL%,BLK,T_BLK%,OP_TOV,OP_2NDPTS,OP_PAINT,DEF_WS,USG%,T_FGM%,T_FGA%,T_3PM%,T_3PA%,T_FTM%,T_FTA%,T_OREB%,T_REB%,T_AST%,T_TOV%,T_BLKA%,T_PF%,T_PFD%,T_PTS%,FGA_2P%,FGA_3P%,2PT%,2PT_MR%,3PT%,FBPTS%,OFFTOV%,PAINTPTS%,AST_2FGM%,UAST_2FGM%,AST_3FGM%,UAST_3FGM%,FGM_AST%,FGM_UAST%,PTS_TOV,2ND_CH_PTS,FB_PTS,PAINT_PTS,OPP_PTS_TOV,OPP_2ND_PTS,OPP_FBPTS,OPP_PAINT_PTS,BLKA,PFD,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,salary,def_kmean
75,Tacko Fall,23.0,1.0,0.0,3.6,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,6.6,0.0,0.0,-2.0,3.0,60.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.036000000000000004,62.5,66.7,80.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,50.0,0.0,100.0,0.0,66.7,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,-31.0,-0.4,-31.4,-12.2,3.3,-8.9,-29.2,0.0,-29.2,-0.1,0,1
78,Timothe Luwawu-Cabarrot,24.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,4.0,0.021,21.4,0.0,22.2,0.0,16.7,50.0,33.3,0.0,0.0,0.0,0.0,100.0,0.0,33.3,11.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,4.0,0.5,0.5,6.0,-17.3,-9.3,-26.6,-20.9,1.5,-19.3,-18.8,-7.8,-26.6,-0.1,0,1
83,Vlatko Cancar,22.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-10.0,-14.8,-24.9,-1.0,16.6,15.6,-8.7,-9.8,-18.6,0.0,"$1,517,981 ",1
86,Willy Hernangomez,25.0,1.0,6.0,8.1,1.3,2.9,45.0,0.3,0.7,40.0,0.6,1.1,50.0,1.3,1.7,3.0,0.3,0.7,0.6,8.5,0.0,0.0,-4.1,1.7,30.8,0.1,14.3,0.4,60.0,5.3,1.4,2.7,8.6,0.002,20.9,23.1,19.8,22.2,12.8,16.7,21.1,64.3,39.6,8.7,26.3,50.0,18.2,22.6,21.6,75.0,25.0,58.3,0.0,25.0,0.0,29.2,58.3,71.4,28.6,100.0,0.0,77.8,22.2,1.0,0.7,0.0,2.0,5.3,1.4,2.7,8.6,0.3,1.0,48.0,-5.4,-2.2,-7.6,-12.1,-6.4,-18.5,-6.9,-2.9,-9.8,-0.2,"$1,676,735 ",1
87,Yuta Watanabe,25.0,0.0,1.0,2.9,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.2,0.0,0.0,5.0,1.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.076,22.2,40.0,25.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,100.0,0.0,40.0,100.0,0.0,100.0,50.0,0.0,0.0,50.0,50.0,0.0,100.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,15.0,4.0,19.0,7.7,35.6,43.3,14.5,10.2,24.7,0.0,0,1
88,Zach Norvell Jr.,21.0,2.0,0.0,2.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.6,0.0,0.0,-2.0,0.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.001,7.7,0.0,11.1,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,-10.1,-11.9,-22.0,-7.6,-9.6,-17.2,-10.2,-12.2,-22.3,0.0,0,1
89,Zylan Cheatham,24.0,1.0,1.0,9.9,0.5,2.0,25.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,0.5,1.5,3.1,0.0,0.0,-11.5,1.5,25.0,0.0,0.0,0.0,0.0,4.0,5.5,3.0,12.0,-0.044,12.2,9.1,12.9,0.0,7.1,0.0,0.0,0.0,23.1,14.3,14.3,0.0,37.5,0.0,6.7,75.0,25.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,4.0,5.5,3.0,12.0,0.0,0.0,20.0,-8.2,-9.9,-18.2,-16.5,-17.9,-34.4,-10.2,-11.9,-22.1,-0.2,0,1
273,Frank Jackson,21.0,5.0,13.0,15.8,2.7,7.0,38.9,1.1,3.3,33.3,1.3,1.7,80.0,0.3,1.2,1.5,1.1,1.0,1.7,11.9,0.0,0.0,-3.6,1.2,11.8,0.4,18.6,0.1,3.3,5.8,5.4,6.3,19.3,-0.009000000000000001,21.6,19.6,22.5,22.2,26.3,24.5,22.4,7.8,10.8,13.2,21.2,27.6,18.6,16.4,20.6,52.4,47.6,40.8,9.9,42.3,9.9,23.2,31.0,41.4,58.6,90.0,10.0,61.2,38.8,1.8,0.5,0.8,2.4,5.8,5.4,6.3,19.3,0.4,1.2,277.0,-0.9,-6.4,-7.4,0.9,-7.9,-6.9,-0.6,-7.0,-7.6,-0.7,"$1,618,520",1
290,Allonzo Trier,23.0,1.0,8.0,13.8,2.1,4.2,50.0,1.1,2.4,45.5,2.1,2.7,79.2,0.1,1.4,1.6,1.4,1.7,2.2,11.5,0.0,0.0,-5.7,1.4,14.0,0.2,11.8,0.3,21.4,6.6,3.0,3.0,13.8,0.040999999999999995,20.4,23.2,17.7,31.3,25.6,38.0,32.9,3.3,11.4,31.7,30.0,21.4,27.0,26.8,27.2,42.1,57.9,26.9,17.9,44.8,17.9,14.9,9.0,0.0,100.0,70.0,30.0,36.8,63.2,1.1,0.4,1.3,0.7,6.6,3.0,3.0,13.8,0.3,1.7,124.0,-2.7,-7.0,-9.6,-10.8,1.5,-9.3,-4.3,-5.7,-10.0,-0.5,"$3,551,100",1
319,Justin Jackson,24.0,12.0,5.0,13.0,2.2,4.6,48.7,1.1,2.4,45.0,0.5,0.6,81.8,0.4,2.1,2.5,0.4,0.2,1.1,10.3,0.0,0.0,2.3,2.1,19.8,0.2,9.7,0.1,11.8,4.4,3.2,4.1,14.9,0.039,15.8,18.5,17.8,27.3,22.5,11.0,10.9,14.9,18.8,5.6,7.8,17.6,19.2,9.3,18.5,48.7,51.3,38.8,1.9,52.4,16.5,10.7,36.9,85.0,15.0,100.0,0.0,92.1,7.9,0.6,0.5,1.0,2.2,4.4,3.2,4.1,14.9,0.2,0.6,209.0,0.8,-4.5,-3.6,3.5,-1.8,1.8,1.3,-4.2,-2.9,-0.0,"$3,280,920",1
322,Jacob Evans,22.0,1.0,2.0,14.4,1.7,4.0,41.7,1.3,2.7,50.0,1.3,1.3,100.0,0.3,1.3,1.7,0.7,0.3,0.7,8.7,0.0,0.0,-4.0,1.3,17.4,0.0,0.0,0.0,0.0,3.7,1.7,6.3,17.3,-0.044000000000000004,12.8,16.1,14.0,36.4,21.6,11.4,10.8,6.7,13.2,10.0,9.1,20.0,13.3,16.0,16.7,33.3,66.7,11.1,0.0,66.7,11.1,22.2,11.1,100.0,0.0,75.0,25.0,80.0,20.0,1.3,1.0,0.7,0.7,3.7,1.7,6.3,17.3,0.3,1.3,43.0,2.6,-5.9,-3.2,-1.9,-11.2,-13.1,2.0,-7.1,-5.2,-0.1,"$1,925,880",1
340,Brandon Knight,27.0,0.0,6.0,12.7,1.8,5.3,34.4,1.5,4.3,34.6,0.3,0.7,50.0,0.2,1.0,1.2,2.0,1.0,1.3,9.9,0.0,0.0,-5.2,1.0,12.8,0.3,25.0,0.0,0.0,3.8,1.3,2.0,15.7,-0.044000000000000004,22.0,18.6,22.2,34.6,37.7,6.7,11.8,6.7,11.3,38.7,31.6,14.3,22.9,21.1,19.0,18.8,81.3,12.1,0.0,81.8,0.0,0.0,12.1,50.0,50.0,44.4,55.6,45.5,54.5,0.0,0.5,0.0,0.7,3.8,1.3,2.0,15.7,0.3,1.3,76.0,-3.1,-3.9,-6.9,2.4,-11.2,-8.7,-2.1,-5.4,-7.5,-0.2,"$15,643,750",1
344,Cheick Diallo,23.0,5.0,8.0,9.6,2.4,3.0,79.5,0.0,0.0,0.0,0.6,0.7,88.9,0.8,2.0,2.8,0.5,0.5,1.0,10.0,1.0,0.0,0.8,2.0,32.5,0.0,0.0,0.3,44.4,1.8,2.6,2.4,9.7,0.004,17.0,26.7,17.0,0.0,0.0,20.0,18.0,41.7,34.6,9.1,25.0,0.0,37.1,14.9,23.0,100.0,0.0,88.6,11.4,0.0,5.7,17.1,77.1,80.6,19.4,0.0,0.0,80.6,19.4,0.9,0.9,0.3,4.2,1.8,2.6,2.4,9.7,0.0,0.5,121.0,3.1,2.3,5.4,9.3,-9.6,-0.2,4.4,0.2,4.7,0.5,"$1,678,854",1
349,Marco Belinelli,33.0,7.0,12.0,16.1,1.8,6.2,29.1,0.9,3.1,29.3,0.6,0.9,66.7,0.1,1.6,1.7,1.6,0.5,0.7,9.8,0.0,0.0,1.8,1.6,12.7,0.3,14.3,0.0,0.0,4.2,3.9,3.5,15.7,0.06,17.3,11.8,19.4,25.4,32.8,14.0,15.0,1.2,9.7,17.9,9.8,7.1,12.5,14.6,13.3,50.4,49.6,35.1,22.7,52.6,13.4,9.3,12.4,88.2,11.8,82.4,17.6,85.3,14.7,0.5,0.6,0.7,0.6,4.2,3.9,3.5,15.7,0.1,0.9,293.0,-3.3,-4.2,-7.4,4.1,3.2,7.3,-2.1,-3.0,-5.1,-0.3,"$5,846,154",1
356,Troy Daniels,28.0,12.0,2.0,15.1,1.8,5.1,34.7,1.1,3.8,30.2,0.2,0.2,100.0,0.2,1.1,1.4,0.4,0.3,0.6,8.2,0.0,0.0,-0.6,1.1,11.9,0.4,13.9,0.1,3.0,5.3,5.5,5.1,14.4,0.061,15.2,15.4,19.6,32.7,36.8,4.2,3.1,7.9,11.0,6.2,6.1,15.4,9.4,3.2,15.5,26.4,73.6,26.1,5.8,69.6,7.2,10.1,20.3,100.0,0.0,100.0,0.0,100.0,0.0,0.5,0.6,0.4,1.0,5.3,5.5,5.1,14.4,0.1,0.2,198.0,-1.6,-3.4,-5.1,-5.7,-1.2,-6.9,-2.5,-3.3,-5.7,-0.3,"$2,028,594",1
357,Wayne Ellington,32.0,3.0,12.0,15.0,1.6,4.9,32.9,1.4,4.4,31.8,0.3,0.4,66.7,0.0,1.7,1.7,0.9,0.7,1.0,8.4,0.0,0.0,-0.7,1.7,15.9,0.1,7.1,0.1,6.1,5.3,4.7,3.9,13.1,0.062,15.7,14.6,19.0,33.3,37.9,5.2,4.9,0.0,12.3,14.9,12.5,18.8,13.3,9.5,15.6,9.6,90.4,8.2,2.7,86.3,20.5,28.8,5.5,66.7,33.3,95.2,4.8,91.7,8.3,1.4,0.1,1.0,0.3,5.3,4.7,3.9,13.1,0.2,0.7,213.0,-1.4,-2.7,-4.1,-2.2,5.0,2.8,-1.5,-1.4,-2.9,-0.0,"$7,804,878",1
359,Courtney Lee,34.0,4.0,1.0,9.4,2.0,3.4,58.8,0.8,1.4,57.1,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.0,1.0,7.4,0.0,0.0,1.4,0.4,6.1,0.0,0.0,0.4,22.2,2.6,3.6,4.6,13.6,-0.011000000000000001,15.7,19.6,18.9,20.0,21.2,0.0,0.0,0.0,5.3,12.0,0.0,0.0,35.7,0.0,18.2,58.8,41.2,50.0,16.7,50.0,20.8,8.3,33.3,83.3,16.7,50.0,50.0,70.0,30.0,0.4,0.4,1.0,1.6,2.6,3.6,4.6,13.6,0.0,0.0,47.0,1.7,-2.1,-0.4,10.6,-9.5,1.2,3.3,-3.6,-0.3,0.1,"$12,759,670",1
363,Matt Thomas,25.0,9.0,3.0,11.3,1.7,3.1,54.1,1.2,2.2,53.8,0.3,0.4,60.0,0.1,1.0,1.1,0.3,0.3,1.0,7.2,0.0,0.0,2.4,1.0,11.2,0.3,21.1,0.0,0.0,4.3,2.9,2.1,10.5,0.057,12.5,17.2,14.0,33.3,24.1,6.0,7.9,3.1,9.4,5.1,10.0,10.5,17.9,5.9,17.6,29.7,70.3,21.1,17.5,73.7,10.5,29.8,3.5,100.0,0.0,100.0,0.0,100.0,0.0,1.4,0.4,0.5,0.2,4.3,2.9,2.1,10.5,0.2,0.3,136.0,1.2,-1.1,0.1,-0.6,0.3,-0.3,0.9,-0.9,-0.0,0.2,"$898,310",1
368,Elie Okobo,22.0,6.0,7.0,11.0,1.5,3.8,40.0,0.8,1.8,41.7,0.7,1.3,52.9,0.2,1.0,1.2,2.8,0.3,0.6,10.7,0.0,0.0,2.8,1.0,14.1,0.3,14.3,0.0,0.0,2.5,3.1,2.5,11.5,0.027000000000000003,18.1,14.6,18.9,24.4,23.8,15.3,24.3,8.3,12.9,38.3,12.5,0.0,16.7,21.7,15.8,52.0,48.0,33.9,3.4,50.8,22.0,10.2,30.5,50.0,50.0,70.0,30.0,60.0,40.0,0.5,0.2,1.0,1.4,2.5,3.1,2.5,11.5,0.0,1.0,137.0,3.3,-5.4,-2.1,9.9,-2.7,7.3,4.7,-5.2,-0.5,0.2,"$1,416,852",1
371,Patrick Patterson,30.0,12.0,6.0,13.7,1.5,3.9,38.0,1.2,3.1,40.0,0.2,0.4,50.0,0.7,2.0,2.7,0.7,0.3,0.8,9.1,0.0,0.0,1.7,2.0,19.9,0.1,5.1,0.1,6.9,4.5,2.7,4.2,11.7,0.055,13.2,13.4,15.3,32.4,29.3,4.1,6.6,19.7,19.8,11.2,7.8,0.0,13.1,10.1,14.1,22.5,77.5,12.5,2.5,82.5,28.8,26.3,10.0,100.0,0.0,100.0,0.0,100.0,0.0,1.2,0.9,1.3,0.4,4.5,2.7,4.2,11.7,0.0,0.7,243.0,-1.8,1.4,-0.4,-0.9,-0.9,-1.9,-1.8,1.0,-0.7,0.2,"$2,331,593",1
372,Patrick Patterson,30.0,12.0,6.0,13.7,1.5,3.9,38.0,1.2,3.1,40.0,0.2,0.4,50.0,0.7,2.0,2.7,0.7,0.3,0.8,9.1,0.0,0.0,1.7,2.0,19.9,0.1,5.1,0.1,6.9,4.5,2.7,4.2,11.7,0.055,13.2,13.4,15.3,32.4,29.3,4.1,6.6,19.7,19.8,11.2,7.8,0.0,13.1,10.1,14.1,22.5,77.5,12.5,2.5,82.5,28.8,26.3,10.0,100.0,0.0,100.0,0.0,100.0,0.0,1.2,0.9,1.3,0.4,4.5,2.7,4.2,11.7,0.0,0.7,243.0,-1.8,1.4,-0.4,-0.9,-0.9,-1.9,-1.8,1.0,-0.7,0.2,"$737,067",1
376,Carsen Edwards,21.0,12.0,4.0,11.6,1.4,4.6,31.5,0.9,2.7,32.6,0.6,0.7,81.8,0.3,1.6,1.9,1.0,0.5,0.9,9.1,0.0,0.0,-1.9,1.6,18.6,0.4,24.0,0.1,8.0,4.3,2.9,3.6,11.0,0.057,18.5,17.6,21.8,38.9,33.3,11.4,10.4,11.6,16.9,20.0,12.5,12.5,19.0,10.3,18.3,41.1,58.9,26.1,14.5,60.9,5.8,17.4,11.6,44.4,55.6,64.3,35.7,56.5,43.5,0.8,0.0,0.3,0.5,4.3,2.9,3.6,11.0,0.2,0.6,172.0,-2.7,-0.4,-3.1,-14.0,-2.7,-16.7,-5.0,-0.9,-5.9,-0.3,"$1,200,000",1
386,Georges Niang,26.0,9.0,4.0,9.9,1.4,2.9,47.4,0.7,1.8,39.1,0.5,0.6,75.0,0.1,1.3,1.4,0.5,0.5,1.5,6.3,0.0,0.0,-3.8,1.3,16.7,0.0,0.0,0.2,18.2,4.6,3.5,2.5,8.9,0.054000000000000006,15.9,21.7,17.4,33.3,25.3,15.0,15.7,5.0,14.8,13.7,13.7,7.7,26.4,14.0,21.9,39.5,60.5,35.3,7.8,52.9,15.7,0.0,27.5,44.4,55.6,100.0,0.0,72.2,27.8,0.0,0.2,0.6,1.1,4.6,3.5,2.5,8.9,0.1,0.5,128.0,0.7,-5.8,-5.1,-11.6,2.1,-9.5,-1.5,-4.7,-6.2,-0.2,"$1,645,357",1
387,Daniel Gafford,21.0,4.0,7.0,9.8,1.6,2.5,66.7,0.0,0.0,0.0,0.6,1.3,50.0,1.0,0.9,1.9,0.1,0.1,1.4,8.2,0.0,0.0,-2.8,0.9,12.8,0.0,0.0,0.6,50.0,3.5,2.2,2.5,7.3,0.048,12.9,23.4,12.9,0.0,0.0,24.1,33.3,39.3,19.8,2.1,2.9,12.5,26.8,26.8,21.1,100.0,0.0,83.7,0.0,0.0,9.3,9.3,83.7,61.1,38.9,0.0,0.0,61.1,38.9,0.4,1.1,0.4,3.3,3.5,2.2,2.5,7.3,0.2,1.0,100.0,-1.7,-0.5,-2.2,-10.4,5.0,-5.4,-3.3,0.5,-2.9,-0.0,"$898,310",1
388,Denzel Valentine,26.0,1.0,5.0,7.1,1.5,3.7,40.9,0.8,2.3,35.7,0.0,0.0,0.0,0.3,1.3,1.7,0.5,0.2,0.5,7.4,0.0,0.0,-0.2,1.3,25.8,0.2,20.0,0.2,25.0,1.8,1.3,2.5,6.3,0.046,20.7,29.0,25.9,55.6,48.3,0.0,0.0,20.0,24.4,18.8,8.3,0.0,11.1,5.6,25.6,36.4,63.6,34.8,17.4,65.2,8.7,21.7,17.4,75.0,25.0,60.0,40.0,66.7,33.3,0.8,0.0,0.3,0.7,1.8,1.3,2.5,6.3,0.0,0.2,32.0,2.9,-1.6,1.2,-4.2,9.5,5.3,1.8,0.4,2.3,0.1,"$3,377,569",1
390,D.J. Wilson,23.0,7.0,1.0,9.8,1.5,3.6,41.4,0.8,2.8,27.3,0.0,0.0,0.0,0.4,1.4,1.8,1.0,0.5,0.6,7.2,0.0,0.0,-1.4,1.4,17.2,0.0,0.0,0.1,12.5,5.6,3.9,3.3,11.3,0.003,17.3,16.9,20.9,20.0,30.6,0.0,0.0,16.7,17.1,15.4,11.8,0.0,16.7,9.5,15.8,24.1,75.9,40.0,6.7,60.0,23.3,10.0,33.3,100.0,0.0,100.0,0.0,100.0,0.0,0.4,0.4,0.9,1.3,5.6,3.9,3.3,11.3,0.0,0.3,55.0,-5.1,-10.5,-15.5,-6.6,-9.6,-16.2,-5.7,-11.0,-16.7,-0.4,"$2,961,120",1
391,Shake Milton,23.0,7.0,1.0,8.8,1.3,3.6,34.5,0.5,2.1,23.5,0.8,0.9,85.7,0.1,0.8,0.9,0.5,1.5,1.6,4.4,0.0,0.0,-1.6,0.8,10.9,0.1,16.7,0.0,0.0,3.4,1.8,1.9,9.0,0.054000000000000006,25.4,19.6,22.3,26.7,30.9,37.5,31.8,7.7,10.3,10.3,44.4,0.0,41.9,20.8,22.6,41.4,58.6,40.0,0.0,40.0,10.0,0.0,40.0,83.3,16.7,100.0,0.0,90.0,10.0,0.0,0.0,0.4,1.5,3.4,1.8,1.9,9.0,0.0,0.6,70.0,-12.4,-3.1,-15.4,-12.3,1.7,-10.6,-13.0,-2.4,-15.4,-0.5,"$1,445,697",1
394,Admiral Schofield,22.0,2.0,4.0,8.7,1.2,1.7,70.0,0.7,1.2,57.1,0.7,0.7,100.0,0.3,1.0,1.3,0.2,0.0,0.5,5.5,0.0,0.0,1.7,1.0,14.3,0.0,0.0,0.0,0.0,2.5,1.3,2.3,8.3,0.073,8.9,16.3,10.0,22.2,13.2,26.7,22.2,40.0,17.0,3.3,0.0,0.0,14.3,14.3,18.5,30.0,70.0,27.3,18.2,54.5,9.1,9.1,9.1,66.7,33.3,100.0,0.0,85.7,14.3,0.3,0.0,0.3,0.3,2.5,1.3,2.3,8.3,0.0,0.5,52.0,3.7,-1.3,2.4,-7.9,11.4,3.4,1.8,1.0,2.8,0.1,"$898,310",1
396,Luke Kornet,24.0,3.0,8.0,11.5,1.4,4.0,34.1,0.5,2.2,20.8,0.5,0.5,100.0,0.5,1.4,1.8,0.5,0.3,1.1,9.4,0.0,0.0,-2.0,1.4,20.0,0.2,8.3,0.8,75.0,3.5,5.0,2.1,14.4,0.022000000000000002,15.9,13.8,18.3,18.5,27.9,15.6,11.1,22.7,20.6,9.1,7.5,6.9,21.8,12.5,14.4,45.5,54.5,50.0,5.0,37.5,7.5,22.5,45.0,90.0,10.0,100.0,0.0,93.3,6.7,0.8,0.2,0.3,1.6,3.5,5.0,2.1,14.4,0.2,0.5,126.0,-5.6,-8.4,-13.9,0.6,-6.6,-6.0,-4.7,-8.5,-13.2,-0.7,"$2,195,122",1
399,Thon Maker,22.0,6.0,11.0,12.3,1.1,2.3,48.7,0.4,0.8,46.2,0.9,1.8,51.6,0.6,1.5,2.1,0.5,0.6,1.6,9.4,0.0,0.0,-2.5,1.5,20.5,0.4,23.1,0.7,48.0,5.8,3.0,3.2,14.2,0.009000000000000001,12.8,12.3,11.4,10.5,8.8,14.2,20.8,32.3,22.9,9.0,13.5,12.5,29.5,24.8,12.5,66.7,33.3,43.3,10.0,30.0,0.0,21.7,33.3,84.6,15.4,100.0,0.0,89.5,10.5,0.8,0.4,0.0,1.2,5.8,3.0,3.2,14.2,0.2,1.5,208.0,-0.8,-3.4,-4.2,-0.9,-6.1,-7.1,-0.9,-4.0,-4.9,-0.2,"$3,569,643",1
400,Gary Clark,25.0,5.0,1.0,10.6,1.3,3.2,42.1,0.8,2.5,33.3,0.0,0.0,0.0,0.8,1.7,2.5,0.8,0.0,0.8,8.8,0.0,0.0,5.2,1.7,22.2,0.2,7.7,0.2,25.0,3.8,2.2,2.8,9.0,0.043,11.9,12.9,15.3,18.5,21.1,0.0,0.0,35.7,25.4,14.7,0.0,20.0,14.3,12.0,12.2,21.1,78.9,28.6,0.0,71.4,0.0,9.5,28.6,66.7,33.3,100.0,0.0,87.5,12.5,0.3,0.3,0.0,1.0,3.8,2.2,2.8,9.0,0.2,0.5,39.0,5.4,-9.2,-3.8,13.4,-1.2,12.2,7.1,-8.3,-1.2,0.0,"$1,416,852",1
401,Michael Kidd-Gilchrist,26.0,0.0,2.0,9.2,1.0,5.0,20.0,0.5,1.5,33.3,1.0,1.0,100.0,0.5,2.5,3.0,0.5,0.5,1.5,7.4,0.0,0.0,-4.0,2.5,41.7,0.0,0.0,0.0,0.0,2.5,2.0,3.5,7.0,0.04,27.3,20.0,29.4,25.0,21.4,25.0,15.4,16.7,33.3,16.7,25.0,100.0,50.0,16.7,21.9,70.0,30.0,28.6,0.0,42.9,0.0,28.6,28.6,0.0,100.0,100.0,0.0,50.0,50.0,1.0,1.0,0.0,1.0,2.5,2.0,3.5,7.0,0.5,1.0,18.0,-9.0,-2.5,-11.4,-17.1,4.6,-12.5,-10.8,-1.2,-12.0,-0.1,"$13,000,000",1
402,Jerome Robinson,22.0,9.0,6.0,11.1,1.3,3.6,37.0,0.7,1.9,35.7,0.1,0.3,50.0,0.0,1.2,1.2,0.9,0.7,1.3,7.4,0.0,0.0,3.4,1.2,13.7,0.3,20.0,0.3,25.0,3.0,3.7,3.5,11.3,0.066,15.5,13.5,17.5,21.3,25.2,2.8,4.3,0.0,10.8,16.3,18.2,9.1,23.5,5.6,12.6,48.1,51.9,38.5,15.4,57.7,15.4,9.6,23.1,50.0,50.0,100.0,0.0,75.0,25.0,0.3,0.1,0.5,0.8,3.0,3.7,3.5,11.3,0.1,0.3,152.0,-3.6,-0.5,-4.1,2.8,5.6,8.4,-2.6,0.6,-2.1,0.1,"$3,567,720",1
404,Tyrone Wallace,25.0,2.0,10.0,12.2,1.2,3.5,33.3,0.1,1.2,7.1,0.9,1.4,64.7,0.3,1.6,1.8,1.0,0.8,1.4,7.8,0.0,0.0,-3.5,1.6,21.1,0.4,19.2,0.1,7.1,4.2,3.0,2.9,10.0,0.034,15.9,12.8,15.9,4.0,13.3,19.0,19.1,8.1,17.3,20.3,16.1,25.0,23.0,21.2,13.3,66.7,33.3,65.0,0.0,7.5,20.0,22.5,65.0,61.5,38.5,0.0,100.0,57.1,42.9,0.8,0.2,0.7,2.2,4.2,3.0,2.9,10.0,0.4,1.2,129.0,-3.5,-0.4,-3.9,-7.3,7.3,0.0,-4.4,1.1,-3.3,-0.0,"$1,588,231",1
405,Kyle O'Quinn,29.0,10.0,3.0,9.2,1.4,2.5,54.5,0.4,0.9,41.7,0.2,0.5,33.3,1.0,2.3,3.3,1.3,0.9,1.4,10.4,0.0,0.0,-4.3,2.3,40.5,0.2,9.1,0.5,53.8,4.8,1.6,2.5,10.0,-0.001,15.8,18.4,14.8,20.8,15.4,6.3,13.0,48.1,42.6,26.6,24.0,8.3,25.4,17.0,17.1,63.6,36.4,60.5,14.0,34.9,9.3,16.3,46.5,61.5,38.5,80.0,20.0,66.7,33.3,0.5,0.7,0.3,1.5,4.8,1.6,2.5,10.0,0.1,0.6,120.0,-0.8,-0.1,-0.8,-4.6,-11.2,-15.8,-1.5,-2.2,-3.8,-0.1,"$2,028,594",1
406,Mfiondu Kabengele,22.0,3.0,1.0,3.5,1.0,1.5,66.7,0.8,1.3,60.0,0.5,0.5,100.0,0.0,0.8,0.8,0.0,0.0,0.8,4.9,0.0,0.0,2.0,0.8,25.0,0.0,0.0,0.3,100.0,1.0,1.0,1.0,3.0,0.018000000000000002,22.6,30.8,28.6,30.0,35.7,100.0,66.7,0.0,25.0,0.0,0.0,0.0,30.0,100.0,34.2,16.7,83.3,15.4,0.0,69.2,0.0,0.0,15.4,100.0,0.0,33.3,66.7,50.0,50.0,0.0,0.8,0.0,0.5,1.0,1.0,1.0,3.0,0.0,0.3,14.0,14.5,4.4,18.9,15.5,4.0,19.5,15.4,4.4,19.8,0.2,"$1,977,000",1
