,Player,Age,W,L,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,PF,FP,DD2,TD3,+/-,DEF_RTG,DREB%,T_DREB%,STL,T_STL%,BLK,T_BLK%,OP_TOV,OP_2NDPTS,OP_PAINT,DEF_WS,USG%,T_FGM%,T_FGA%,T_3PM%,T_3PA%,T_FTM%,T_FTA%,T_OREB%,T_REB%,T_AST%,T_TOV%,T_BLKA%,T_PF%,T_PFD%,T_PTS%,FGA_2P%,FGA_3P%,2PT%,2PT_MR%,3PT%,FBPTS%,OFFTOV%,PAINTPTS%,AST_2FGM%,UAST_2FGM%,AST_3FGM%,UAST_3FGM%,FGM_AST%,FGM_UAST%,PTS_TOV,2ND_CH_PTS,FB_PTS,PAINT_PTS,OPP_PTS_TOV,OPP_2ND_PTS,OPP_FBPTS,OPP_PAINT_PTS,BLKA,PFD,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,salary,off_kmean
159,RJ Barrett,19.0,4.0,14.0,33.0,5.8,14.1,41.5,1.1,3.3,33.9,2.6,5.0,51.1,1.2,4.2,5.4,3.5,2.7,2.7,29.7,1.0,0.0,-5.7,4.2,19.1,1.4,22.1,0.4,14.9,11.6,9.0,10.1,28.3,0.07,23.9,22.8,23.4,16.5,17.9,21.4,27.4,13.3,17.4,25.2,26.2,31.0,16.3,26.1,21.9,76.7,23.3,61.6,7.2,21.7,14.9,20.7,54.3,37.6,62.4,95.0,5.0,48.6,51.4,3.2,1.3,2.3,8.3,11.6,9.0,10.1,28.3,1.0,3.9,565.0,-1.4,0.7,-0.8,-4.6,-2.1,-6.7,-2.0,0.2,-1.8,0.3,"$7,839,960",2
161,Alec Burks,28.0,3.0,14.0,28.5,4.9,12.0,40.7,1.5,4.1,35.7,3.8,4.2,88.9,0.5,3.9,4.5,2.7,1.4,2.3,26.8,1.0,0.0,-6.0,3.9,19.8,0.9,19.0,0.4,10.7,11.2,8.3,7.2,28.6,0.055999999999999994,22.0,22.1,23.3,29.4,26.3,33.0,31.0,9.6,17.6,19.8,15.6,22.8,20.4,25.5,24.7,65.7,34.3,45.5,9.4,29.4,15.3,18.8,36.1,50.0,50.0,76.0,24.0,57.8,42.2,2.8,1.0,2.3,5.4,11.2,8.3,7.2,28.6,0.8,3.3,454.0,1.8,-3.4,-1.6,-4.5,4.3,-0.2,0.8,-2.1,-1.3,0.3,"$2,320,044",2
167,Jordan Clarkson,27.0,5.0,14.0,22.5,4.6,10.9,41.8,1.7,4.9,35.5,3.3,3.7,88.6,0.6,1.7,2.3,2.5,1.3,1.2,22.1,0.0,0.0,-3.3,1.7,10.6,0.6,16.7,0.3,20.0,7.1,6.1,5.8,22.3,0.057999999999999996,25.3,27.2,27.3,30.8,29.3,35.4,30.2,13.3,11.1,26.8,18.2,26.5,13.1,25.2,29.2,55.3,44.7,40.1,2.2,36.8,9.7,13.4,37.9,29.6,70.4,72.7,27.3,46.0,54.0,1.9,1.0,1.4,5.4,7.1,6.1,5.8,22.3,0.9,2.7,408.0,4.5,-2.9,1.6,-2.9,1.9,-1.0,3.5,-2.2,1.3,0.8,"$13,437,500",2
171,Mike Conley,32.0,12.0,7.0,30.5,4.6,12.7,36.1,1.8,5.2,35.4,2.9,3.7,78.9,0.7,2.8,3.6,4.6,2.1,2.2,25.7,0.0,0.0,3.0,2.8,12.5,0.7,19.2,0.1,4.1,10.5,9.1,8.0,28.0,0.11800000000000001,23.0,19.0,23.9,23.0,26.0,22.0,22.0,13.9,12.7,33.5,21.9,13.6,16.6,24.4,20.0,58.9,41.1,39.2,6.8,39.6,9.1,16.2,32.5,21.2,78.8,54.3,45.7,34.5,65.5,2.3,0.6,1.3,4.5,10.5,9.1,8.0,28.0,0.4,3.7,548.0,-0.5,0.3,-0.2,3.0,-2.2,0.8,0.1,-0.2,-0.1,0.7,"$32,511,623",2
173,Ricky Rubio,29.0,6.0,7.0,30.6,4.5,11.2,40.7,1.3,3.5,37.8,3.2,3.8,83.7,0.5,4.5,5.1,7.8,2.0,3.0,32.9,6.0,0.0,5.0,4.5,20.8,1.2,25.9,0.0,0.0,10.3,8.2,6.8,31.4,0.102,19.7,16.5,19.4,16.7,16.1,25.5,24.5,9.2,18.3,41.8,20.3,34.2,18.5,24.1,18.0,69.0,31.0,47.7,9.1,29.0,10.8,9.7,38.6,28.6,71.4,88.2,11.8,45.8,54.2,1.3,1.0,1.5,5.2,10.3,8.2,6.8,31.4,1.0,4.1,364.0,1.4,1.7,3.1,3.0,3.0,6.0,1.7,2.0,3.8,1.2,"$16,190,476",2
180,Ben Simmons,23.0,13.0,5.0,34.3,5.3,10.2,52.2,0.1,0.2,33.3,2.2,3.6,61.5,1.5,5.4,6.9,8.4,3.8,3.3,38.8,9.0,1.0,3.9,5.4,20.5,2.3,35.6,0.6,13.2,12.0,7.9,8.8,32.3,0.13699999999999998,19.0,18.0,16.4,0.7,0.8,18.0,21.7,20.8,20.6,43.5,32.7,16.0,19.5,26.1,16.3,98.4,1.6,81.5,1.7,1.3,29.2,21.0,79.8,51.6,48.4,100.0,0.0,52.1,47.9,2.7,1.4,3.8,10.3,12.0,7.9,8.8,32.3,0.4,4.2,542.0,-1.6,2.8,1.2,2.0,0.0,2.0,-1.0,2.4,1.4,1.2,"$8,113,930",2
185,Marcus Smart,25.0,13.0,5.0,32.6,4.3,11.2,38.8,2.3,6.8,33.6,1.6,1.8,87.9,0.9,2.6,3.4,4.9,1.1,2.3,28.8,0.0,0.0,3.8,2.6,10.5,1.4,24.1,0.5,13.2,8.8,9.1,7.2,26.7,0.142,16.4,16.1,17.9,29.1,28.4,12.3,11.4,11.7,10.7,31.4,13.1,7.5,16.5,19.4,16.8,39.3,60.7,32.7,6.2,54.4,12.8,14.6,26.5,29.7,70.3,78.0,22.0,55.1,44.9,1.8,1.4,1.6,3.3,8.8,9.1,7.2,26.7,0.3,3.0,555.0,2.4,2.9,5.3,-2.2,3.2,1.0,1.6,3.1,4.7,2.1,"$12,553,471",2
189,Jeff Teague,31.0,8.0,6.0,29.1,3.9,9.4,41.2,0.6,2.6,25.0,4.0,4.8,83.6,0.5,2.1,2.6,7.6,2.1,2.2,28.9,3.0,0.0,0.1,2.1,9.3,1.0,21.5,0.4,8.9,9.1,8.6,7.7,32.7,0.054000000000000006,18.9,15.1,17.1,7.7,10.9,33.5,30.2,10.0,9.4,51.0,25.0,23.4,16.5,24.3,17.3,72.5,27.5,52.0,4.6,15.6,5.8,13.3,47.4,15.6,84.4,44.4,55.6,20.4,79.6,1.6,0.6,0.7,5.9,9.1,8.6,7.7,32.7,0.8,3.3,408.0,1.8,-4.9,-3.1,2.1,-2.5,-0.4,2.0,-4.8,-2.8,-0.0,"$19,000,000",2
200,J.J. Barea,35.0,2.0,1.0,14.7,4.3,8.3,52.0,2.3,3.3,70.0,0.7,0.7,100.0,0.3,1.0,1.3,2.0,1.3,0.3,17.9,0.0,0.0,2.3,1.0,10.7,0.7,18.2,0.3,50.0,4.0,3.3,6.3,17.3,0.047,28.6,31.7,29.1,53.8,31.3,15.4,11.1,10.0,10.5,31.6,44.4,50.0,5.6,23.8,32.4,60.0,40.0,34.3,17.1,60.0,0.0,11.4,17.1,0.0,100.0,0.0,100.0,0.0,100.0,1.3,0.0,0.0,2.0,4.0,3.3,6.3,17.3,0.7,1.7,44.0,8.7,2.8,11.4,4.2,1.5,5.7,8.1,2.7,10.8,0.3,"$2,564,753",2
201,Markelle Fultz,21.0,7.0,11.0,24.9,4.7,9.6,49.4,0.4,2.0,22.2,1.7,2.1,81.1,0.5,1.8,2.3,3.5,1.8,2.3,22.3,0.0,0.0,2.3,1.8,10.0,1.3,29.3,0.2,5.4,6.6,5.3,5.3,21.0,0.107,20.5,22.5,20.4,8.8,12.8,19.2,19.1,8.7,9.7,30.6,27.1,21.9,22.3,17.2,20.7,79.1,20.9,74.0,13.5,11.5,18.3,17.8,60.6,28.6,71.4,87.5,12.5,34.1,65.9,2.1,1.4,2.1,7.0,6.6,5.3,5.3,21.0,0.4,1.7,419.0,-0.2,0.0,-0.2,5.9,4.0,9.9,1.0,0.7,1.7,0.9,"$9,745,200",2
205,Rudy Gay,33.0,7.0,13.0,23.3,4.2,8.8,47.2,1.0,3.3,28.8,2.0,2.3,87.0,1.4,4.7,6.1,2.0,1.6,1.6,22.6,2.0,0.0,1.5,4.7,26.6,0.4,10.3,0.5,16.1,7.9,5.7,6.8,21.5,0.085,19.9,20.3,20.3,22.6,26.0,20.1,18.5,27.7,26.9,17.7,21.2,13.5,17.6,17.6,20.5,62.5,37.5,56.9,15.1,25.3,12.9,17.3,41.8,45.3,54.7,78.9,21.1,53.0,47.0,2.0,1.7,1.5,4.7,7.9,5.7,6.8,21.5,0.4,1.9,434.0,1.4,-1.3,0.1,0.3,4.3,4.6,1.3,-0.3,1.0,0.8,"$14,000,000",2
208,Lonzo Ball,22.0,2.0,9.0,27.0,4.2,10.8,38.7,2.2,6.4,34.3,0.5,0.9,60.0,0.9,3.2,4.1,5.7,2.4,1.8,26.6,1.0,0.0,-5.1,3.2,16.2,1.3,28.6,0.2,6.5,13.2,8.5,10.1,32.0,0.006,19.8,16.8,20.0,25.3,27.3,7.2,8.6,15.4,16.0,34.1,23.6,23.3,14.2,11.7,16.9,41.2,58.8,36.1,4.9,59.0,20.5,21.3,31.1,54.5,45.5,79.2,20.8,67.4,32.6,2.4,1.2,2.3,3.5,13.2,8.5,10.1,32.0,0.6,1.3,298.0,0.0,-1.4,-1.4,0.5,-4.1,-3.7,0.1,-1.9,-1.8,0.1,"$8,719,320",2
222,Dejounte Murray,23.0,5.0,12.0,22.4,3.9,8.5,46.5,0.2,1.3,18.2,1.8,2.3,76.9,1.2,5.1,6.3,4.1,2.3,2.3,26.4,3.0,0.0,-5.2,5.1,30.4,1.4,49.0,0.3,10.6,6.3,5.9,6.1,21.4,0.017,21.7,20.4,19.9,6.2,11.3,25.0,25.5,22.6,28.5,37.0,37.9,29.5,24.7,26.2,20.0,84.7,15.3,75.0,10.7,7.1,26.2,16.1,64.3,36.5,63.5,100.0,0.0,40.3,59.7,1.6,0.9,2.6,6.4,6.3,5.9,6.1,21.4,0.8,2.3,360.0,-0.9,0.1,-0.8,-0.0,-2.2,-2.2,-0.8,-0.2,-1.0,0.3,"$2,321,735",2
239,Aaron Holiday,23.0,12.0,5.0,21.6,3.6,8.9,40.4,1.5,3.7,39.7,0.5,0.6,90.0,0.5,2.2,2.7,3.1,1.5,1.7,18.7,1.0,0.0,0.9,2.2,14.1,1.0,30.9,0.1,2.8,7.4,6.1,5.6,22.9,0.09,20.3,18.9,21.4,31.3,29.0,10.6,9.5,10.7,13.3,28.4,24.1,18.2,19.1,19.4,19.2,58.3,41.7,46.2,14.1,48.1,9.0,12.8,32.1,11.1,88.9,68.0,32.0,34.4,65.6,1.2,1.2,0.8,2.9,7.4,6.1,5.6,22.9,0.4,1.5,341.0,1.2,4.4,5.6,0.8,-2.1,-1.3,1.2,3.4,4.6,1.3,"$2,239,200",2
302,T.J. McConnell,27.0,11.0,6.0,17.4,3.2,6.4,50.9,0.1,0.2,33.3,0.5,0.5,88.9,0.5,2.4,2.9,4.7,1.5,1.4,18.3,0.0,0.0,0.3,2.4,19.9,0.6,23.8,0.2,10.3,6.2,4.8,5.4,16.8,0.076,19.2,21.3,19.0,1.6,1.9,12.3,11.1,12.7,18.0,50.6,29.5,12.8,17.0,15.4,18.4,97.2,2.8,90.8,26.9,2.5,13.4,13.4,63.9,20.4,79.6,100.0,0.0,21.8,78.2,0.9,0.8,0.9,4.5,6.2,4.8,5.4,16.8,0.3,0.9,270.0,1.6,-1.6,-0.0,-0.2,-2.6,-2.8,1.3,-1.9,-0.6,0.3,"$3,500,000",2
