,Player,Age,W,L,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,PF,FP,DD2,TD3,+/-,DEF_RTG,DREB%,T_DREB%,STL,T_STL%,BLK,T_BLK%,OP_TOV,OP_2NDPTS,OP_PAINT,DEF_WS,USG%,T_FGM%,T_FGA%,T_3PM%,T_3PA%,T_FTM%,T_FTA%,T_OREB%,T_REB%,T_AST%,T_TOV%,T_BLKA%,T_PF%,T_PFD%,T_PTS%,FGA_2P%,FGA_3P%,2PT%,2PT_MR%,3PT%,FBPTS%,OFFTOV%,PAINTPTS%,AST_2FGM%,UAST_2FGM%,AST_3FGM%,UAST_3FGM%,FGM_AST%,FGM_UAST%,PTS_TOV,2ND_CH_PTS,FB_PTS,PAINT_PTS,OPP_PTS_TOV,OPP_2ND_PTS,OPP_FBPTS,OPP_PAINT_PTS,BLKA,PFD,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,salary,def_kmean
383,Rodney McGruder,28.0,11.0,4.0,17.4,1.5,4.0,38.3,0.7,2.3,31.4,0.2,0.5,37.5,0.7,1.7,2.4,0.8,0.5,1.7,9.0,0.0,0.0,1.0,1.7,12.0,0.3,16.0,0.2,7.9,6.3,6.3,4.3,16.4,0.048,10.7,9.8,12.3,19.0,22.2,2.8,5.5,16.7,13.1,9.4,8.0,25.8,20.3,7.0,9.4,41.7,58.3,40.0,0.0,55.0,13.3,10.0,40.0,75.0,25.0,100.0,0.0,87.0,13.0,0.4,0.3,0.5,1.6,6.3,6.3,4.3,16.4,0.5,0.6,260.0,-2.4,-2.6,-5.0,2.5,-3.8,-1.3,-1.7,-3.0,-4.7,-0.3,"$4,629,630",0
384,Matisse Thybulle,22.0,14.0,5.0,15.1,1.3,3.4,39.1,0.7,1.8,38.2,0.6,0.9,70.6,0.2,0.8,1.1,0.9,1.1,2.4,11.7,0.0,0.0,-1.6,0.8,8.1,1.4,36.6,0.7,29.5,5.9,3.7,4.2,13.6,0.077,12.8,11.3,12.5,25.5,20.6,10.3,11.0,6.3,7.6,12.9,17.7,13.0,33.8,12.6,12.3,46.9,53.1,32.0,0.0,52.0,21.3,34.7,32.0,83.3,16.7,100.0,0.0,92.0,8.0,1.4,0.1,0.8,1.3,5.9,3.7,4.2,13.6,0.2,0.9,245.0,-2.9,6.4,3.5,-9.3,-0.3,-9.7,-4.2,5.4,1.2,0.5,"$2,582,160",0
385,Raul Neto,27.0,11.0,6.0,11.7,1.6,3.3,50.0,0.5,1.1,42.1,0.2,0.2,75.0,0.2,0.9,1.1,1.5,0.9,0.6,8.2,0.0,0.0,0.4,0.9,10.1,0.4,23.3,0.1,10.5,4.4,2.2,2.8,11.5,0.062,15.9,18.4,17.4,22.9,17.8,4.1,4.2,10.3,10.1,26.8,20.0,28.6,12.7,15.3,16.2,66.1,33.9,59.7,6.0,35.8,14.9,9.0,53.7,50.0,50.0,87.5,12.5,60.7,39.3,0.4,0.4,0.6,2.1,4.4,2.2,2.8,11.5,0.2,0.8,182.0,-1.1,2.6,1.5,-3.3,-0.4,-3.7,-1.5,2.1,0.5,0.3,"$1,737,145",0
389,Isaac Bonga,20.0,4.0,8.0,15.0,1.5,3.1,48.6,0.3,0.8,44.4,0.5,0.8,66.7,0.7,1.9,2.6,1.1,0.6,1.8,10.2,0.0,0.0,0.3,1.9,17.7,0.6,28.0,0.2,14.3,4.2,3.4,4.6,14.2,0.049,10.4,11.0,10.2,9.3,6.8,12.0,14.3,15.7,17.1,13.0,13.2,9.5,31.0,21.1,11.0,75.7,24.3,60.9,4.3,26.1,10.9,19.6,56.5,78.6,21.4,100.0,0.0,83.3,16.7,0.8,0.8,0.4,2.2,4.2,3.4,4.6,14.2,0.2,1.3,162.0,-1.9,1.9,0.0,-0.7,5.9,5.2,-1.8,2.8,1.1,0.3,"$1,416,852",0
392,Shaquille Harrison,26.0,5.0,7.0,9.8,1.4,3.6,39.5,0.3,0.8,33.3,0.7,1.2,57.1,0.4,1.8,2.3,1.4,0.4,1.2,10.4,1.0,0.0,1.4,1.8,23.7,0.4,21.7,0.3,30.8,3.1,2.9,1.4,8.5,0.073,19.2,19.1,19.6,9.4,11.5,23.5,27.5,17.2,22.1,29.3,13.2,25.0,25.9,25.0,18.4,79.1,20.9,62.2,4.4,20.0,22.2,24.4,57.8,42.9,57.1,100.0,0.0,52.9,47.1,0.9,0.3,0.8,2.2,3.1,2.9,1.4,8.5,0.3,0.9,117.0,1.1,2.9,4.0,-4.1,11.0,6.8,0.3,4.6,4.8,0.4,"$898,310",0
393,Anthony Tolliver,34.0,5.0,10.0,17.8,1.1,3.9,29.3,0.9,3.1,28.3,0.6,0.7,81.8,0.6,2.7,3.3,0.7,0.7,1.3,10.0,0.0,0.0,-4.6,2.7,21.0,0.2,8.3,0.4,18.8,6.0,5.9,6.5,21.5,0.016,11.0,7.7,11.1,17.8,22.5,9.5,8.9,16.7,20.1,11.2,13.0,6.7,16.1,8.0,9.2,20.7,79.3,14.3,0.0,69.6,17.9,17.9,14.3,100.0,0.0,100.0,0.0,100.0,0.0,0.7,0.1,0.7,0.5,6.0,5.9,6.5,21.5,0.1,0.6,267.0,-3.7,-0.9,-4.6,-6.0,-6.1,-12.1,-4.4,-1.9,-6.2,-0.5,"$2,564,753",0
395,Chandler Parsons,31.0,0.0,3.0,11.8,1.3,4.0,33.3,1.0,3.3,30.0,0.0,0.0,0.0,0.3,1.0,1.3,0.7,0.3,1.0,9.9,0.0,0.0,-8.3,1.0,21.4,1.3,44.4,0.0,0.0,4.0,5.7,2.7,15.3,-0.042,13.8,14.3,17.6,42.9,34.5,0.0,0.0,12.5,18.2,10.0,7.7,0.0,20.0,5.6,13.4,16.7,83.3,18.2,0.0,81.8,0.0,27.3,18.2,0.0,100.0,100.0,0.0,75.0,25.0,1.0,1.7,0.0,0.7,4.0,5.7,2.7,15.3,0.0,0.3,19.0,-1.8,4.7,2.8,-9.3,-1.1,-10.4,-3.3,4.0,0.7,0.0,"$25,102,511",0
397,Mike Muscala,28.0,5.0,8.0,11.6,1.2,4.0,28.8,0.8,3.0,25.6,0.5,0.6,87.5,0.5,2.1,2.5,1.1,0.4,1.5,9.3,0.0,0.0,1.4,2.1,23.5,0.2,13.6,0.2,33.3,3.3,2.7,2.3,11.2,0.095,16.8,13.4,19.2,27.0,32.0,12.3,11.3,27.3,24.1,22.2,10.2,18.8,30.8,20.5,14.8,25.0,75.0,21.3,0.0,63.8,4.3,6.4,21.3,80.0,20.0,100.0,0.0,93.3,6.7,0.2,0.2,0.2,0.8,3.3,2.7,2.3,11.2,0.2,1.2,150.0,-2.9,6.1,3.2,-6.1,10.8,4.8,-3.6,7.3,3.7,0.5,"$2,028,594",0
398,Nicolas Batum,30.0,4.0,6.0,22.4,1.2,3.5,34.3,0.7,2.7,25.9,0.5,0.5,100.0,0.9,3.6,4.5,3.5,1.6,1.9,16.0,0.0,0.0,0.1,3.6,23.2,0.6,20.7,0.5,25.0,7.9,5.7,6.0,20.6,0.047,10.1,6.3,8.6,10.9,15.9,7.5,5.3,19.6,22.4,29.7,25.0,0.0,19.6,9.8,7.0,22.9,77.1,27.8,5.6,58.3,0.0,5.6,22.2,20.0,80.0,85.7,14.3,58.3,41.7,0.2,0.2,0.0,0.8,7.9,5.7,6.0,20.6,0.0,0.9,185.0,-0.8,-0.2,-0.9,4.1,3.0,7.0,0.1,0.4,0.5,0.3,"$25,565,217",0
403,James Johnson,32.0,3.0,3.0,11.3,1.3,3.0,44.4,0.3,1.5,22.2,0.3,0.7,50.0,0.3,1.5,1.8,0.7,0.7,0.8,8.4,0.0,0.0,1.8,1.5,17.0,0.5,27.3,0.3,28.6,4.0,1.7,2.7,11.7,0.048,15.1,14.3,15.5,10.0,18.4,6.9,11.1,22.2,17.7,12.1,20.0,16.7,20.8,12.9,12.4,50.0,50.0,60.0,0.0,30.0,25.0,0.0,60.0,66.7,33.3,100.0,0.0,75.0,25.0,0.0,0.3,0.8,2.0,4.0,1.7,2.7,11.7,0.2,0.7,68.0,-3.7,4.5,0.9,7.0,2.4,9.4,-2.0,4.3,2.3,0.2,"$15,349,400",0
410,Bruno Caboclo,24.0,1.0,9.0,8.7,1.4,3.2,43.8,0.3,1.3,23.1,0.0,0.0,0.0,0.6,1.2,1.8,0.5,0.4,1.2,9.2,0.0,0.0,-0.8,1.2,20.0,0.4,18.2,0.8,53.3,4.0,4.2,3.0,6.8,0.038,16.3,19.7,19.2,20.0,22.0,0.0,0.0,28.6,22.2,11.4,15.4,16.7,31.6,4.5,15.7,59.4,40.6,71.0,12.9,29.0,6.5,6.5,58.1,72.7,27.3,100.0,0.0,78.6,21.4,0.2,0.6,0.2,1.8,4.0,4.2,3.0,6.8,0.2,0.2,87.0,-5.7,2.7,-3.0,-5.1,6.6,1.5,-5.9,3.7,-2.2,0.0,"$1,845,301",0
411,De'Anthony Melton,21.0,0.0,7.0,8.1,1.1,3.0,38.1,0.4,1.1,37.5,0.3,0.6,50.0,0.1,1.0,1.1,1.3,0.9,0.7,8.4,0.0,0.0,-4.3,1.0,19.4,0.9,54.5,0.1,20.0,4.9,4.3,3.0,8.6,-0.003,21.6,17.4,19.8,23.1,20.5,12.5,18.2,14.3,18.6,30.0,37.5,0.0,21.7,21.7,17.4,61.9,38.1,47.6,0.0,42.9,38.1,52.4,47.6,40.0,60.0,100.0,0.0,62.5,37.5,1.6,0.0,1.1,1.4,4.9,4.3,3.0,8.6,0.0,0.7,57.0,-4.0,0.9,-3.1,-5.5,-4.6,-10.1,-4.4,0.1,-4.3,-0.0,"$1,416,852",0
413,John Henson,28.0,1.0,0.0,8.3,1.0,2.0,50.0,0.0,1.0,0.0,1.0,6.0,16.7,2.0,1.0,3.0,0.0,1.0,0.0,17.6,0.0,0.0,-5.0,1.0,100.0,2.0,40.0,2.0,66.7,2.0,6.0,2.0,4.0,0.048,26.1,16.7,14.3,0.0,14.3,50.0,75.0,66.7,75.0,0.0,20.0,0.0,0.0,60.0,20.0,50.0,50.0,66.7,0.0,0.0,0.0,33.3,66.7,0.0,100.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,2.0,2.0,6.0,2.0,4.0,0.0,3.0,8.0,1.7,8.5,10.3,-15.2,3.5,-11.6,-1.3,8.0,6.8,0.0,"$9,732,396",0
415,Nicolas Claxton,20.0,4.0,5.0,13.2,1.2,2.3,52.4,0.0,0.6,0.0,0.6,1.3,41.7,0.9,1.6,2.4,1.2,0.7,1.1,9.1,0.0,0.0,-3.4,1.6,15.4,0.1,8.3,0.6,29.4,6.9,4.9,5.8,14.0,0.036000000000000004,11.1,12.1,9.8,0.0,5.0,13.9,23.5,57.1,21.0,16.2,15.4,8.3,20.4,24.5,10.9,76.2,23.8,81.5,7.4,0.0,11.1,11.1,74.1,81.8,18.2,0.0,0.0,81.8,18.2,0.3,0.7,0.3,2.2,6.9,4.9,5.8,14.0,0.1,1.3,119.0,-1.8,2.0,0.2,-5.3,-1.3,-6.6,-2.6,1.6,-1.1,0.1,"$898,310",0
417,Tim Frazier,29.0,3.0,7.0,12.4,0.8,3.8,21.1,0.3,1.3,23.1,1.1,1.4,78.6,0.3,0.6,0.9,3.0,1.2,1.7,10.1,0.0,0.0,-2.6,0.6,7.3,0.8,42.1,0.1,8.3,6.6,2.7,3.9,12.2,0.052000000000000005,19.3,9.3,18.6,10.3,17.1,26.8,22.2,10.0,8.0,53.6,23.5,0.0,30.9,27.4,12.4,65.8,34.2,33.3,26.7,30.0,6.7,13.3,6.7,20.0,80.0,66.7,33.3,37.5,62.5,0.4,0.2,0.2,0.2,6.6,2.7,3.9,12.2,0.0,1.7,124.0,-3.8,5.7,2.0,-5.8,2.8,-3.0,-4.3,5.6,1.2,0.3,"$1,882,867",0
418,Cody Martin,24.0,6.0,10.0,11.8,0.9,2.6,35.7,0.1,1.1,5.6,0.9,1.4,68.2,0.5,1.8,2.3,1.1,0.4,1.2,9.5,0.0,0.0,0.8,1.8,25.2,0.8,31.7,0.1,5.9,4.0,2.2,2.7,10.4,0.054000000000000006,12.5,10.0,12.7,2.3,13.2,16.1,16.4,17.4,22.9,20.5,12.3,7.1,25.3,21.6,10.5,57.1,42.9,60.9,0.0,6.5,28.3,34.8,60.9,50.0,50.0,100.0,0.0,53.3,46.7,1.0,0.4,0.8,1.8,4.0,2.2,2.7,10.4,0.1,1.7,189.0,-2.1,8.8,6.7,-1.2,6.4,5.3,-2.0,9.0,7.0,0.9,"$1,173,310",0
419,Torrey Craig,28.0,10.0,3.0,14.4,1.1,3.2,34.1,0.3,1.5,20.0,0.3,0.7,44.4,0.7,2.0,2.7,1.2,0.4,2.0,11.0,0.0,0.0,-3.2,2.0,19.4,0.4,20.0,0.8,64.7,5.0,2.2,4.2,14.6,0.043,11.1,9.7,12.1,11.8,20.4,8.0,11.7,19.6,19.4,15.3,8.8,6.3,27.7,10.4,9.6,51.2,48.8,55.6,5.6,33.3,22.2,11.1,50.0,80.0,20.0,100.0,0.0,85.7,14.3,0.3,0.0,0.6,1.4,5.0,2.2,4.2,14.6,0.1,0.6,187.0,-1.8,-0.7,-2.4,-5.8,-3.4,-9.3,-2.6,-1.3,-3.8,-0.1,"$2,100,000",0
421,David Nwaba,26.0,3.0,8.0,10.8,0.9,1.4,66.7,0.3,0.5,50.0,0.5,0.9,60.0,0.4,1.6,2.0,0.4,0.5,1.5,7.9,0.0,0.0,1.1,1.6,18.8,0.4,22.2,0.5,50.0,6.0,3.5,2.8,9.1,0.07200000000000001,8.4,10.6,7.6,10.3,7.3,11.3,12.7,16.0,18.2,7.8,9.3,11.1,23.9,8.9,10.7,60.0,40.0,48.3,0.0,31.0,20.7,17.2,48.3,100.0,0.0,100.0,0.0,100.0,0.0,0.5,0.5,0.5,1.3,6.0,3.5,2.8,9.1,0.1,0.5,119.0,-1.0,1.4,0.4,-0.9,10.5,9.5,-1.1,3.2,2.2,0.3,"$1,678,854",0
425,Ryan Anderson,31.0,1.0,1.0,7.0,1.0,3.5,28.6,0.5,2.5,20.0,0.0,0.0,0.0,0.0,3.5,3.5,1.0,0.5,0.5,9.2,0.0,0.0,3.5,3.5,70.0,0.5,100.0,0.0,0.0,3.5,3.0,2.0,9.0,0.031,24.2,14.3,30.4,10.0,31.3,0.0,0.0,0.0,70.0,22.2,14.3,0.0,14.3,0.0,12.2,28.6,71.4,40.0,40.0,60.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,3.5,3.0,2.0,9.0,0.0,0.0,14.0,-8.9,-2.6,-11.6,10.8,7.6,18.4,-5.7,-0.8,-6.5,-0.0,"$500,000",0
426,Ryan Anderson,31.0,1.0,1.0,7.0,1.0,3.5,28.6,0.5,2.5,20.0,0.0,0.0,0.0,0.0,3.5,3.5,1.0,0.5,0.5,9.2,0.0,0.0,3.5,3.5,70.0,0.5,100.0,0.0,0.0,3.5,3.0,2.0,9.0,0.031,24.2,14.3,30.4,10.0,31.3,0.0,0.0,0.0,70.0,22.2,14.3,0.0,14.3,0.0,12.2,28.6,71.4,40.0,40.0,60.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,3.5,3.0,2.0,9.0,0.0,0.0,14.0,-8.9,-2.6,-11.6,10.8,7.6,18.4,-5.7,-0.8,-6.5,-0.0,"$5,214,583",0
428,Matthew Dellavedova,29.0,5.0,12.0,13.6,0.8,3.1,25.0,0.2,1.8,9.7,0.7,0.8,92.3,0.2,1.2,1.4,2.2,0.9,1.6,8.0,0.0,0.0,-0.5,1.2,11.2,0.4,15.6,0.1,5.3,3.8,4.1,2.6,10.8,0.075,13.1,7.7,12.7,6.8,19.5,12.1,10.3,8.7,10.7,36.5,21.4,7.7,26.7,17.3,8.5,40.4,59.6,48.8,4.9,22.0,0.0,4.9,43.9,10.0,90.0,100.0,0.0,30.8,69.2,0.1,0.2,0.0,1.1,3.8,4.1,2.6,10.8,0.2,1.1,225.0,-3.9,3.3,-0.6,-5.3,9.1,3.8,-4.4,4.6,0.3,0.3,"$9,607,500",0
430,Rodions Kurucs,21.0,3.0,7.0,9.9,0.9,2.3,39.1,0.3,0.7,42.9,0.2,0.6,33.3,0.5,1.7,2.2,0.1,1.2,1.6,5.4,0.0,0.0,-2.5,1.7,19.8,0.5,45.5,0.0,0.0,5.6,3.2,2.5,7.6,0.039,15.0,11.5,13.0,17.6,11.3,5.1,10.3,20.0,19.8,2.2,27.9,25.0,29.6,10.4,10.8,69.6,30.4,52.2,0.0,39.1,13.0,21.7,52.2,83.3,16.7,100.0,0.0,88.9,11.1,0.5,0.4,0.3,1.2,5.6,3.2,2.5,7.6,0.3,0.5,99.0,-8.5,0.6,-7.9,-6.1,3.9,-2.2,-8.5,1.3,-7.2,-0.2,"$1,699,236",0
434,Grant Williams,21.0,13.0,4.0,14.4,0.7,2.9,24.5,0.0,1.2,0.0,0.7,0.9,80.0,0.7,1.5,2.2,0.8,0.8,1.7,8.7,0.0,0.0,2.4,1.5,13.5,0.5,17.8,0.7,33.3,4.3,3.7,4.1,12.0,0.094,11.4,6.1,10.5,0.0,11.1,12.9,13.3,22.6,15.5,12.2,20.0,10.0,25.0,14.7,6.5,57.1,42.9,66.7,5.6,0.0,8.3,25.0,61.1,75.0,25.0,0.0,0.0,75.0,25.0,0.5,0.3,0.2,1.3,4.3,3.7,4.1,12.0,0.2,0.9,236.0,-7.0,0.9,-6.1,-4.1,5.8,1.7,-6.9,1.8,-5.1,-0.3,"$2,379,840",0
442,Ed Davis,30.0,5.0,2.0,12.1,0.6,1.4,40.0,0.0,0.0,0.0,0.3,0.6,50.0,1.4,3.7,5.1,0.3,0.9,2.7,9.3,0.0,0.0,-0.6,3.7,40.0,0.3,13.3,0.4,42.9,4.0,3.0,1.7,7.7,0.102,9.3,7.3,7.0,0.0,0.0,7.7,11.8,83.3,46.8,7.1,20.7,12.5,44.2,13.9,6.5,100.0,0.0,80.0,0.0,0.0,0.0,20.0,80.0,50.0,50.0,0.0,0.0,50.0,50.0,0.3,1.1,0.0,1.1,4.0,3.0,1.7,7.7,0.1,0.7,73.0,-3.1,9.1,6.0,-10.1,11.8,1.7,-4.6,10.0,5.4,0.3,"$4,767,000",0
