,Player,Age,W,L,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,PF,FP,DD2,TD3,+/-,DEF_RTG,DREB%,T_DREB%,STL,T_STL%,BLK,T_BLK%,OP_TOV,OP_2NDPTS,OP_PAINT,DEF_WS,USG%,T_FGM%,T_FGA%,T_3PM%,T_3PA%,T_FTM%,T_FTA%,T_OREB%,T_REB%,T_AST%,T_TOV%,T_BLKA%,T_PF%,T_PFD%,T_PTS%,FGA_2P%,FGA_3P%,2PT%,2PT_MR%,3PT%,FBPTS%,OFFTOV%,PAINTPTS%,AST_2FGM%,UAST_2FGM%,AST_3FGM%,UAST_3FGM%,FGM_AST%,FGM_UAST%,PTS_TOV,2ND_CH_PTS,FB_PTS,PAINT_PTS,OPP_PTS_TOV,OPP_2ND_PTS,OPP_FBPTS,OPP_PAINT_PTS,BLKA,PFD,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,salary,shoot_kmean
347,Cheick Diallo,23,5,8,9.6,2.4,3.0,79.5,0.0,0.0,0.0,0.6,0.7,88.9,0.8,2.0,2.8,0.5,0.5,1.0,10.0,1,0,0.8,2.0,32.5,0.0,0.0,0.3,44.4,1.8,2.6,2.4,9.7,0.004,17.0,26.7,17.0,0.0,0.0,20.0,18.0,41.7,34.6,9.1,25.0,0.0,37.1,14.9,23.0,100.0,0.0,88.6,11.4,0.0,5.7,17.1,77.1,80.6,19.4,0.0,0.0,80.6,19.4,0.9,0.9,0.3,4.2,1.8,2.6,2.4,9.7,0.0,0.5,124.0,2.9,1.9,4.8,9.4,-9.1,0.4,4.4,-0.3,4.2,0.4,"$1,678,854",0
371,Tony Bradley,21,8,7,10.0,1.9,2.9,65.9,0.0,0.0,0.0,0.7,1.1,68.8,1.3,2.3,3.5,0.3,0.5,1.9,10.6,0,0,-1.0,2.3,27.2,0.1,20.0,0.5,63.6,4.9,4.0,2.9,11.6,0.045,15.8,24.6,17.1,0.0,0.0,18.6,20.8,61.3,34.0,6.5,11.3,37.5,33.3,17.0,21.1,100.0,0.0,84.1,0.0,0.0,8.7,5.8,84.1,72.4,27.6,0.0,0.0,72.4,27.6,0.3,1.3,0.4,3.9,4.9,4.0,2.9,11.6,0.4,0.6,150.0,1.1,5.6,6.7,-3.8,0.7,-3.2,0.2,4.7,4.9,0.6,"$1,962,360",0
373,Bruno Fernando,21,5,16,12.7,1.9,3.4,54.9,0.2,0.7,28.6,0.6,1.0,59.1,1.2,1.7,3.0,1.1,1.0,1.7,10.8,0,0,-0.7,1.7,19.9,0.2,13.2,0.4,39.1,6.2,3.4,2.8,12.1,0.048,15.1,17.6,14.5,6.5,7.7,16.5,19.1,36.6,24.6,18.6,18.3,23.3,28.7,21.8,16.2,80.3,19.7,73.7,2.1,12.6,11.6,13.7,71.6,65.7,34.3,100.0,0.0,69.2,30.8,0.6,1.2,0.5,3.2,6.2,3.4,2.8,12.1,0.5,1.1,267.0,-1.7,-0.7,-2.4,-1.1,6.0,4.9,-1.7,0.8,-0.9,0.3,"$1,400,000",0
376,Isaiah Hartenstein,21,5,2,13.4,1.6,2.1,73.3,0.0,0.1,0.0,1.3,1.6,81.8,1.1,2.4,3.6,0.6,0.9,2.1,11.3,0,0,6.0,2.4,22.1,0.3,12.5,0.6,50.0,5.7,4.3,3.9,12.0,0.081,11.4,13.4,8.9,0.0,1.0,23.7,23.4,38.1,25.5,9.3,17.6,0.0,34.1,25.0,12.9,93.3,6.7,71.0,0.0,0.0,0.0,12.9,71.0,81.8,18.2,0.0,0.0,81.8,18.2,0.6,1.1,0.0,3.1,5.7,4.3,3.9,12.0,0.0,1.4,94.0,0.7,2.5,3.2,6.4,4.9,11.3,1.8,3.1,4.9,0.4,"$1,416,852",0
384,Daniel Gafford,21,5,7,9.9,1.8,2.5,70.0,0.0,0.0,0.0,0.7,1.4,47.1,0.9,0.8,1.8,0.1,0.1,1.3,8.1,0,0,-1.8,0.8,11.9,0.0,0.0,0.6,50.0,3.3,2.3,2.5,7.2,0.055,13.2,24.1,13.2,0.0,0.0,24.2,35.4,39.3,18.8,1.9,2.7,11.8,25.8,27.7,21.6,100.0,0.0,84.0,0.0,0.0,10.0,10.0,84.0,66.7,33.3,0.0,0.0,66.7,33.3,0.4,1.0,0.4,3.5,3.3,2.3,2.5,7.2,0.2,1.1,118.0,-1.1,-0.5,-1.6,-7.5,6.3,-1.2,-2.5,0.9,-1.6,0.1,"$898,310",0
386,Khem Birch,27,4,7,21.0,1.5,3.2,48.6,0.0,0.1,0.0,1.0,2.1,47.8,1.8,3.6,5.5,0.9,0.5,2.8,14.7,0,0,-3.5,3.6,25.2,0.5,12.2,0.6,25.0,7.3,5.7,6.6,21.3,0.052000000000000005,9.4,9.0,8.1,0.0,0.7,16.4,23.0,38.5,28.4,10.6,8.8,12.5,32.6,29.9,9.2,97.1,2.9,75.6,0.0,0.0,8.9,22.2,75.6,82.4,17.6,0.0,0.0,82.4,17.6,0.9,0.7,0.4,3.1,7.3,5.7,6.6,21.3,0.2,2.4,231.0,-3.1,5.5,2.4,-4.0,-0.9,-5.0,-3.4,4.5,1.0,0.4,"$3,000,000",0
387,Noah Vonleh,24,7,7,12.6,1.4,3.1,46.5,0.1,0.7,10.0,1.1,1.4,84.2,1.2,2.4,3.6,1.1,0.9,1.4,10.6,0,0,-1.2,2.4,27.0,0.3,14.3,0.2,13.6,5.2,4.0,3.6,12.6,0.063,14.4,14.1,12.8,2.2,7.3,24.6,20.9,41.5,30.5,17.6,20.0,18.2,25.0,21.5,14.4,76.7,23.3,66.7,0.0,5.3,0.0,14.0,66.7,57.9,42.1,100.0,0.0,60.0,40.0,0.6,1.3,0.0,2.7,5.2,4.0,3.6,12.6,0.3,1.2,177.0,-3.3,1.5,-1.8,-2.8,2.2,-0.7,-3.4,1.7,-1.7,0.1,"$2,000,000",0
389,Justin James,22,4,6,13.2,1.8,4.1,43.9,0.3,1.3,23.1,0.1,0.6,16.7,0.2,1.6,1.8,0.8,0.5,1.0,9.6,0,0,-1.3,1.6,19.3,0.4,16.0,0.5,50.0,4.0,2.8,2.6,11.6,0.07200000000000001,15.7,17.8,17.3,20.0,16.0,2.3,9.7,8.7,17.0,12.9,13.2,22.2,16.1,12.5,15.3,68.3,31.7,75.0,15.0,22.5,32.5,30.0,60.0,73.3,26.7,100.0,0.0,77.8,22.2,1.2,0.0,1.3,2.4,4.0,2.8,2.6,11.6,0.2,0.7,132.0,-3.5,0.3,-3.2,-9.8,4.7,-5.0,-5.0,1.3,-3.7,-0.1,"$898,310",0
393,Ty Jerome,22,1,0,12.4,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,4.0,22.6,0,0,-1.0,3.0,60.0,3.0,75.0,0.0,0.0,4.0,7.0,2.0,16.0,0.021,13.8,18.2,17.4,0.0,9.1,0.0,0.0,0.0,50.0,50.0,0.0,50.0,50.0,20.0,13.8,75.0,25.0,100.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,4.0,4.0,7.0,2.0,16.0,1.0,1.0,12.0,3.8,9.7,13.5,-2.0,3.5,1.5,2.8,9.0,11.8,0.1,"$2,193,480",0
394,Isaac Bonga,20,4,10,15.4,1.6,3.0,52.4,0.3,0.7,40.0,0.5,0.7,70.0,0.8,2.1,2.9,1.2,0.6,2.0,11.0,0,0,0.5,2.1,18.2,0.6,29.0,0.1,12.5,4.6,3.9,4.1,14.3,0.044000000000000004,9.7,10.9,9.7,7.4,6.5,11.5,12.8,19.6,18.6,13.7,12.7,7.7,31.8,23.0,10.6,76.2,23.8,65.5,3.6,21.8,21.8,29.1,61.8,72.2,27.8,100.0,0.0,77.3,22.7,1.1,0.6,0.9,2.4,4.6,3.9,4.1,14.3,0.1,1.4,216.0,-0.5,1.2,0.7,0.0,7.4,7.4,-0.4,2.7,2.3,0.6,"$1,416,852",0
398,Bruno Caboclo,24,2,10,10.8,1.7,4.2,40.0,0.3,1.5,16.7,0.2,0.3,66.7,0.9,1.7,2.6,0.6,0.6,1.3,11.1,1,0,-0.3,1.7,22.5,0.6,24.1,0.8,47.4,4.8,4.3,3.5,8.5,0.045,17.5,18.5,19.8,11.1,20.0,3.5,4.1,34.4,25.6,10.8,18.4,23.5,28.1,7.9,15.0,64.0,36.0,75.6,8.9,20.0,8.9,15.6,66.7,70.6,29.4,100.0,0.0,75.0,25.0,0.6,0.7,0.3,2.5,4.8,4.3,3.5,8.5,0.3,0.4,130.0,-5.1,4.6,-0.5,-1.7,6.1,4.4,-4.7,5.2,0.6,0.2,"$1,845,301",0
407,Thanasis Antetokounmpo,27,4,0,6.1,1.5,2.5,60.0,0.0,0.0,0.0,0.5,1.0,50.0,0.8,0.0,0.8,1.0,0.5,0.8,5.4,0,0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,5.5,0.006,22.0,24.0,23.3,0.0,0.0,66.7,57.1,60.0,12.5,21.1,18.2,100.0,30.0,66.7,22.6,100.0,0.0,85.7,0.0,0.0,28.6,14.3,85.7,50.0,50.0,0.0,0.0,50.0,50.0,0.5,0.5,1.0,3.0,5.0,3.0,2.0,5.5,0.3,1.0,25.0,5.4,-5.1,0.3,10.4,-2.9,7.5,6.6,-5.1,1.5,0.1,"$1,445,697",0
412,Jordan Bell,24,4,5,8.2,1.2,2.1,57.9,0.0,0.3,0.0,0.8,1.2,63.6,1.0,2.6,3.6,0.7,1.3,0.7,8.2,0,0,-3.1,2.6,38.3,0.0,0.0,0.3,30.0,4.7,3.1,1.6,8.7,0.006,19.3,20.0,15.4,0.0,5.6,21.9,22.9,75.0,44.4,19.4,38.7,16.7,15.4,21.2,18.4,84.2,15.8,75.9,0.0,0.0,0.0,6.9,75.9,81.8,18.2,0.0,0.0,81.8,18.2,0.2,0.7,0.0,2.4,4.7,3.1,1.6,8.7,0.1,0.8,74.0,-5.5,0.1,-5.4,-8.1,-1.2,-9.2,-6.3,-0.1,-6.5,-0.1,"$1,620,564",0
418,Javonte Green,26,10,3,6.5,1.3,2.4,54.8,0.2,0.8,30.0,0.2,0.4,40.0,0.2,0.7,0.9,0.2,0.2,0.8,5.1,0,0,-0.8,0.7,15.3,0.3,26.7,0.0,0.0,2.4,1.5,1.2,5.5,0.009000000000000001,17.8,23.6,20.3,20.0,19.6,5.9,11.9,18.8,16.0,6.7,12.0,0.0,20.8,10.8,20.2,67.7,32.3,71.8,0.0,23.1,25.6,35.9,71.8,71.4,28.6,100.0,0.0,76.5,23.5,1.1,0.3,0.8,2.2,2.4,1.5,1.2,5.5,0.0,0.3,84.0,-0.7,-1.4,-2.1,0.6,-7.1,-6.5,-0.5,-2.8,-3.3,-0.0,"$898,310",0
419,Nicolas Claxton,20,4,5,13.2,1.2,2.3,52.4,0.0,0.6,0.0,0.6,1.3,41.7,0.9,1.6,2.4,1.2,0.7,1.1,9.1,0,0,-3.4,1.6,15.4,0.1,8.3,0.6,29.4,6.9,4.9,5.8,14.0,0.036000000000000004,11.1,12.1,9.8,0.0,5.0,13.9,23.5,57.1,21.0,16.2,15.4,8.3,20.4,24.5,10.9,76.2,23.8,81.5,7.4,0.0,11.1,11.1,74.1,81.8,18.2,0.0,0.0,81.8,18.2,0.3,0.7,0.3,2.2,6.9,4.9,5.8,14.0,0.1,1.3,119.0,-2.1,1.8,-0.4,-5.8,-1.8,-7.6,-3.1,1.2,-1.9,0.1,"$898,310",0
424,Chimezie Metu,22,2,4,3.6,1.2,2.0,58.3,0.0,0.0,0.0,0.3,0.7,50.0,1.2,0.7,1.8,0.3,0.0,0.0,6.4,0,0,-0.7,0.7,28.6,0.0,0.0,0.3,66.7,1.7,0.0,0.8,3.7,0.006999999999999999,22.2,43.8,25.5,0.0,0.0,22.2,22.2,46.7,37.9,22.2,0.0,66.7,0.0,21.4,38.1,100.0,0.0,87.5,25.0,0.0,12.5,12.5,62.5,71.4,28.6,0.0,0.0,71.4,28.6,0.3,0.8,0.3,1.7,1.7,0.0,0.8,3.7,0.3,0.5,21.0,13.4,5.5,18.9,-5.7,1.3,-4.4,10.2,5.1,15.3,0.2,"$1,416,852",0
428,John Henson,28,1,1,11.1,1.0,2.5,40.0,0.0,1.0,0.0,0.5,3.0,16.7,1.0,1.5,2.5,1.0,1.0,0.5,15.0,0,0,-11.5,1.5,42.9,1.5,50.0,1.5,60.0,5.5,4.5,5.0,12.0,-0.064,18.2,11.1,12.5,0.0,11.8,25.0,60.0,33.3,38.5,25.0,22.2,0.0,14.3,55.6,11.6,60.0,40.0,80.0,0.0,0.0,0.0,20.0,80.0,50.0,50.0,0.0,0.0,50.0,50.0,0.5,0.0,0.0,2.0,5.5,4.5,5.0,12.0,0.0,2.5,22.0,-3.9,1.8,-2.1,-7.1,-17.5,-24.6,-4.8,-1.9,-6.7,-0.0,"$9,732,396",0
430,Max Strus,23,0,2,3.1,1.0,1.5,66.7,0.0,0.5,0.0,0.5,0.5,100.0,0.5,0.0,0.5,0.0,0.0,0.5,3.1,0,0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.033,15.8,20.0,18.8,0.0,12.5,20.0,20.0,25.0,10.0,0.0,0.0,0.0,11.1,0.0,17.2,66.7,33.3,80.0,0.0,0.0,0.0,0.0,80.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,1.0,0.0,2.0,0.5,0.0,0.0,1.0,0.0,0.0,6.0,13.6,-1.0,12.7,55.8,19.2,75.0,23.4,3.2,26.6,0.1,"$415,414",0
433,Udonis Haslem,39,2,0,5.4,0.5,0.5,100.0,0.0,0.0,0.0,1.5,2.0,75.0,0.0,1.5,1.5,0.0,0.0,1.5,4.3,0,0,-3.5,1.5,75.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,7.0,-0.023,13.0,16.7,7.7,0.0,0.0,33.3,40.0,0.0,75.0,0.0,0.0,0.0,42.9,33.3,21.7,100.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,7.0,0.0,1.5,11.0,1.3,-2.2,-1.0,-14.1,-11.5,-25.6,-2.0,-4.4,-6.4,-0.0,"$2,564,753",0
441,Grant Williams,21,14,4,14.8,0.8,3.0,25.9,0.0,1.2,0.0,0.7,0.8,80.0,0.7,1.5,2.2,0.8,0.8,1.8,8.7,0,0,3.2,1.5,13.2,0.4,17.4,0.7,32.4,4.2,3.7,4.2,12.4,0.09699999999999999,11.2,6.4,10.6,0.0,10.5,11.3,11.5,21.3,15.0,12.1,19.2,12.5,25.8,13.0,6.5,59.3,40.7,70.0,5.0,0.0,7.5,22.5,65.0,71.4,28.6,0.0,0.0,71.4,28.6,0.5,0.3,0.2,1.4,4.2,3.7,4.2,12.4,0.2,0.9,267.0,-7.5,0.8,-6.7,-3.1,7.4,4.3,-7.1,2.2,-4.9,-0.3,"$2,379,840",0
443,Amile Jefferson,26,1,2,3.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,1.0,0.7,0.3,0.0,3.9,0,0,0.7,0.3,14.3,0.0,0.0,0.0,0.0,0.7,1.7,0.7,2.0,0.015,16.0,33.3,15.0,0.0,0.0,0.0,0.0,40.0,25.0,50.0,100.0,0.0,0.0,0.0,30.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,33.3,66.7,0.0,0.0,33.3,66.7,0.0,1.3,0.0,2.0,0.7,1.7,0.7,2.0,0.0,0.0,9.0,9.4,-8.2,1.2,-2.9,2.4,-0.5,7.5,-6.5,1.0,0.0,"$1,355,851",0
444,Sekou Doumbouya,18,2,1,2.9,1.0,2.0,50.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.7,0.7,0.0,0.0,0.7,2.8,0,0,3.0,0.7,28.6,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.7,0.031,28.6,30.0,37.5,0.0,25.0,0.0,20.0,0.0,25.0,0.0,0.0,0.0,40.0,16.7,23.1,83.3,16.7,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.7,0.0,2.0,1.0,0.7,0.0,0.7,0.0,0.3,9.0,-6.9,-5.8,-12.7,12.5,10.2,22.7,-3.4,-2.8,-6.2,-0.0,"$3,285,120",0
445,Tyson Chandler,37,11,7,9.0,0.7,0.9,76.5,0.0,0.0,0.0,0.3,0.5,55.6,1.1,1.7,2.7,0.3,0.3,1.3,7.2,0,0,2.7,1.7,25.2,0.3,17.9,0.4,63.6,2.8,1.9,2.6,9.7,0.033,6.6,9.8,5.5,0.0,0.0,4.9,7.0,48.7,31.0,10.7,15.4,7.1,38.1,16.3,7.4,100.0,0.0,83.9,0.0,0.0,6.5,9.7,83.9,84.6,15.4,0.0,0.0,84.6,15.4,0.2,0.3,0.1,1.4,2.8,1.9,2.6,9.7,0.1,0.8,163.0,-2.5,-0.1,-2.6,3.6,0.7,4.3,-1.5,0.0,-1.5,0.1,"$2,564,753",0
446,Caleb Martin,24,0,3,8.3,0.7,3.0,22.2,0.0,1.0,0.0,0.3,1.0,33.3,0.0,1.3,1.3,1.0,1.0,0.7,6.8,0,0,-3.0,1.3,19.0,0.3,25.0,0.7,40.0,3.0,0.7,1.3,6.7,0.079,21.3,13.3,22.0,0.0,25.0,14.3,25.0,0.0,16.0,25.0,23.1,0.0,22.2,20.0,12.5,66.7,33.3,80.0,0.0,0.0,40.0,0.0,80.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.7,1.3,3.0,0.7,1.3,6.7,0.0,0.7,25.0,-11.7,0.4,-11.3,-22.7,12.0,-10.8,-14.6,3.0,-11.7,-0.1,"$898,310",0
447,Alize Johnson,23,7,1,4.6,0.6,1.4,45.5,0.0,0.0,0.0,0.4,0.5,75.0,0.8,0.8,1.5,0.3,0.1,0.5,3.7,0,0,-0.6,0.8,27.3,0.0,0.0,0.0,0.0,1.6,0.5,2.5,3.8,0.0,13.1,15.2,13.9,0.0,0.0,25.0,23.5,37.5,31.6,10.5,20.0,33.3,26.7,31.6,15.1,100.0,0.0,76.9,0.0,0.0,30.8,61.5,76.9,40.0,60.0,0.0,0.0,40.0,60.0,1.0,0.4,0.5,1.3,1.6,0.5,2.5,3.8,0.3,0.8,37.0,3.4,-6.3,-2.9,7.6,-10.0,-2.3,4.5,-7.5,-3.0,-0.0,"$1,416,852",0
451,Ed Davis,30,5,4,12.0,0.6,1.4,38.5,0.0,0.0,0.0,0.2,0.4,50.0,1.4,3.6,5.0,0.4,1.0,2.3,9.7,0,0,-1.7,3.6,39.0,0.2,10.5,0.7,50.0,4.1,2.9,2.4,8.0,0.08800000000000001,9.6,7.1,7.1,0.0,0.0,5.6,8.9,76.5,45.5,11.4,22.0,10.0,40.4,15.2,6.1,100.0,0.0,83.3,0.0,0.0,0.0,16.7,83.3,40.0,60.0,0.0,0.0,40.0,60.0,0.2,1.1,0.0,1.1,4.1,2.9,2.4,8.0,0.1,0.8,108.0,-4.7,7.2,2.5,-11.1,8.4,-2.8,-6.3,7.8,1.5,0.2,"$4,767,000",0
454,Vincent Poirier,26,6,0,5.1,0.5,1.3,37.5,0.0,0.0,0.0,0.2,0.3,50.0,0.8,0.5,1.3,0.5,0.5,1.2,4.5,0,0,1.7,0.5,11.1,0.2,25.0,0.3,40.0,1.5,0.7,1.0,4.3,0.033,15.8,12.0,14.3,0.0,0.0,7.1,13.3,71.4,23.5,20.0,27.3,40.0,46.7,25.0,9.7,100.0,0.0,85.7,57.1,0.0,28.6,28.6,28.6,100.0,0.0,0.0,0.0,100.0,0.0,0.3,0.0,0.3,0.3,1.5,0.7,1.0,4.3,0.3,0.5,31.0,-7.3,-9.8,-17.1,-2.0,3.3,1.3,-6.7,-7.8,-14.5,-0.2,"$2,505,793",0
455,Jonah Bolden,23,2,0,2.4,0.5,0.5,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0,0,-6.0,0.0,0.0,0.5,100.0,0.0,0.0,4.0,0.0,0.0,1.0,-0.043,23.1,50.0,16.7,0.0,0.0,0.0,33.3,0.0,0.0,0.0,33.3,0.0,0.0,33.3,25.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.5,5.0,-17.1,-0.3,-17.4,-27.5,-36.5,-64.0,-20.4,-8.0,-28.4,-0.1,"$1,698,450",0
456,Justin Patton,22,1,1,4.7,0.5,1.5,33.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.0,1.7,0,0,-2.0,1.0,25.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,6.0,-0.008,17.4,12.5,18.8,0.0,11.1,0.0,0.0,0.0,25.0,0.0,20.0,0.0,44.4,0.0,8.3,66.7,33.3,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,6.0,0.0,0.0,9.0,-17.1,-11.6,-28.7,4.3,-11.2,-6.9,-13.7,-12.2,-25.9,-0.1,"$1,620,564",0
457,Caleb Swanigan,22,1,3,2.8,0.3,0.5,50.0,0.0,0.0,0.0,0.3,0.5,50.0,0.3,0.8,1.0,0.0,0.8,0.8,3.5,0,0,1.0,0.8,30.0,0.3,25.0,0.5,66.7,1.3,0.8,0.8,2.5,0.054000000000000006,19.4,12.5,11.1,0.0,0.0,20.0,16.7,33.3,30.8,0.0,60.0,0.0,60.0,14.3,13.6,100.0,0.0,66.7,0.0,0.0,0.0,66.7,66.7,100.0,0.0,0.0,0.0,100.0,0.0,0.5,0.0,0.0,0.5,1.3,0.8,0.8,2.5,0.0,0.3,11.0,-12.5,-1.3,-13.8,-13.9,22.3,8.4,-13.5,3.6,-9.9,-0.0,"$2,033,160",0
