,Player,Age,W,L,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,PF,FP,DD2,TD3,+/-,DEF_RTG,DREB%,T_DREB%,STL,T_STL%,BLK,T_BLK%,OP_TOV,OP_2NDPTS,OP_PAINT,DEF_WS,USG%,T_FGM%,T_FGA%,T_3PM%,T_3PA%,T_FTM%,T_FTA%,T_OREB%,T_REB%,T_AST%,T_TOV%,T_BLKA%,T_PF%,T_PFD%,T_PTS%,FGA_2P%,FGA_3P%,2PT%,2PT_MR%,3PT%,FBPTS%,OFFTOV%,PAINTPTS%,AST_2FGM%,UAST_2FGM%,AST_3FGM%,UAST_3FGM%,FGM_AST%,FGM_UAST%,PTS_TOV,2ND_CH_PTS,FB_PTS,PAINT_PTS,OPP_PTS_TOV,OPP_2ND_PTS,OPP_FBPTS,OPP_PAINT_PTS,BLKA,PFD,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,salary,off_kmean
170,Serge Ibaka,30.0,6.0,2.0,22.9,5.5,10.5,52.4,0.6,2.0,31.3,2.4,2.9,82.6,0.9,5.6,6.5,0.8,2.1,2.4,26.4,0.0,0.0,-1.1,5.6,30.4,0.6,16.7,1.3,45.5,6.9,7.5,5.4,20.3,0.099,25.5,30.1,25.2,11.4,12.2,26.8,27.7,23.3,29.2,6.7,27.9,11.8,20.4,20.3,27.5,81.0,19.0,69.6,17.9,13.4,9.8,20.5,51.8,82.1,17.9,100.0,0.0,84.1,15.9,2.9,2.0,1.4,7.3,6.9,7.5,5.4,20.3,0.3,1.9,183.0,-2.7,3.2,0.5,-6.4,-0.1,-6.4,-3.6,2.7,-0.9,0.2,"$23,271,604",0
172,Bam Adebayo,22.0,13.0,5.0,31.9,5.0,8.5,58.8,0.1,0.3,16.7,3.7,5.7,65.0,2.2,8.1,10.3,4.4,2.7,2.5,38.3,10.0,0.0,3.9,8.1,34.4,1.6,23.5,1.2,38.6,13.7,8.8,7.4,29.4,0.146,18.7,19.6,16.0,0.7,1.7,27.1,31.6,43.0,35.9,25.8,22.6,15.6,18.7,31.4,19.1,96.1,3.9,71.8,4.0,1.2,5.2,14.9,67.7,75.3,24.7,100.0,0.0,75.6,24.4,2.1,2.6,0.7,9.3,13.7,8.8,7.4,29.4,0.4,5.1,551.0,-0.4,4.2,3.8,-1.7,2.2,0.5,-0.7,4.0,3.3,1.7,"$3,454,080",0
174,Paul Millsap,34.0,13.0,4.0,26.1,4.5,9.2,48.4,1.2,2.4,48.8,3.4,3.8,87.7,2.1,3.8,5.8,1.2,1.1,2.8,26.4,2.0,0.0,8.4,3.8,19.5,0.9,18.6,0.8,37.1,6.9,5.4,6.8,22.9,0.162,19.2,19.7,18.8,20.8,14.9,38.3,35.1,31.0,22.4,9.2,15.3,34.0,26.5,27.5,22.6,73.9,26.1,48.9,7.9,26.2,11.4,13.1,41.0,58.9,41.1,100.0,0.0,69.7,30.3,1.8,2.1,1.5,5.5,6.9,5.4,6.8,22.9,1.0,3.1,423.0,2.2,2.9,5.1,0.7,6.6,7.2,2.1,3.6,5.7,1.8,"$30,500,000",0
175,Rudy Gobert,27.0,11.0,6.0,34.6,4.9,7.6,64.3,0.0,0.0,0.0,3.6,5.6,64.2,3.2,10.7,13.9,1.1,2.2,3.3,38.5,11.0,0.0,4.6,10.7,39.2,0.9,19.8,2.1,67.3,11.9,9.1,9.1,32.1,0.16699999999999998,15.1,17.7,12.6,0.0,0.0,24.7,29.9,56.7,42.2,7.4,20.5,20.3,22.9,33.8,17.1,100.0,0.0,73.1,0.0,0.0,3.5,16.7,73.1,69.9,30.1,0.0,0.0,69.9,30.1,2.2,3.5,0.5,9.8,11.9,9.1,9.1,32.1,0.8,5.9,553.0,-1.8,7.5,5.7,-0.6,5.3,4.6,-1.7,7.4,5.7,2.4,"$25,008,427",0
177,Jonathan Isaac,22.0,5.0,11.0,30.5,5.0,10.8,46.5,1.3,3.9,33.9,1.7,2.1,81.8,1.9,5.4,7.3,1.5,1.4,2.4,35.0,3.0,0.0,0.8,5.4,24.9,1.4,26.4,2.7,60.6,9.1,7.9,6.8,27.6,0.132,18.6,20.5,19.6,23.1,21.5,16.3,16.0,30.0,26.0,10.5,17.4,11.4,20.4,16.8,20.0,64.0,36.0,56.7,12.5,30.3,17.3,26.0,44.2,59.3,40.7,90.5,9.5,67.5,32.5,3.4,2.1,2.3,5.8,9.1,7.9,6.8,27.6,0.3,2.0,458.0,1.3,5.3,6.6,2.4,3.8,6.1,1.6,5.3,6.9,2.3,"$5,806,440",0
182,Aaron Gordon,24.0,6.0,9.0,30.5,4.6,11.3,40.6,1.1,3.8,28.1,2.5,3.4,72.5,1.6,4.7,6.3,2.8,1.3,2.4,27.1,2.0,0.0,-0.3,4.7,20.4,0.7,14.9,0.5,12.9,8.7,7.3,7.6,27.3,0.125,19.6,18.8,20.0,17.0,18.6,23.7,25.8,23.3,21.1,18.8,15.8,23.8,19.9,26.6,19.4,66.5,33.5,55.5,9.4,25.1,17.3,22.0,46.1,52.8,47.2,75.0,25.0,58.0,42.0,2.8,1.8,2.2,5.9,8.7,7.3,7.6,27.3,0.7,3.1,426.0,-1.5,-1.0,-2.5,-0.4,-0.2,-0.6,-1.3,-1.0,-2.3,0.1,"$19,863,636",0
186,Brandon Clarke,23.0,5.0,12.0,21.8,5.4,8.4,64.3,0.6,1.2,47.6,1.1,1.4,82.6,1.4,4.8,6.2,1.3,1.1,1.7,25.4,1.0,0.0,-4.4,4.8,30.0,0.5,17.0,1.0,37.8,10.3,7.2,8.9,23.1,0.033,18.8,27.9,20.1,12.5,9.1,18.3,16.3,31.2,30.3,9.7,15.7,12.2,16.6,13.2,25.2,85.3,14.7,77.0,4.7,14.1,11.7,13.6,72.3,79.3,20.7,100.0,0.0,81.5,18.5,1.7,1.5,1.5,9.1,10.3,7.2,8.9,23.1,0.3,1.1,352.0,0.7,-1.0,-0.2,-0.1,-3.7,-3.8,0.7,-1.5,-0.8,0.3,"$2,478,840",0
187,Justise Winslow,23.0,4.0,3.0,34.5,5.0,12.6,39.8,0.4,2.1,20.0,2.0,3.0,66.7,1.6,5.6,7.1,4.6,2.7,3.6,29.4,1.0,0.0,7.4,5.6,21.3,1.0,14.9,0.4,11.5,14.0,7.4,9.9,30.9,0.20600000000000002,19.2,16.8,20.4,4.8,9.9,13.9,14.5,22.0,21.5,26.7,19.2,10.0,18.7,13.7,15.0,83.0,17.0,73.6,6.9,10.3,11.5,23.0,66.7,53.1,46.9,66.7,33.3,54.3,45.7,2.9,0.9,1.4,8.3,14.0,7.4,9.9,30.9,0.3,2.4,215.0,-2.5,1.2,-1.3,0.1,7.5,7.6,-2.1,2.4,0.3,0.3,"$13,000,000",0
190,Rui Hachimura,21.0,6.0,11.0,26.8,5.4,11.2,47.6,0.4,1.8,20.0,1.3,1.5,84.6,1.6,3.8,5.4,1.5,0.9,2.1,23.0,1.0,0.0,-6.1,3.8,22.6,0.8,21.3,0.2,8.3,10.2,8.4,9.9,32.2,-0.042,19.8,21.3,21.9,5.5,10.6,16.2,15.3,29.7,24.3,9.4,10.5,42.6,17.2,11.9,19.1,84.3,15.7,81.0,21.0,8.6,12.9,17.6,60.0,64.7,35.3,100.0,0.0,67.0,33.0,2.2,1.8,1.6,7.4,10.2,8.4,9.9,32.2,1.5,1.2,429.0,-1.4,-4.8,-6.2,0.3,-9.4,-9.0,-1.2,-5.8,-7.1,-0.9,"$4,469,160",0
194,Moritz Wagner,22.0,6.0,11.0,19.4,4.6,7.6,60.8,1.1,2.6,43.2,1.6,1.9,84.4,1.5,4.1,5.6,1.4,2.4,3.9,22.6,2.0,0.0,2.2,4.1,29.7,0.7,23.1,0.7,38.7,6.8,5.9,4.9,18.8,0.064,21.8,25.6,19.8,18.4,16.1,22.9,22.9,36.1,31.3,12.0,36.0,18.2,39.8,34.5,24.3,66.2,33.8,58.8,1.0,27.9,4.4,12.3,57.8,75.0,25.0,100.0,0.0,81.0,19.0,1.5,2.1,0.5,6.9,6.8,5.9,4.9,18.8,0.4,2.9,307.0,1.0,3.9,4.9,1.3,5.6,7.0,1.1,4.6,5.7,1.3,"$2,063,520",0
195,Jarrett Allen,21.0,10.0,9.0,26.6,4.7,6.9,67.4,0.0,0.1,0.0,2.6,4.5,57.0,3.4,6.9,10.4,1.1,1.2,2.5,30.8,9.0,0.0,2.3,6.9,34.7,0.7,17.3,1.3,45.5,8.1,6.9,6.7,25.6,0.075,15.5,20.2,13.7,0.0,0.2,28.2,36.3,54.6,39.5,8.3,15.3,22.9,20.8,35.6,18.9,99.2,0.8,78.4,0.0,0.0,6.6,15.9,78.4,78.7,21.3,0.0,0.0,78.7,21.3,1.9,3.2,0.8,9.4,8.1,6.9,6.7,25.6,0.6,3.9,479.0,-0.5,4.1,3.6,4.9,3.5,8.4,0.5,4.3,4.7,1.8,"$2,376,840",0
199,Myles Turner,23.0,6.0,5.0,31.1,4.4,9.7,44.9,1.7,4.1,42.2,1.3,1.9,66.7,1.5,4.5,6.0,1.0,1.7,2.5,27.7,2.0,0.0,2.3,4.5,21.6,0.5,11.3,2.5,61.4,9.7,8.5,6.5,30.9,0.10400000000000001,17.1,16.2,17.3,26.4,25.3,13.9,16.9,26.7,22.7,6.4,18.8,11.8,21.9,21.7,16.8,57.9,42.1,45.0,7.8,44.2,3.9,19.4,37.2,69.0,31.0,100.0,0.0,81.3,18.8,2.3,2.0,0.5,4.4,9.7,8.5,6.5,30.9,0.4,2.8,274.0,-2.5,-2.0,-4.5,1.1,-7.2,-6.1,-1.9,-3.2,-5.1,-0.3,"$18,000,000",0
206,Cody Zeller,27.0,6.0,12.0,24.3,4.4,8.5,51.6,0.7,1.8,36.4,1.7,2.7,64.6,3.1,4.9,7.9,1.2,1.4,2.4,23.6,4.0,0.0,-7.1,4.9,32.6,0.5,15.8,0.3,20.0,9.8,7.6,6.0,27.8,0.0,19.2,22.8,19.4,9.7,10.1,25.2,30.6,54.5,38.5,10.9,15.9,27.9,28.4,30.3,21.4,78.4,21.6,66.7,1.0,17.9,7.0,11.9,65.7,59.7,40.3,91.7,8.3,64.6,35.4,1.3,3.1,0.8,7.3,9.8,7.6,6.0,27.8,0.7,2.9,417.0,-0.8,-3.9,-4.7,-2.9,-8.0,-10.9,-1.1,-4.8,-5.9,-0.7,"$14,471,910",0
209,Richaun Holmes,26.0,8.0,10.0,27.4,4.7,7.3,64.9,0.0,0.0,0.0,1.6,2.1,76.3,2.4,5.8,8.2,0.9,1.1,4.1,28.0,6.0,0.0,1.6,5.8,31.0,0.8,17.5,1.5,52.9,9.2,7.4,5.7,28.0,0.09300000000000001,14.7,21.0,14.9,0.0,0.0,17.9,18.5,45.8,34.3,6.3,12.3,20.5,35.6,20.9,18.0,100.0,0.0,85.4,3.0,0.0,6.0,18.1,82.4,80.0,20.0,0.0,0.0,80.0,20.0,2.0,2.6,0.7,9.1,9.2,7.4,5.7,28.0,0.5,2.2,457.0,-0.8,0.2,-0.5,3.4,2.3,5.8,-0.0,0.6,0.6,0.8,"$4,767,000",0
220,Nemanja Bjelica,31.0,8.0,10.0,26.0,3.9,8.4,46.4,1.7,4.0,41.7,0.7,0.7,92.3,1.9,4.7,6.7,2.5,1.7,2.9,24.2,3.0,0.0,-3.7,4.7,28.2,0.9,21.1,0.4,17.4,9.6,7.4,6.0,26.3,0.040999999999999995,16.9,18.6,17.6,24.4,20.5,9.8,8.6,29.9,28.7,19.8,18.9,14.9,25.4,9.6,18.3,52.3,47.7,44.0,4.4,49.5,14.3,12.1,39.6,55.0,45.0,90.0,10.0,70.0,30.0,1.2,2.1,1.4,4.0,9.6,7.4,6.0,26.3,0.4,0.9,443.0,2.3,0.3,2.6,-2.1,-2.2,-4.3,1.7,-0.1,1.5,1.0,"$6,825,000",0
221,Jahlil Okafor,23.0,1.0,11.0,18.4,3.9,5.9,66.2,0.1,0.2,50.0,2.0,3.0,66.7,1.8,3.2,4.9,1.3,1.5,2.9,20.6,1.0,0.0,-2.8,3.2,21.7,0.3,13.3,1.1,50.0,7.5,3.6,6.3,20.3,0.043,18.9,24.6,16.4,1.7,1.1,40.7,41.4,41.2,26.1,13.6,24.7,29.2,34.0,37.0,23.8,97.2,2.8,77.3,0.0,2.5,5.0,5.9,77.3,60.9,39.1,100.0,0.0,61.7,38.3,0.6,1.8,0.5,7.7,7.5,3.6,6.3,20.3,0.6,2.8,193.0,-0.8,-0.5,-1.2,-1.7,-3.5,-5.2,-1.0,-1.0,-2.0,0.1,"$1,702,486",0
229,Rondae Hollis-Jefferson,24.0,9.0,2.0,22.4,3.8,6.7,56.8,0.0,0.2,0.0,2.0,2.7,73.3,2.9,3.4,6.3,1.7,1.3,2.1,21.8,2.0,0.0,5.4,3.4,20.6,0.8,25.7,0.3,9.1,7.6,5.3,6.0,16.4,0.134,16.6,20.8,16.3,0.0,1.2,22.4,22.9,41.0,26.7,15.4,16.9,13.3,19.3,20.3,19.0,97.3,2.7,79.2,5.7,0.0,11.3,24.5,73.6,64.3,35.7,0.0,0.0,64.3,35.7,2.4,1.9,1.1,7.1,7.6,5.3,6.0,16.4,0.4,2.2,224.0,3.5,0.6,4.1,0.0,4.8,4.8,3.0,1.4,4.4,0.8,"$2,500,000",0
235,Steven Adams,26.0,6.0,9.0,26.1,4.2,7.4,56.8,0.0,0.0,0.0,0.9,2.3,40.0,2.7,6.2,8.9,2.9,1.4,1.8,27.0,3.0,0.0,0.8,6.2,32.9,0.5,13.0,0.9,41.9,9.1,5.5,6.1,26.1,0.065,15.8,19.2,16.3,0.0,0.0,8.8,17.1,53.2,37.2,23.2,17.9,24.2,17.6,22.2,15.5,100.0,0.0,90.0,0.0,0.0,5.7,14.3,90.0,69.8,30.2,0.0,0.0,69.8,30.2,1.3,1.9,0.5,8.4,9.1,5.5,6.1,26.1,0.5,2.8,368.0,-1.2,-4.0,-5.1,3.1,0.1,3.2,-0.4,-3.4,-3.8,-0.2,"$25,842,697",0
243,Mitchell Robinson,21.0,3.0,12.0,20.3,3.5,5.1,68.8,0.0,0.0,0.0,1.9,2.9,65.1,2.9,3.4,6.3,0.6,0.9,3.5,24.3,1.0,0.0,-5.2,3.4,24.8,0.6,20.5,2.0,69.8,8.3,6.6,6.3,15.2,0.037000000000000005,15.1,23.2,14.4,0.0,0.0,25.9,28.3,50.0,32.2,8.0,12.3,19.4,34.2,30.1,21.6,100.0,0.0,79.1,0.0,0.0,1.5,9.7,79.1,66.0,34.0,0.0,0.0,66.0,34.0,0.9,3.9,0.1,7.1,8.3,6.6,6.3,15.2,0.4,2.7,276.0,2.4,1.0,3.4,-2.4,-2.1,-4.6,1.7,0.5,2.3,0.7,"$1,559,712",0
245,Bobby Portis,24.0,4.0,15.0,22.0,3.6,8.9,40.2,1.1,2.8,39.6,0.6,0.9,66.7,1.8,4.2,5.9,1.1,1.0,1.7,19.7,3.0,0.0,-4.4,4.2,26.9,0.7,20.0,0.3,18.2,8.2,6.2,5.6,19.2,0.047,19.2,21.6,22.3,20.8,18.2,9.0,9.0,35.8,29.0,11.6,14.0,23.1,17.4,13.3,19.5,68.6,31.4,55.6,9.5,37.3,4.7,14.8,46.2,42.6,57.4,100.0,0.0,60.3,39.7,1.3,2.4,0.4,4.1,8.2,6.2,5.6,19.2,0.5,1.2,405.0,-2.4,0.9,-1.6,-4.1,-2.2,-6.3,-2.8,0.4,-2.4,0.1,"$15,000,000",0
251,Hamidou Diallo,21.0,4.0,8.0,21.4,3.8,7.7,50.0,0.2,1.1,15.4,0.9,1.5,61.1,1.2,2.7,3.8,0.8,1.2,2.4,18.9,1.0,0.0,0.9,2.7,16.8,1.5,41.9,0.3,13.8,7.2,5.8,3.8,21.5,0.12,18.5,21.8,20.4,3.8,8.4,12.8,14.9,28.6,19.2,8.4,14.9,32.3,27.4,15.4,18.7,85.9,14.1,83.8,3.8,5.7,17.1,26.7,80.0,61.4,38.6,50.0,50.0,60.9,39.1,2.3,1.4,1.5,7.0,7.2,5.8,3.8,21.5,0.8,1.6,256.0,-2.5,2.8,0.2,-1.3,6.7,5.4,-2.4,3.6,1.2,0.5,"$1,416,852",0
257,Ivica Zubac,22.0,14.0,6.0,16.1,3.4,5.5,60.9,0.0,0.1,0.0,1.9,2.3,80.4,2.4,4.3,6.7,0.9,0.8,2.5,21.0,3.0,0.0,1.0,4.3,33.7,0.2,7.1,1.1,48.9,5.4,3.3,4.9,13.8,0.08,18.3,25.6,17.9,0.0,0.4,32.5,31.5,53.3,38.8,11.0,15.1,42.9,30.8,22.0,23.9,99.1,0.9,78.4,2.3,0.0,11.7,21.1,76.0,74.6,25.4,0.0,0.0,74.6,25.4,1.8,2.3,1.0,6.5,5.4,3.3,4.9,13.8,0.5,1.6,306.0,1.5,2.1,3.6,-3.8,1.9,-1.9,0.6,2.1,2.7,0.8,"$6,481,482",0
261,Derrick Favors,28.0,2.0,7.0,21.0,4.0,6.4,62.1,0.1,0.2,50.0,0.2,0.7,33.3,3.4,5.4,8.9,2.1,1.6,2.3,23.6,3.0,0.0,-1.6,5.4,37.1,0.6,13.9,0.4,23.5,9.6,7.0,9.1,24.4,0.018000000000000002,15.1,20.5,15.2,1.6,1.2,3.8,8.0,54.4,42.3,17.6,19.7,38.9,27.3,13.0,16.0,96.6,3.4,93.3,2.7,4.0,5.3,16.0,90.7,74.3,25.7,100.0,0.0,75.0,25.0,1.3,2.0,0.4,7.6,9.6,7.0,9.1,24.4,0.8,1.1,189.0,-0.0,-2.4,-2.4,2.6,-2.3,0.3,0.4,-2.4,-2.0,0.1,"$17,650,000",0
263,Jaxson Hayes,19.0,6.0,10.0,19.4,3.3,5.3,61.2,0.0,0.1,0.0,1.7,2.8,61.4,2.0,2.3,4.3,0.7,1.0,3.1,18.6,1.0,0.0,1.5,2.3,17.1,0.8,22.0,0.9,48.4,7.4,6.1,6.0,19.6,0.047,15.4,18.2,14.4,0.0,0.9,22.3,26.7,45.7,24.3,7.2,15.1,19.4,30.3,25.9,16.7,97.6,2.4,79.4,0.0,0.0,14.5,9.2,79.4,69.2,30.8,0.0,0.0,69.2,30.8,0.8,2.3,1.2,6.5,7.4,6.1,6.0,19.6,0.4,2.3,290.0,-1.6,-2.9,-4.6,4.9,2.8,7.7,-0.5,-2.0,-2.5,0.0,"$4,862,040",0
270,Omari Spellman,22.0,4.0,15.0,18.5,2.8,6.5,42.7,0.8,2.1,37.5,1.6,1.9,81.1,2.3,3.4,5.7,1.1,1.3,1.3,19.5,1.0,0.0,-0.8,3.4,25.2,0.7,28.0,0.7,38.9,6.8,4.2,5.0,20.2,0.052000000000000005,18.6,19.3,18.5,21.4,18.2,18.4,19.2,46.8,31.0,12.1,23.8,16.7,20.0,17.3,19.3,67.7,32.3,50.3,15.9,29.8,2.0,13.9,34.4,55.3,44.7,100.0,0.0,67.9,32.1,1.1,2.0,0.2,2.7,6.8,4.2,5.0,20.2,0.4,1.4,329.0,-1.4,1.1,-0.3,-1.5,2.7,1.2,-1.5,1.5,0.1,0.5,"$1,897,800",0
271,DeAndre' Bembry,25.0,4.0,16.0,25.9,3.3,6.4,51.6,0.4,1.4,28.6,0.9,1.9,48.6,1.0,3.6,4.6,2.9,1.7,2.3,21.7,2.0,0.0,-7.8,3.6,20.2,1.5,30.6,0.4,16.3,11.9,8.0,7.4,24.1,0.043,13.9,16.0,13.7,8.4,8.5,9.1,13.8,18.2,19.7,22.7,16.0,13.6,17.8,15.4,14.1,78.1,21.9,73.4,0.0,15.2,20.3,24.7,73.4,60.3,39.7,100.0,0.0,65.2,34.8,2.0,1.0,1.6,5.8,11.9,8.0,7.4,24.1,0.6,1.7,454.0,-0.9,0.4,-0.5,-8.2,3.1,-5.1,-2.3,1.0,-1.3,0.3,"$2,603,982",0
274,Christian Wood,24.0,6.0,11.0,14.2,2.9,4.9,58.3,0.6,1.4,45.8,1.5,2.2,65.8,1.1,3.1,4.2,0.4,0.7,0.8,16.6,2.0,0.0,1.6,3.1,30.1,0.3,14.7,1.0,44.7,5.8,3.6,4.4,14.4,0.075,19.4,25.9,20.4,21.2,16.9,22.9,25.5,35.3,31.3,5.0,13.3,17.9,13.5,29.2,24.9,71.4,28.6,56.7,1.5,24.6,14.2,21.6,55.2,76.3,23.7,81.8,18.2,77.6,22.4,1.7,1.4,1.1,4.4,5.8,3.6,4.4,14.4,0.3,2.1,232.0,1.4,4.5,5.9,-2.1,7.2,5.0,0.8,5.3,6.1,1.1,"$1,645,357",0
276,Bismack Biyombo,27.0,6.0,13.0,16.2,3.1,5.1,59.8,0.0,0.0,0.0,1.7,3.2,55.0,1.5,2.5,4.0,0.8,0.7,1.9,16.4,1.0,0.0,-1.5,2.5,24.2,0.3,14.6,0.7,46.7,5.5,4.3,4.8,17.6,0.032,19.0,22.8,17.5,0.0,0.0,33.0,39.7,42.6,29.0,10.0,16.0,39.1,27.8,31.9,21.8,100.0,0.0,77.9,1.3,0.0,8.1,15.4,76.5,81.0,19.0,0.0,0.0,81.0,19.0,1.2,1.1,0.6,6.0,5.5,4.3,4.8,17.6,0.5,2.4,264.0,0.3,-0.4,-0.1,1.8,3.4,5.3,0.6,0.4,1.0,0.5,"$17,000,000",0
281,Nerlens Noel,25.0,7.0,10.0,18.6,3.0,4.6,64.6,0.0,0.0,0.0,1.6,2.0,79.4,1.2,3.6,4.8,1.5,1.2,2.9,22.6,1.0,0.0,-3.6,3.6,28.2,0.9,27.6,1.8,65.2,7.2,7.1,5.5,18.6,0.047,15.8,21.2,14.7,0.0,0.0,21.8,21.7,48.8,31.7,18.3,20.0,2.9,35.7,23.6,19.3,100.0,0.0,79.1,9.3,0.0,4.7,11.6,69.8,82.4,17.6,0.0,0.0,82.4,17.6,0.9,1.5,0.4,5.3,7.2,7.1,5.5,18.6,0.1,1.9,292.0,-1.0,4.8,3.9,-6.8,-1.6,-8.4,-2.1,4.0,1.9,0.7,"$2,028,594",0
282,DeAndre Jordan,31.0,8.0,8.0,21.4,3.1,4.7,66.7,0.0,0.0,0.0,1.3,2.1,63.6,2.3,7.0,9.3,2.0,1.0,2.1,25.4,3.0,0.0,-3.9,7.0,43.4,0.4,15.2,1.1,56.3,9.9,5.9,5.8,20.8,0.049,12.5,18.2,12.1,0.0,0.0,15.9,18.6,54.5,45.7,20.1,12.3,13.5,20.7,25.4,15.9,100.0,0.0,82.6,0.0,0.0,0.0,14.9,82.6,80.0,20.0,0.0,0.0,80.0,20.0,1.1,2.4,0.0,6.3,9.9,5.9,5.8,20.8,0.3,2.7,319.0,-0.1,0.3,0.2,-5.1,-1.6,-6.6,-1.0,0.0,-1.0,0.3,"$9,881,598",0
285,Marquese Chriss,22.0,4.0,15.0,17.9,2.7,5.4,50.0,0.2,0.8,20.0,2.0,2.3,86.4,1.4,3.3,4.7,2.3,1.4,2.2,20.6,0.0,0.0,-3.0,3.3,29.0,0.8,24.6,1.0,59.4,6.9,4.6,4.9,19.2,0.01,17.8,18.5,16.2,3.8,6.7,25.7,25.4,38.6,31.3,24.6,26.2,17.8,30.8,22.2,18.4,85.3,14.7,67.1,4.2,6.3,7.7,18.2,62.9,66.7,33.3,100.0,0.0,68.6,31.4,1.4,2.0,0.6,4.7,6.9,4.6,4.9,19.2,0.4,1.8,315.0,-1.7,4.5,2.8,0.9,-3.0,-2.1,-1.3,3.5,2.2,0.8,"$1,678,854",0
288,Willie Cauley-Stein,26.0,3.0,14.0,22.5,3.4,6.2,54.3,0.0,0.0,0.0,0.8,1.0,76.5,1.3,4.9,6.2,1.6,0.9,2.9,23.0,0.0,0.0,-5.9,4.9,31.6,1.1,27.7,1.1,46.3,8.1,7.7,5.0,21.5,0.027000000000000003,14.5,18.9,15.3,0.0,0.0,9.3,9.8,36.7,32.5,14.3,15.8,21.3,30.8,11.2,15.7,100.0,0.0,89.8,4.7,0.0,17.3,19.7,85.0,78.9,21.1,0.0,0.0,78.9,21.1,1.5,1.1,1.3,6.4,8.1,7.7,5.0,21.5,0.6,1.0,359.0,-4.7,3.4,-1.3,-2.0,0.3,-1.6,-4.4,3.1,-1.3,0.3,"$2,177,483",0
289,Enes Kanter,27.0,6.0,5.0,16.5,2.9,5.1,57.1,0.0,0.1,0.0,1.6,2.5,64.3,2.6,3.5,6.1,1.2,0.8,1.2,19.5,0.0,0.0,4.6,3.5,30.2,0.8,34.6,0.5,50.0,4.8,4.4,3.6,16.0,0.078,17.5,20.5,16.6,0.0,0.9,24.3,28.3,61.7,38.7,13.5,17.0,25.0,19.4,27.3,19.1,98.2,1.8,78.0,4.9,0.0,6.1,14.6,73.2,43.8,56.3,0.0,0.0,43.8,56.3,1.1,2.5,0.5,5.5,4.8,4.4,3.6,16.0,0.5,2.2,160.0,3.5,2.3,5.7,4.3,-1.0,3.3,3.8,1.7,5.5,0.7,"$4,767,000",0
294,JaVale McGee,31.0,17.0,2.0,16.9,3.2,5.2,62.2,0.0,0.0,0.0,0.8,1.3,64.0,1.8,4.4,6.2,0.8,0.9,2.1,20.4,2.0,0.0,3.3,4.4,34.0,0.6,16.4,1.2,42.6,5.9,4.3,6.2,14.8,0.071,16.1,20.1,16.1,0.0,0.0,19.0,22.3,47.3,37.1,7.4,16.3,24.1,30.5,24.8,18.1,100.0,0.0,88.4,0.0,0.0,6.5,18.1,88.4,70.5,29.5,0.0,0.0,70.5,29.5,1.3,1.9,0.5,6.4,5.9,4.3,6.2,14.8,0.4,1.4,299.0,-0.7,4.6,3.9,2.3,-1.7,0.6,-0.2,3.6,3.4,0.9,"$4,000,000",0
295,Dwight Powell,28.0,10.0,5.0,25.2,3.0,4.7,64.3,0.3,0.7,40.0,0.9,1.9,50.0,1.6,2.7,4.3,1.3,1.1,2.7,16.4,0.0,0.0,5.7,2.7,14.4,0.7,20.4,0.4,18.2,10.0,6.9,6.5,26.4,0.057999999999999996,11.0,13.2,10.3,3.3,3.4,9.9,15.0,30.4,17.9,9.3,13.8,28.0,29.5,21.3,11.5,85.7,14.3,75.9,0.0,11.1,1.9,9.3,75.9,82.9,17.1,100.0,0.0,84.4,15.6,0.7,1.5,0.1,5.5,10.0,6.9,6.5,26.4,0.5,2.6,354.0,-1.3,-0.3,-1.5,8.9,-2.4,6.5,0.6,-0.7,-0.1,0.5,"$10,259,375",0
297,Mason Plumlee,29.0,13.0,4.0,16.7,2.9,4.9,59.0,0.0,0.1,0.0,1.4,2.6,51.1,1.8,3.8,5.6,2.1,1.5,2.6,19.7,0.0,0.0,-1.0,3.8,29.9,0.6,23.8,0.8,36.8,4.9,3.9,4.4,16.1,0.08900000000000001,19.0,22.0,15.7,0.0,1.3,28.4,34.1,41.9,33.0,23.5,31.3,13.6,33.8,27.4,20.7,97.6,2.4,81.0,1.7,0.0,5.0,14.0,79.3,73.5,26.5,0.0,0.0,73.5,26.5,1.0,1.5,0.4,5.6,4.9,3.9,4.4,16.1,0.2,2.0,267.0,-1.8,4.5,2.7,-5.0,0.9,-4.0,-2.5,3.9,1.5,0.6,"$14,041,096",0
303,Damian Jones,24.0,3.0,16.0,18.1,2.8,4.2,68.4,0.1,0.3,40.0,1.1,1.6,70.0,1.5,2.1,3.5,0.7,0.6,3.4,15.5,0.0,0.0,-5.9,2.1,19.3,0.5,13.8,0.8,59.3,8.0,5.7,6.5,19.5,-0.024,12.5,18.0,12.6,2.8,2.4,17.8,19.6,38.4,24.4,8.2,9.5,16.4,34.2,19.0,16.6,93.7,6.3,79.4,1.5,4.6,3.1,13.7,77.9,82.7,17.3,100.0,0.0,83.3,16.7,0.9,1.6,0.2,5.4,8.0,5.7,6.5,19.5,0.5,1.4,308.0,-0.4,-2.6,-3.0,2.5,-9.5,-6.9,0.1,-3.9,-3.8,-0.2,"$2,305,057",0
